tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate
009,00000000,00723398,00004095,010,00458521,00000000,00000000,001024,001,001,00001024,00363940,01,0000014349447455,00000000,00000000,004,002,016,016,1
010,00000000,00725202,00011049,010,00460123,00000000,00000000,001024,001,001,00001024,00364529,01,0000014367445243,00000000,00000000,004,002,016,016,1
011,00000000,00724146,00011115,010,00458578,00000000,00000000,001024,001,001,00001024,00364369,01,0000013799827458,00000000,00000000,004,002,016,016,1
012,00000000,00722720,00005719,010,00460273,00000000,00000000,001024,001,001,00001024,00364226,01,0000014338934043,00000000,00000000,004,002,016,016,1
013,00000000,00721166,00006242,010,00455638,00000000,00000000,001024,001,001,00001024,00362576,01,0000014460980013,00000000,00000000,004,002,016,016,1
014,00000000,00723419,00005388,010,00458707,00000000,00000000,001024,001,001,00001024,00364009,01,0000014414006594,00000000,00000000,004,002,016,016,1
015,00000000,00724020,00004939,010,00460453,00000000,00000000,001024,001,001,00001024,00363965,01,0000014347489028,00000000,00000000,004,002,016,016,1
000,00000000,00243287,00001630,010,00161021,00000000,00000000,001024,002,001,00001024,00122088,01,0000014820425136,00000000,00000000,004,002,016,016,1
001,00000000,00242815,00001363,010,00161477,00000000,00000000,001024,002,001,00001024,00122027,01,0000015009712149,00000000,00000000,004,002,016,016,1
002,00000000,00242772,00001441,010,00162311,00000000,00000000,001024,002,001,00001024,00121960,01,0000014953572821,00000000,00000000,004,002,016,016,1
003,00000000,00242811,00001578,010,00161808,00000000,00000000,001024,002,001,00001024,00122065,01,0000014863623965,00000000,00000000,004,002,016,016,1
004,00000000,00242962,00007487,010,00161262,00000000,00000000,001024,002,001,00001024,00122098,01,0000014974581785,00000000,00000000,004,002,016,016,1
005,00000000,00243099,00001377,010,00161019,00000000,00000000,001024,002,001,00001024,00122028,01,0000015219983198,00000000,00000000,004,002,016,016,1
006,00000000,00242670,00001396,010,00161378,00000000,00000000,001024,002,001,00001024,00121946,01,0000015207539696,00000000,00000000,004,002,016,016,1
007,00000000,00241899,00001869,010,00160707,00000000,00000000,001024,002,001,00001024,00121399,01,0000015137392763,00000000,00000000,004,002,016,016,1
008,00000000,00243205,00001256,010,00160768,00000000,00000000,001024,002,001,00001024,00122176,01,0000014836508815,00000000,00000000,004,002,016,016,1
009,00000000,00243293,00001417,010,00160608,00000000,00000000,001024,002,001,00001024,00121660,01,0000014845210384,00000000,00000000,004,002,016,016,1
010,00000000,00242877,00003665,010,00160749,00000000,00000000,001024,002,001,00001024,00121378,01,0000014847510119,00000000,00000000,004,002,016,016,1
011,00000000,00243157,00003642,010,00160998,00000000,00000000,001024,002,001,00001024,00122204,01,0000015085754068,00000000,00000000,004,002,016,016,1
012,00000000,00243158,00001916,010,00161106,00000000,00000000,001024,002,001,00001024,00122166,01,0000015195369259,00000000,00000000,004,002,016,016,1
013,00000000,00243583,00002041,010,00159859,00000000,00000000,001024,002,001,00001024,00121757,01,0000014840998905,00000000,00000000,004,002,016,016,1
014,00000000,00243457,00001742,010,00160132,00000000,00000000,001024,002,001,00001024,00121718,01,0000014834099347,00000000,00000000,004,002,016,016,1
015,00000000,00242832,00001633,010,00161804,00000000,00000000,001024,002,001,00001024,00122142,01,0000014870400343,00000000,00000000,004,002,016,016,1
000,00000000,00131931,00000904,010,00087693,00000000,00000000,001024,003,001,00001024,00066083,01,0000014239648385,00000000,00000000,004,002,016,016,1
001,00000000,00132284,00000756,010,00086227,00000000,00000000,001024,003,001,00001024,00065909,01,0000014273629047,00000000,00000000,004,002,016,016,1
002,00000000,00131936,00000751,010,00086977,00000000,00000000,001024,003,001,00001024,00066128,01,0000014638943973,00000000,00000000,004,002,016,016,1
003,00000000,00131685,00000833,010,00087264,00000000,00000000,001024,003,001,00001024,00066133,01,0000014629833206,00000000,00000000,004,002,016,016,1
004,00000000,00131656,00003995,010,00087941,00000000,00000000,001024,003,001,00001024,00066372,01,0000014448784893,00000000,00000000,004,002,016,016,1
005,00000000,00131686,00000722,010,00087728,00000000,00000000,001024,003,001,00001024,00066174,01,0000014549241228,00000000,00000000,004,002,016,016,1
006,00000000,00131770,00000703,010,00087743,00000000,00000000,001024,003,001,00001024,00066106,01,0000014620204300,00000000,00000000,004,002,016,016,1
007,00000000,00131814,00001029,010,00087916,00000000,00000000,001024,003,001,00001024,00066425,01,0000014294354348,00000000,00000000,004,002,016,016,1
008,00000000,00132087,00000654,010,00087512,00000000,00000000,001024,003,001,00001024,00066239,01,0000014272098975,00000000,00000000,004,002,016,016,1
009,00000000,00131636,00000782,010,00087252,00000000,00000000,001024,003,001,00001024,00066168,01,0000014244603673,00000000,00000000,004,002,016,016,1
010,00000000,00132024,00002080,010,00086326,00000000,00000000,001024,003,001,00001024,00066133,01,0000014656303625,00000000,00000000,004,002,016,016,1
011,00000000,00131915,00002096,010,00087954,00000000,00000000,001024,003,001,00001024,00066332,01,0000014637015785,00000000,00000000,004,002,016,016,1
012,00000000,00132024,00000995,010,00087629,00000000,00000000,001024,003,001,00001024,00066415,01,0000014624565513,00000000,00000000,004,002,016,016,1
013,00000000,00131764,00001153,010,00087230,00000000,00000000,001024,003,001,00001024,00066173,01,0000014427374205,00000000,00000000,004,002,016,016,1
014,00000000,00132155,00000981,010,00086991,00000000,00000000,001024,003,001,00001024,00066176,01,0000014246367120,00000000,00000000,004,002,016,016,1
015,00000000,00131588,00000950,010,00087474,00000000,00000000,001024,003,001,00001024,00066136,01,0000014490188373,00000000,00000000,004,002,016,016,1
000,00000000,00555749,00003863,010,00325248,00000000,00000000,001024,000,002,00001024,00279337,01,0000013448262391,00000000,00000000,004,002,016,016,1
001,00000000,00555127,00002624,010,00324796,00000000,00000000,001024,000,002,00001024,00279387,01,0000013547565137,00000000,00000000,004,002,016,016,1
002,00000000,00556592,00003183,010,00325585,00000000,00000000,001024,000,002,00001024,00280076,01,0000013683103220,00000000,00000000,004,002,016,016,1
003,00000000,00556203,00002840,010,00325249,00000000,00000000,001024,000,002,00001024,00279631,01,0000013546952905,00000000,00000000,004,002,016,016,1
004,00000000,00556497,00012179,010,00325597,00000000,00000000,001024,000,002,00001024,00280454,01,0000013722420831,00000000,00000000,004,002,016,016,1
005,00000000,00554642,00003080,010,00325099,00000000,00000000,001024,000,002,00001024,00279428,01,0000013402525987,00000000,00000000,004,002,016,016,1
006,00000000,00554574,00003188,010,00323848,00000000,00000000,001024,000,002,00001024,00279144,01,0000013452366417,00000000,00000000,004,002,016,016,1
007,00000000,00552425,00004878,010,00321751,00000000,00000000,001024,000,002,00001024,00277445,01,0000013496961034,00000000,00000000,004,002,016,016,1
008,00000000,00554245,00002796,010,00323893,00000000,00000000,001024,000,002,00001024,00278915,01,0000012964724313,00000000,00000000,004,002,016,016,1
009,00000000,00553168,00004046,010,00324315,00000000,00000000,001024,000,002,00001024,00279119,01,0000013678921068,00000000,00000000,004,002,016,016,1
010,00000000,00555234,00004311,010,00324091,00000000,00000000,001024,000,002,00001024,00279253,01,0000013497100312,00000000,00000000,004,002,016,016,1
011,00000000,00552106,00008442,010,00323794,00000000,00000000,001024,000,002,00001024,00278468,01,0000013697938917,00000000,00000000,004,002,016,016,1
012,00000000,00554301,00004073,010,00324773,00000000,00000000,001024,000,002,00001024,00279691,01,0000013733969269,00000000,00000000,004,002,016,016,1
013,00000000,00552788,00003272,010,00322916,00000000,00000000,001024,000,002,00001024,00278302,01,0000013730479925,00000000,00000000,004,002,016,016,1
014,00000000,00553845,00003986,010,00322885,00000000,00000000,001024,000,002,00001024,00278525,01,0000013490281535,00000000,00000000,004,002,016,016,1
015,00000000,00534538,00002759,010,00313097,00000000,00000000,001024,000,002,00001024,00269292,01,0000004610049240,00000000,00000000,004,002,016,016,1
000,00000000,00774565,00005344,010,00481883,00000000,00000000,001024,001,002,00001024,00390029,01,0000015044242651,00000000,00000000,004,002,016,016,1
001,00000000,00776564,00003735,010,00483083,00000000,00000000,001024,001,002,00001024,00390821,01,0000015202219764,00000000,00000000,004,002,016,016,1
002,00000000,00776705,00004326,010,00483195,00000000,00000000,001024,001,002,00001024,00390567,01,0000015294857761,00000000,00000000,004,002,016,016,1
003,00000000,00775970,00004128,010,00482498,00000000,00000000,001024,001,002,00001024,00389925,01,0000015201579381,00000000,00000000,004,002,016,016,1
004,00000000,00774801,00017059,010,00480897,00000000,00000000,001024,001,002,00001024,00389569,01,0000015452122367,00000000,00000000,004,002,016,016,1
005,00000000,00775495,00004434,010,00481245,00000000,00000000,001024,001,002,00001024,00389763,01,0000015423320464,00000000,00000000,004,002,016,016,1
006,00000000,00774099,00004405,010,00480973,00000000,00000000,001024,001,002,00001024,00389046,01,0000015461208243,00000000,00000000,004,002,016,016,1
007,00000000,00775662,00007025,010,00480957,00000000,00000000,001024,001,002,00001024,00390016,01,0000015394783731,00000000,00000000,004,002,016,016,1
008,00000000,00772899,00003796,010,00479929,00000000,00000000,001024,001,002,00001024,00388532,01,0000014406859083,00000000,00000000,004,002,016,016,1
009,00000000,00775027,00005635,010,00481550,00000000,00000000,001024,001,002,00001024,00389662,01,0000014666401953,00000000,00000000,004,002,016,016,1
010,00000000,00774302,00005886,010,00481804,00000000,00000000,001024,001,002,00001024,00389844,01,0000015058247626,00000000,00000000,004,002,016,016,1
011,00000000,00773020,00011791,010,00480772,00000000,00000000,001024,001,002,00001024,00389208,01,0000015416095216,00000000,00000000,004,002,016,016,1
012,00000000,00773981,00005579,010,00479455,00000000,00000000,001024,001,002,00001024,00388273,01,0000015146779735,00000000,00000000,004,002,016,016,1
013,00000000,00772753,00004605,010,00480285,00000000,00000000,001024,001,002,00001024,00388528,01,0000015422610423,00000000,00000000,004,002,016,016,1
014,00000000,00773699,00005791,010,00478353,00000000,00000000,001024,001,002,00001024,00388018,01,0000015359179081,00000000,00000000,004,002,016,016,1
015,00000000,00749835,00003899,010,00464277,00000000,00000000,001024,001,002,00001024,00376881,01,0000004815545765,00000000,00000000,004,002,016,016,1
000,00000000,00214328,00001511,010,00137269,00000000,00000000,001024,002,002,00001024,00107565,01,0000014739431816,00000000,00000000,004,002,016,016,1
001,00000000,00214126,00001065,010,00139038,00000000,00000000,001024,002,002,00001024,00107602,01,0000015123414961,00000000,00000000,004,002,016,016,1
002,00000000,00213721,00001200,010,00136947,00000000,00000000,001024,002,002,00001024,00107339,01,0000015203313397,00000000,00000000,004,002,016,016,1
003,00000000,00214098,00001122,010,00137569,00000000,00000000,001024,002,002,00001024,00107709,01,0000014825812456,00000000,00000000,004,002,016,016,1
004,00000000,00214166,00004816,010,00139067,00000000,00000000,001024,002,002,00001024,00107579,01,0000015149743909,00000000,00000000,004,002,016,016,1
005,00000000,00214443,00001188,010,00136550,00000000,00000000,001024,002,002,00001024,00107595,01,0000015158184196,00000000,00000000,004,002,016,016,1
006,00000000,00214058,00001273,010,00137537,00000000,00000000,001024,002,002,00001024,00107444,01,0000014801312355,00000000,00000000,004,002,016,016,1
007,00000000,00213813,00001913,010,00137484,00000000,00000000,001024,002,002,00001024,00107282,01,0000014882385564,00000000,00000000,004,002,016,016,1
008,00000000,00214357,00001067,010,00137499,00000000,00000000,001024,002,002,00001024,00107154,01,0000014975252881,00000000,00000000,004,002,016,016,1
009,00000000,00213940,00001532,010,00138723,00000000,00000000,001024,002,002,00001024,00107568,01,0000014879911311,00000000,00000000,004,002,016,016,1
010,00000000,00213457,00001658,010,00137493,00000000,00000000,001024,002,002,00001024,00107203,01,0000014822791501,00000000,00000000,004,002,016,016,1
011,00000000,00214095,00003235,010,00138132,00000000,00000000,001024,002,002,00001024,00107664,01,0000014800237006,00000000,00000000,004,002,016,016,1
012,00000000,00214327,00001563,010,00136835,00000000,00000000,001024,002,002,00001024,00107483,01,0000015147875597,00000000,00000000,004,002,016,016,1
013,00000000,00214188,00001383,010,00138074,00000000,00000000,001024,002,002,00001024,00107470,01,0000015142311753,00000000,00000000,004,002,016,016,1
014,00000000,00214122,00001563,010,00137103,00000000,00000000,001024,002,002,00001024,00107478,01,0000014905387532,00000000,00000000,004,002,016,016,1
015,00000000,00213972,00001102,010,00136488,00000000,00000000,001024,002,002,00001024,00107019,01,0000014814252831,00000000,00000000,004,002,016,016,1
000,00000000,00122553,00000852,010,00077043,00000000,00000000,001024,003,002,00001024,00061340,01,0000014296374923,00000000,00000000,004,002,016,016,1
001,00000000,00122605,00000578,010,00076571,00000000,00000000,001024,003,002,00001024,00061493,01,0000014321048638,00000000,00000000,004,002,016,016,1
002,00000000,00122568,00000656,010,00077177,00000000,00000000,001024,003,002,00001024,00061437,01,0000014697858727,00000000,00000000,004,002,016,016,1
003,00000000,00122775,00000619,010,00077060,00000000,00000000,001024,003,002,00001024,00061688,01,0000014708040422,00000000,00000000,004,002,016,016,1
004,00000000,00122765,00002728,010,00077272,00000000,00000000,001024,003,002,00001024,00061588,01,0000014316391539,00000000,00000000,004,002,016,016,1
005,00000000,00122786,00000680,010,00077384,00000000,00000000,001024,003,002,00001024,00061245,01,0000014306881622,00000000,00000000,004,002,016,016,1
006,00000000,00122602,00000720,010,00077284,00000000,00000000,001024,003,002,00001024,00061548,01,0000014322381722,00000000,00000000,004,002,016,016,1
007,00000000,00122446,00001050,010,00077552,00000000,00000000,001024,003,002,00001024,00061647,01,0000014701097093,00000000,00000000,004,002,016,016,1
008,00000000,00122618,00000600,010,00077157,00000000,00000000,001024,003,002,00001024,00061368,01,0000014301059876,00000000,00000000,004,002,016,016,1
009,00000000,00122587,00000897,010,00077951,00000000,00000000,001024,003,002,00001024,00061593,01,0000014689771590,00000000,00000000,004,002,016,016,1
010,00000000,00122764,00001001,010,00077046,00000000,00000000,001024,003,002,00001024,00061593,01,0000014322717702,00000000,00000000,004,002,016,016,1
011,00000000,00122672,00001884,010,00077075,00000000,00000000,001024,003,002,00001024,00061451,01,0000014316403095,00000000,00000000,004,002,016,016,1
012,00000000,00122701,00000928,010,00077085,00000000,00000000,001024,003,002,00001024,00061352,01,0000014300863786,00000000,00000000,004,002,016,016,1
013,00000000,00122592,00000727,010,00077256,00000000,00000000,001024,003,002,00001024,00061605,01,0000014567644897,00000000,00000000,004,002,016,016,1
014,00000000,00122760,00000918,010,00076815,00000000,00000000,001024,003,002,00001024,00061669,01,0000014308260848,00000000,00000000,004,002,016,016,1
015,00000000,00122751,00000634,010,00076706,00000000,00000000,001024,003,002,00001024,00061248,01,0000014694545488,00000000,00000000,004,002,016,016,1
000,00000000,00484726,00068767,010,00354837,00000000,00000000,001024,000,000,00000128,00244096,01,0000011401765410,00000000,00000000,004,002,016,016,1
001,00000000,00484711,00145035,010,00356925,00000000,00000000,001024,000,000,00000128,00243592,01,0000011384476490,00000000,00000000,004,002,016,016,1
002,00000000,00485094,00032043,010,00357278,00000000,00000000,001024,000,000,00000128,00244362,01,0000011203530568,00000000,00000000,004,002,016,016,1
003,00000000,00481990,00025484,010,00353847,00000000,00000000,001024,000,000,00000128,00242889,01,0000011379240937,00000000,00000000,004,002,016,016,1
004,00000000,00484802,00038131,010,00356210,00000000,00000000,001024,000,000,00000128,00244300,01,0000011369347912,00000000,00000000,004,002,016,016,1
