lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0003156,0002486,0000051,0001023,0002324,0002535,0004879,0000000,001024,000,000,0001,02
0005390,0003132,0000641,0001190,0002785,0003496,0007474,0000000,001024,000,000,0001,02
0005881,0003542,0000331,0001045,0005089,0005270,0007745,0000000,001024,001,000,0001,02
0008205,0005730,0000641,0001425,0006512,0006943,0011291,0000000,001024,001,000,0001,02
0005861,0003666,0000370,0001047,0005069,0005240,0007715,0000000,001024,002,000,0001,02
0008717,0005204,0000651,0001471,0006682,0006833,0011111,0000000,001024,002,000,0001,02
0005901,0003573,0000330,0001045,0005089,0005270,0007805,0000000,001024,003,000,0001,02
0009187,0005359,0000652,0001423,0006983,0007274,0012323,0000000,001024,003,000,0001,02
0003176,0002487,0000060,0001022,0002325,0002564,0004879,0000000,001024,000,001,0001,02
0005120,0003131,0000651,0001189,0002896,0003517,0007484,0000000,001024,000,001,0001,02
0005871,0003590,0000060,0001047,0005089,0005260,0007754,0000000,001024,001,001,0001,02
0008155,0004973,0000622,0001424,0006502,0006773,0011341,0000000,001024,001,001,0001,02
0005871,0003625,0000351,0001047,0005069,0005260,0007725,0000000,001024,002,001,0001,02
0008306,0005112,0000651,0001449,0006963,0006813,0011291,0000000,001024,002,001,0001,02
0005901,0003576,0000360,0001045,0005090,0005290,0007805,0000000,001024,003,001,0001,02
0008897,0006406,0000661,0001434,0006692,0007113,0012193,0000000,001024,003,001,0001,02
0003206,0002499,0000051,0001023,0002324,0002595,0004879,0000000,001024,000,002,0001,02
0005079,0003139,0000641,0001191,0002705,0003326,0007113,0000000,001024,000,002,0001,02
0005881,0003615,0000370,0001047,0005089,0005270,0007745,0000000,001024,001,002,0001,02
0008636,0005319,0000681,0001427,0006723,0006943,0011552,0000000,001024,001,002,0001,02
0005901,0003644,0000370,0001047,0005089,0005280,0007744,0000000,001024,002,002,0001,02
0008415,0005181,0000681,0001433,0006342,0006823,0011852,0000000,001024,002,002,0001,02
0005941,0003525,0000350,0001045,0005109,0005310,0007825,0000000,001024,003,002,0001,02
0008997,0005651,0000681,0001415,0006773,0007053,0012173,0000000,001024,003,002,0001,02
0002935,0000581,0000060,0001002,0002093,0002285,0004348,0000000,001024,000,000,0032,02
0003998,0001065,0000731,0001066,0002665,0003045,0008456,0000000,001024,000,000,0032,02
0005781,0000591,0000061,0001005,0005009,0005130,0007464,0000000,001024,001,000,0032,02
0011592,0001144,0000742,0001093,0009678,0009828,0014778,0000000,001024,001,000,0032,02
0005791,0000581,0000060,0001005,0005029,0005150,0007464,0000000,001024,002,000,0032,02
0011171,0001141,0000741,0001092,0009588,0009428,0014538,0000000,001024,002,000,0032,02
0005821,0000581,0000070,0001005,0005030,0005159,0007535,0000000,001024,003,000,0032,02
0011782,0001143,0000741,0001093,0009548,0010059,0014827,0000000,001024,003,000,0032,02
0002936,0000581,0000060,0001002,0002094,0002294,0004388,0000000,001024,000,001,0032,02
0003998,0001066,0000731,0001066,0002685,0003046,0008246,0000000,001024,000,001,0032,02
0005791,0000581,0000060,0001005,0005029,0005159,0007474,0000000,001024,001,001,0032,02
0011171,0001137,0000752,0001090,0009267,0009578,0013916,0000000,001024,001,001,0032,02
0005791,0000591,0000070,0001005,0005059,0005160,0007634,0000000,001024,002,001,0032,02
0011742,0001133,0000751,0001091,0009588,0010069,0015048,0000000,001024,002,001,0032,02
0005811,0000581,0000060,0001005,0005070,0005180,0007705,0000000,001024,003,001,0032,02
0011482,0001133,0000822,0001090,0009428,0009798,0014648,0000000,001024,003,001,0032,02
0002916,0000581,0000060,0001002,0002104,0002294,0004418,0000000,001024,000,002,0032,02
0003957,0001064,0000791,0001065,0002675,0003036,0008466,0000000,001024,000,002,0032,02
0005781,0000581,0000061,0001005,0005020,0005140,0007434,0000000,001024,001,002,0032,02
0010931,0001141,0000741,0001092,0009237,0009318,0014186,0000000,001024,001,002,0032,02
0005781,0000591,0000061,0001005,0005029,0005149,0007454,0000000,001024,002,002,0032,02
