lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000932,0000090,0001007,0005992,0008175,0015149,0000016,001024,000,000,16384
0000000,0022045,0000782,0001215,0021851,0020198,0041329,0012893,001024,000,000,16384
0000000,0001001,0000090,0001008,0008305,0009709,0019227,0000020,001024,001,000,16384
0000000,0005853,0000922,0001173,0020949,0019998,0038633,0004290,001024,001,000,16384
0000000,0001001,0000090,0001007,0005961,0008465,0015289,0000016,001024,002,000,16384
0000000,0018970,0000902,0001217,0016962,0018094,0032922,0012224,001024,002,000,16384
0000000,0000932,0000090,0001007,0005951,0008125,0015049,0000016,001024,000,001,16384
0000000,0023311,0000932,0001216,0022111,0020579,0041849,0012595,001024,000,001,16384
0000000,0001001,0000090,0001008,0008466,0009788,0019507,0000021,001024,001,001,16384
0000000,0005501,0001052,0001171,0021791,0020298,0039745,0004054,001024,001,001,16384
0000000,0000971,0000090,0001007,0005891,0008375,0015118,0000016,001024,002,001,16384
0000000,0022562,0000952,0001218,0016091,0017784,0031309,0012643,001024,002,001,16384
0000000,0000942,0000090,0001007,0006001,0008226,0015208,0000016,001024,000,002,16384
0000000,0020944,0000781,0001214,0020458,0019397,0038673,0012132,001024,000,002,16384
0000000,0001001,0000090,0001008,0008355,0009718,0019287,0000021,001024,001,002,16384
0000000,0005906,0001032,0001173,0023003,0020849,0042570,0004430,001024,001,002,16384
0000000,0000982,0000090,0001007,0005921,0008436,0015209,0000016,001024,002,002,16384
0000000,0020385,0000812,0001218,0016150,0017863,0031730,0012189,001024,002,002,16384
