tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     10190,   10190,    1.839142
001,     10165,   10165,    1.637565
002,     10095,   10095,    1.750303
003,     10292,   10292,    1.675361
004,     10094,   10094,    1.781706
005,     10122,   10122,    1.816229
006,     10068,   10068,    1.715382
007,     10453,   10453,    1.702761
008,     10130,   10130,    1.997880
009,     10217,   10217,    1.828234
010,     10355,   10355,    1.782871
011,     10307,   10307,    1.673424
012,     10406,   10406,    1.880905
013,     10069,   10069,    1.714199
014,     10269,   10269,    1.760654
015,     10115,   10115,    1.800757
016,     10161,   10161,    1.756289
017,     10379,   10379,    1.718778
018,     10195,   10195,    1.886714
019,     10314,   10314,    1.719815
020,     10111,   10111,    1.807741
021,     10115,   10115,    1.680475
022,     10140,   10140,    1.868038
023,     10190,   10190,    1.816015
024,     10260,   10260,    1.854764
025,     10282,   10282,    1.726355
026,     10170,   10170,    1.859325
027,      9994,    9994,    1.849274
028,     10113,   10113,    1.722750
-------------------------------------------------------------------------------------------------------

RUN 1
000,     10255,   10255,    1.914218
001,     10250,   10250,    1.669907
002,     10242,   10242,    1.877517
003,     10531,   10531,    1.757665
004,     10121,   10121,    1.799198
005,     10010,   10010,    1.742252
006,     10167,   10167,    1.786646
007,     10352,   10352,    1.729535
008,     10168,   10168,    1.898613
009,     10398,   10398,    1.882769
010,     10237,   10237,    1.781900
011,     10346,   10346,    1.698895
012,     10360,   10360,    1.915078
013,     10100,   10100,    1.560876
014,     10419,   10419,    1.823507
015,     10025,   10025,    1.792668
016,     10126,   10126,    1.768499
017,     10303,   10303,    1.780494
018,     10187,   10187,    1.858987
019,     10287,   10287,    1.782712
020,     10186,   10186,    1.855039
021,     10235,   10235,    1.678581
022,     10183,   10183,    1.886892
023,     10096,   10096,    1.754599
024,     10156,   10156,    1.655990
025,     10362,   10362,    1.735094
026,     10057,   10057,    1.896837
027,     10107,   10107,    1.801765
028,     10137,   10137,    1.826481
-------------------------------------------------------------------------------------------------------

RUN 2
000,     10137,   10137,    1.781305
001,     10107,   10107,    1.699646
002,     10058,   10058,    1.712858
003,     10250,   10250,    1.735663
004,     10051,   10051,    1.739388
005,      9969,    9969,    1.781245
006,     10127,   10127,    1.761090
007,     10282,   10282,    1.647933
008,     10034,   10034,    1.840100
009,     10342,   10342,    1.705273
010,     10103,   10103,    1.816450
011,     10078,   10078,    1.763628
012,     10130,   10130,    1.750193
013,     10069,   10069,    1.589255
014,     10076,   10076,    1.736721
015,     10111,   10111,    1.724048
016,     10135,   10135,    1.690008
017,     10030,   10030,    1.639953
018,     10124,   10124,    1.987432
019,     10229,   10229,    1.746039
020,     10076,   10076,    1.712379
021,     10125,   10125,    1.639917
022,     10078,   10078,    1.885753
023,     10083,   10083,    1.679335
024,     10148,   10148,    1.778439
025,     10185,   10185,    1.785631
026,     10239,   10239,    1.906938
027,     10059,   10059,    1.743085
028,      9992,    9992,    1.774301
-------------------------------------------------------------------------------------------------------

RUN 3
000,     10186,   10186,    1.851728
001,     10066,   10066,    1.725164
002,     10109,   10109,    1.804012
003,     10347,   10347,    1.721975
004,     10106,   10106,    1.861774
005,     10205,   10205,    1.834594
006,      9986,    9986,    1.822329
007,     10389,   10389,    1.671100
008,     10240,   10240,    2.058859
009,     10082,   10082,    1.701828
010,     10177,   10177,    1.759562
011,     10431,   10431,    1.611642
012,     10292,   10292,    1.757166
013,     10248,   10248,    1.600507
014,     10275,   10275,    1.650095
015,      9999,    9999,    1.647842
016,     10053,   10053,    1.841932
017,     10195,   10195,    1.685243
018,     10104,   10104,    1.854925
019,     10153,   10153,    1.702058
020,     10063,   10063,    1.750461
021,     10140,   10140,    1.693887
022,     10244,   10244,    1.848670
023,     10208,   10208,    1.800507
024,     10206,   10206,    1.791278
025,     10259,   10259,    1.811378
026,     10119,   10119,    1.786609
027,     10096,   10096,    1.743872
028,     10256,   10256,    1.807382
-------------------------------------------------------------------------------------------------------

RUN 4
000,     10201,   10201,    1.862626
001,     10184,   10184,    1.815495
002,     10253,   10253,    1.862217
003,     10207,   10207,    1.716678
004,     10135,   10135,    1.726493
005,     10164,   10164,    1.719756
006,     10132,   10132,    1.822433
007,     10268,   10268,    1.642133
008,     10178,   10178,    1.871511
009,     10128,   10128,    1.664008
010,     10185,   10185,    1.900830
011,     10408,   10408,    1.706558
012,     10112,   10112,    1.699317
013,     10033,   10033,    1.567941
014,     10246,   10246,    1.741223
015,      9965,    9965,    1.716512
016,     10162,   10162,    1.791981
017,      9971,    9971,    1.574144
018,     10179,   10179,    2.002939
019,     10302,   10302,    1.720173
020,     10264,   10264,    1.842433
021,     10136,   10136,    1.590137
022,     10221,   10221,    1.886015
023,     10228,   10228,    1.775997
024,     10136,   10136,    1.723414
025,     10343,   10343,    1.778487
026,     10128,   10128,    1.949823
027,     10259,   10259,    1.778027
028,     10198,   10198,    1.738316
-------------------------------------------------------------------------------------------------------

