0000000,0000601,0000080,0001007,0028434,0011211,0027863,0000019,001024,000,000,16384
0000000,0002585,0000441,0001507,0053832,0023745,0053541,0001530,001024,000,000,16384
0000000,0000671,0000080,0001004,0014518,0007945,0014247,0000012,001024,001,000,16384
0000000,0003383,0000611,0001519,0025859,0019086,0025658,0002228,001024,001,000,16384
0000000,0000631,0000080,0001006,0020299,0009929,0019848,0000016,001024,002,000,16384
0000000,0003561,0000431,0001617,0048501,0021871,0048160,0002393,001024,002,000,16384
0000000,0000591,0000080,0001007,0028233,0011111,0027672,0000019,001024,000,001,16384
0000000,0002575,0000440,0001506,0054093,0023674,0053792,0001533,001024,000,001,16384
0000000,0000661,0000080,0001005,0014468,0007875,0014206,0000012,001024,001,001,16384
0000000,0003323,0000601,0001512,0025738,0018956,0025518,0002183,001024,001,001,16384
0000000,0000611,0000080,0001006,0020208,0009869,0019757,0000016,001024,002,001,16384
0000000,0003505,0000441,0001608,0048542,0021701,0048171,0002355,001024,002,001,16384
0000000,0000631,0000090,0001005,0020289,0009257,0019767,0000015,001024,000,002,16384
0000000,0003621,0000551,0001634,0051306,0022312,0051026,0002473,001024,000,002,16384
0000000,0000691,0000090,0001005,0014146,0007544,0013917,0000012,001024,001,002,16384
0000000,0003289,0000842,0001507,0025227,0018465,0025017,0002146,001024,001,002,16384
0000000,0000651,0000081,0001007,0027592,0011181,0027021,0000019,001024,002,002,16384
0000000,0002451,0000551,0001488,0053531,0023534,0053210,0001406,001024,002,002,16384
