lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007044,0000551,0000060,0001005,0014017,0006331,0013705,001024,001,000,0512
0010570,0010889,0001433,0002124,0019778,0009217,0019116,001024,001,000,0512
0007073,0000551,0000060,0001005,0014027,0006332,0013726,001024,002,000,0512
0010560,0011135,0001422,0002146,0019767,0009258,0019176,001024,002,000,0512
0007233,0000621,0000080,0001005,0014297,0006402,0013967,001024,003,000,0512
0013446,0011573,0001493,0002056,0024245,0011251,0022633,001024,003,000,0512
0006272,0000581,0000060,0001004,0012754,0005461,0011632,001024,004,000,0512
0010630,0009584,0001463,0001958,0020388,0008777,0018966,001024,004,000,0512
0007083,0000561,0000060,0001005,0014036,0006332,0013726,001024,001,001,0512
0010800,0011132,0001453,0002122,0020068,0009427,0019386,001024,001,001,0512
0007073,0000561,0000060,0001005,0014046,0006332,0013736,001024,002,001,0512
0010710,0010822,0001422,0002121,0019928,0009288,0019206,001024,002,001,0512
0007143,0000601,0000080,0001005,0014217,0006382,0013896,001024,003,001,0512
0013135,0011438,0001483,0002081,0024055,0010650,0022102,001024,003,001,0512
0006172,0000561,0000060,0001004,0012583,0005440,0011522,001024,004,001,0512
0010620,0009375,0001403,0001957,0020198,0008686,0018695,001024,004,001,0512
0007063,0000551,0000060,0001005,0014027,0006332,0013716,001024,001,002,0512
0010530,0011200,0001413,0002109,0019627,0009217,0019006,001024,001,002,0512
0007093,0000561,0000060,0001005,0014046,0006332,0013736,001024,002,002,0512
0010661,0011394,0001413,0002082,0019867,0009278,0019206,001024,002,002,0512
0007244,0000581,0000080,0001005,0014307,0006412,0013986,001024,003,002,0512
0013505,0011401,0001533,0002127,0024166,0010921,0022262,001024,003,002,0512
0006172,0000571,0000060,0001004,0012493,0005441,0011582,001024,004,002,0512
0010390,0009970,0001422,0001959,0020038,0008616,0018725,001024,004,002,0512
