lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001009,0000070,0001007,0006953,0008916,0007965,0000019,001024,000,000,0016,02
0000000,0003163,0000951,0001016,0015439,0017353,0016711,0001905,001024,000,000,0016,02
0000000,0001023,0000100,0001008,0008165,0010309,0009348,0000022,001024,000,001,0016,02
0000000,0002255,0000982,0001017,0017082,0019116,0018374,0001153,001024,000,001,0016,02
0000000,0001019,0000080,0001008,0007845,0009919,0008967,0000021,001024,000,002,0016,02
0000000,0002552,0000972,0001017,0016661,0018635,0017904,0001406,001024,000,002,0016,02
0000000,0000661,0000050,0001016,0016531,0017884,0017373,0000041,001024,000,000,0128,02
0000000,0002237,0000852,0001027,0027422,0028313,0028414,0001166,001024,000,000,0128,02
0000000,0000661,0000050,0001015,0015679,0017032,0016521,0000037,001024,000,001,0128,02
0000000,0002334,0000841,0001026,0026770,0027752,0027772,0001259,001024,000,001,0128,02
0000000,0000661,0000050,0001015,0016030,0017353,0016861,0000040,001024,000,002,0128,02
0000000,0002271,0000832,0001026,0027061,0027982,0028083,0001194,001024,000,002,0128,02
0000000,0000661,0000050,0001018,0018215,0019477,0018996,0000045,001024,000,000,0512,02
0000000,0002173,0000811,0001028,0029155,0029746,0030196,0001104,001024,000,000,0512,02
0000000,0000661,0000050,0001017,0017814,0019066,0018575,0000039,001024,000,001,0512,02
0000000,0002217,0000781,0001028,0028854,0029546,0029896,0001147,001024,000,001,0512,02
0000000,0000661,0000050,0001018,0018154,0019406,0018935,0000044,001024,000,002,0512,02
0000000,0002168,0000801,0001028,0028924,0029595,0030027,0001101,001024,000,002,0512,02
