tid,lock_impl_time(ms)
RUN 0
001,   141.555
002,    55.967
003,   196.657
004,    42.296
005,    21.995
006,   179.253
007,    63.672
008,   119.911
009,   138.998
010,   161.837
011,   153.240
013,    76.823
012,    73.921
014,   183.141
015,   188.888
016,   108.445
-----------------------------------------------------------------------------------------------

RUN 1
001,   223.686
002,    56.740
003,    58.511
004,   108.412
005,    52.273
006,   195.046
007,    79.179
008,   208.604
009,   192.427
010,   129.792
011,   134.639
013,    82.950
012,    63.628
014,   140.910
015,   100.379
016,   116.506
-----------------------------------------------------------------------------------------------

RUN 2
001,   227.774
002,    95.336
003,    20.109
004,   164.675
005,    20.226
006,   203.495
007,   145.687
008,   176.178
009,   136.614
010,   183.764
011,   119.360
013,   171.899
012,    55.255
014,    59.367
015,   101.409
016,    70.037
-----------------------------------------------------------------------------------------------

RUN 3
001,   236.763
002,    66.737
003,    32.639
004,   206.324
005,    14.757
006,   164.195
007,   135.224
008,   198.843
009,   157.520
010,    87.411
011,   111.469
013,   133.924
012,    55.533
014,   127.225
015,   126.118
016,    86.737
-----------------------------------------------------------------------------------------------

RUN 4
001,   227.988
002,   121.675
003,    24.159
004,   112.342
005,    43.381
006,   165.791
007,    82.219
008,   166.148
009,    81.859
010,   156.193
011,   111.752
013,   173.223
012,    87.368
014,    85.177
015,   201.731
016,    77.675
-----------------------------------------------------------------------------------------------

