tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00385616,020,00193835,00000000,00000000,001024,000,000,00016384,00193835
001,00000000,00385825,020,00193859,00000000,00000000,001024,000,000,00016384,00193859
002,00000000,00386260,020,00194347,00000000,00000000,001024,000,000,00016384,00194347
003,00000000,00385136,020,00193705,00000000,00000000,001024,000,000,00016384,00193705
004,00000000,00385249,020,00193973,00000000,00000000,001024,000,000,00016384,00193971
005,00000000,00385322,020,00193305,00000000,00000000,001024,000,000,00016384,00193304
006,00000000,00383884,020,00193006,00000000,00000000,001024,000,000,00016384,00193005
007,00000000,00383242,020,00192601,00000000,00000000,001024,000,000,00016384,00192601
008,00000000,00386509,020,00193694,00000000,00000000,001024,000,000,00016384,00193694
009,00000000,00386014,020,00194114,00000000,00000000,001024,000,000,00016384,00194114
010,00000000,00385544,020,00194043,00000000,00000000,001024,000,000,00016384,00194043
011,00000000,00385011,020,00193689,00000000,00000000,001024,000,000,00016384,00193689
012,00000000,00385934,020,00193450,00000000,00000000,001024,000,000,00016384,00193450
013,00000000,00384080,020,00193328,00000000,00000000,001024,000,000,00016384,00193328
014,00000000,00384380,020,00193210,00000000,00000000,001024,000,000,00016384,00193210
015,00000000,00385429,020,00193383,00000000,00000000,001024,000,000,00016384,00193383
016,00000000,00386068,020,00193446,00000000,00000000,001024,000,000,00016384,00193444
017,00000000,00384485,020,00193398,00000000,00000000,001024,000,000,00016384,00193397
018,00000000,00385226,020,00193486,00000000,00000000,001024,000,000,00016384,00193485
019,00000000,00385515,020,00193560,00000000,00000000,001024,000,000,00016384,00193560
020,00000000,00384984,020,00193858,00000000,00000000,001024,000,000,00016384,00193858
021,00000000,00385781,020,00193938,00000000,00000000,001024,000,000,00016384,00193938
022,00000000,00385096,020,00193219,00000000,00000000,001024,000,000,00016384,00193219
023,00000000,00385835,020,00194221,00000000,00000000,001024,000,000,00016384,00194221
024,00000000,00383834,020,00193108,00000000,00000000,001024,000,000,00016384,00193107
025,00000000,00385969,020,00193621,00000000,00000000,001024,000,000,00016384,00193621
026,00000000,00384939,020,00193105,00000000,00000000,001024,000,000,00016384,00193105
027,00000000,00385246,020,00193947,00000000,00000000,001024,000,000,00016384,00193946
028,00000000,00384192,020,00193370,00000000,00000000,001024,000,000,00016384,00193370
