tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,    161315,  161315,    6.461808,      30.000,59403.019531,  580.810425,               0
001,    161314,  161314,    6.075702,      30.000,59416.144531,  570.385315,               0
002,    161314,  161314,    6.475244,      30.000,59346.781250,  638.598694,               0
003,    161313,  161313,    6.392972,      30.000,59421.046875,  564.524170,               0
004,    161313,  161313,    6.435389,      30.000,59438.468750,  545.769653,               0
005,    161316,  161316,    6.120440,      30.000,59448.886719,  537.333374,               0
006,    161315,  161315,    5.956206,      30.000,59469.843750,  516.645020,               0
007,    161316,  161316,    6.233542,      30.000,59434.320312,  551.712463,               0
008,    194546,  194546,    7.810242,      30.000,59364.734375,  622.063538,               0
009,    194547,  194547,    7.613431,      30.000,59217.839844,  769.700928,               0
010,    194546,  194546,    7.813374,      30.000,59344.406250,  641.664368,               0
011,    194546,  194546,    7.557239,      30.000,59328.199219,  659.005737,               0
012,    194546,  194546,    7.704554,      30.000,59327.351562,  659.498169,               0
013,    194546,  194546,    7.570346,      30.000,59274.000000,  713.167297,               0
014,    194546,  194546,    7.542459,      30.000,59268.648438,  718.384033,               0
015,    194546,  194546,    7.475568,      30.000,59301.074219,  686.424500,               0
016,    161313,  161313,    6.466626,      30.000,59334.164062,  650.670776,               0
017,    194546,  194546,    7.792092,      30.000,59288.570312,  697.965210,               0
018,    161314,  161314,    6.336269,      30.000,59451.679688,  534.165527,               0
019,    194546,  194546,    7.538574,      30.000,59273.156250,  714.164429,               0
020,    161313,  161313,    6.215497,      30.000,59355.847656,  630.174072,               0
021,    194546,  194546,    7.779520,      30.000,59313.199219,  673.516235,               0
022,    161313,  161313,    6.460970,      30.000,59376.687500,  608.812134,               0
023,    194546,  194546,    7.784442,      30.000,59318.191406,  668.871338,               0
024,    161314,  161314,    6.459084,      30.000,59425.300781,  560.070801,               0
025,    194545,  194545,    7.514896,      30.000,59213.777344,  773.427185,               0
026,    161313,  161313,    6.423123,      30.000,59399.359375,  585.966370,               0
027,    194546,  194546,    7.710412,      30.000,59310.613281,  675.502991,               0
028,    161314,  161314,    6.434915,      30.000,59392.394531,  593.055481,               0
029,    194546,  194546,    7.794746,      30.000,59351.230469,  635.471130,               0
030,    161313,  161313,    6.345935,      30.000,59448.601562,  537.144470,               0
031,    194546,  194546,    7.535823,      30.000,59247.328125,  740.488586,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,    205257,  205257,    7.496811,      30.000,59286.277344,  695.439331,               0
001,    205257,  205257,    8.095490,      30.000,59275.726562,  705.942017,               0
002,    205258,  205258,    8.200490,      30.000,59191.199219,  790.332947,               0
003,    205258,  205258,    8.201411,      30.000,59249.187500,  732.385681,               0
004,    205258,  205258,    8.183240,      30.000,59305.941406,  674.017639,               0
005,    205266,  205266,    8.011463,      30.000,59309.417969,  672.516296,               0
006,    205257,  205257,    8.171247,      30.000,59205.972656,  775.414124,               0
007,    205258,  205258,    8.143188,      30.000,59222.105469,  759.494812,               0
008,    141224,  141224,    5.648308,      30.000,59395.230469,  595.063599,               0
009,    141224,  141224,    5.655740,      30.000,59422.050781,  568.334106,               0
010,    141224,  141224,    5.583282,      30.000,59497.371094,  492.874664,               0
011,    141224,  141224,    5.645096,      30.000,59439.910156,  550.794739,               0
012,    141224,  141224,    5.663520,      30.000,59427.210938,  563.257080,               0
013,    141219,  141219,    5.631254,      30.000,59475.027344,  515.584717,               0
014,    141225,  141225,    5.442949,      30.000,59500.457031,  490.480652,               0
015,    141224,  141224,    5.659263,      30.000,59456.875000,  533.348877,               0
016,    205258,  205258,    8.051749,      30.000,59226.250000,  755.144287,               0
017,    141225,  141225,    5.467953,      30.000,59414.363281,  576.624756,               0
018,    205257,  205257,    8.180160,      30.000,59281.421875,  699.987000,               0
019,    141224,  141224,    5.511288,      30.000,59416.902344,  574.124512,               0
020,    205258,  205258,    8.261983,      30.000,59272.765625,  708.549927,               0
021,    141221,  141221,    5.607038,      30.000,59411.640625,  578.856079,               0
022,    205257,  205257,    8.216432,      30.000,59209.441406,  772.036621,               0
023,    141224,  141224,    5.634861,      30.000,59471.789062,  518.585266,               0
024,    205257,  205257,    8.130138,      30.000,59249.160156,  732.381226,               0
025,    141221,  141221,    5.371069,      30.000,59493.785156,  497.183319,               0
026,    205258,  205258,    8.103672,      30.000,59203.175781,  778.555603,               0
027,    141224,  141224,    5.621109,      30.000,59450.062500,  539.767151,               0
028,    205259,  205259,    8.003854,      30.000,59182.386719,  799.566345,               0
029,    141222,  141222,    5.642837,      30.000,59458.410156,  531.894104,               0
030,    205257,  205257,    8.161226,      30.000,59275.890625,  705.582642,               0
031,    141224,  141224,    5.656911,      30.000,59457.789062,  532.654846,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,    172769,  172769,    6.737693,      30.000,59333.312500,  659.838806,               0
001,    172770,  172770,    6.738078,      30.000,59378.812500,  616.227173,               0
002,    172770,  172770,    6.939345,      30.000,59398.710938,  595.595215,               0
003,    172770,  172770,    6.773570,      30.000,59336.335938,  658.692932,               0
004,    172769,  172769,    6.837339,      30.000,59395.152344,  598.177124,               0
005,    172770,  172770,    6.643749,      30.000,59333.742188,  661.366821,               0
006,    172770,  172770,    6.873887,      30.000,59369.343750,  625.024048,               0
007,    172770,  172770,    6.899685,      30.000,59314.695312,  680.057861,               0
008,    190428,  190428,    7.370346,      30.000,59381.144531,  602.115845,               0
009,    190434,  190434,    7.561512,      30.000,59362.093750,  620.933838,               0
010,    190425,  190425,    7.474439,      30.000,59359.039062,  623.422791,               0
011,    190426,  190426,    7.445248,      30.000,59392.246094,  591.026184,               0
012,    190429,  190429,    7.418899,      30.000,59287.867188,  695.334961,               0
013,    190429,  190429,    7.454746,      30.000,59391.097656,  592.026428,               0
014,    190429,  190429,    7.455426,      30.000,59382.566406,  600.373718,               0
015,    190422,  190422,    7.234093,      30.000,59323.023438,  660.383911,               0
016,    172770,  172770,    6.794034,      30.000,59236.625000,  757.768005,               0
017,    190429,  190429,    7.411775,      30.000,59335.960938,  647.083313,               0
018,    172770,  172770,    6.819409,      30.000,59354.992188,  639.903870,               0
019,    190430,  190430,    7.410689,      30.000,59234.707031,  748.495544,               0
020,    172770,  172770,    6.911383,      30.000,59396.308594,  598.395996,               0
021,    190430,  190430,    7.437893,      30.000,59373.562500,  609.459229,               0
022,    172769,  172769,    6.891226,      30.000,59323.992188,  670.374939,               0
