tid,lock_impl_time(ms)
RUN 0
001,56151.425781
002,56448.933594
003,56148.253906
004,56670.109375
005,56532.546875
006,56327.832031
007,56256.789062
008,56335.183594
009,56239.253906
010,56132.550781
011,56053.531250
012,56136.785156
013,56193.582031
014,56064.242188
015,56061.925781
016,55949.164062
-----------------------------------------------------------------------------------------------

RUN 1
001,56209.351562
002,56574.203125
003,56181.156250
004,56447.695312
005,56557.980469
006,56472.691406
007,56221.621094
008,56358.101562
009,56039.046875
010,56031.582031
011,56005.445312
012,56097.398438
013,56192.980469
014,55966.613281
015,56191.457031
016,56163.675781
-----------------------------------------------------------------------------------------------

