tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   2567579, 2567579,   81.541985,      30.000,59372.160156,  466.076843,               0
001,   2567581, 2567581,   81.647270,      30.000,59355.027344,  481.051727,               0
002,   2567577, 2567577,   81.788048,      30.000,59310.195312,  528.235901,               0
003,   2567584, 2567584,   81.838493,      30.000,59559.710938,  279.197998,               0
004,   2567588, 2567588,   81.762299,      30.000,59561.683594,  276.888824,               0
005,   2567591, 2567591,   81.677185,      30.000,59563.882812,  274.742188,               0
006,   2567592, 2567592,   81.737404,      30.000,59567.894531,  270.812653,               0
007,   2567588, 2567588,   81.909172,      30.000,59563.648438,  274.623810,               0
008,   2567586, 2567586,   81.514107,      30.000,59563.949219,  274.326752,               0
009,   2567590, 2567590,   81.727280,      30.000,59569.125000,  269.103668,               0
010,   2567586, 2567586,   81.616096,      30.000,59571.753906,  266.268066,               0
011,   2567588, 2567588,   81.474251,      30.000,59564.359375,  274.355408,               0
012,   2567587, 2567587,   81.300995,      30.000,59575.500000,  263.132782,               0
013,   2567587, 2567587,   81.733292,      30.000,59563.835938,  274.104950,               0
014,   2567586, 2567586,   81.419350,      30.000,59570.871094,  267.802094,               0
015,   2567586, 2567586,   81.887535,      30.000,59570.230469,  267.682922,               0
016,   2567581, 2567581,   81.700821,      30.000,59572.359375,  266.421204,               0
017,   2567581, 2567581,   81.399834,      30.000,59573.781250,  264.825012,               0
018,   2567580, 2567580,   81.624870,      30.000,59572.183594,  266.591339,               0
019,   2567583, 2567583,   81.536469,      30.000,59571.152344,  267.356781,               0
020,   2567581, 2567581,   81.491837,      30.000,59573.335938,  265.758301,               0
021,   2567588, 2567588,   81.318062,      30.000,59573.710938,  265.098206,               0
022,   2567571, 2567571,   81.834854,      30.000,59562.488281,  276.134705,               0
023,   2567581, 2567581,   81.563942,      30.000,59569.242188,  269.179077,               0
024,   2567583, 2567583,   81.337837,      30.000,59568.265625,  271.286194,               0
025,   2567583, 2567583,   80.924576,      30.000,59563.062500,  268.195251,               0
026,   2567579, 2567579,   81.452896,      30.000,59570.531250,  268.629639,               0
027,   2567582, 2567582,   81.171089,      30.000,59569.308594,  269.800751,               0
028,   2567581, 2567581,   81.575615,      30.000,59570.675781,  268.034760,               0
029,   2567570, 2567570,   81.864082,      30.000,59573.269531,  264.723694,               0
030,   2567584, 2567584,   80.223953,      30.000,59520.437500,  321.201355,               0
031,   2567584, 2567584,   80.016426,      30.000,59521.964844,  319.611481,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   2609377, 2609377,   82.688721,      30.000,59344.683594,  486.939667,               0
001,   2609377, 2609377,   82.866653,      30.000,59332.910156,  496.357544,               0
002,   2609381, 2609381,   82.732788,      30.000,59293.574219,  538.533447,               0
003,   2609382, 2609382,   82.310730,      30.000,59536.902344,  296.592621,               0
004,   2609381, 2609381,   82.765556,      30.000,59550.644531,  281.702820,               0
005,   2609383, 2609383,   82.585014,      30.000,59559.117188,  273.512817,               0
006,   2609381, 2609381,   83.016090,      30.000,59554.589844,  277.529449,               0
007,   2609383, 2609383,   82.379097,      30.000,59553.914062,  279.142883,               0
008,   2609382, 2609382,   82.882294,      30.000,59551.429688,  280.050873,               0
009,   2609384, 2609384,   83.015869,      30.000,59555.640625,  275.857452,               0
010,   2609380, 2609380,   82.786903,      30.000,59551.253906,  280.328735,               0
011,   2609379, 2609379,   81.817123,      30.000,59545.484375,  288.054993,               0
012,   2609382, 2609382,   82.429840,      30.000,59558.878906,  273.522919,               0
013,   2609382, 2609382,   82.675331,      30.000,59557.042969,  274.896790,               0
014,   2609385, 2609385,   82.873360,      30.000,59571.164062,  260.583008,               0
015,   2609383, 2609383,   82.252365,      30.000,59555.722656,  277.212830,               0
016,   2609376, 2609376,   82.906120,      30.000,59566.890625,  265.521729,               0
017,   2609378, 2609378,   82.671516,      30.000,59566.441406,  265.920227,               0
018,   2609376, 2609376,   82.982521,      30.000,59564.019531,  268.170044,               0
019,   2609377, 2609377,   82.836594,      30.000,59564.511719,  267.433929,               0
020,   2609380, 2609380,   83.183960,      30.000,59558.386719,  273.429108,               0
021,   2609381, 2609381,   82.950386,      30.000,59556.406250,  275.105286,               0
022,   2609377, 2609377,   83.184990,      30.000,59558.324219,  273.571198,               0
023,   2609377, 2609377,   82.972069,      30.000,59556.468750,  275.230164,               0
024,   2609379, 2609379,   83.215279,      30.000,59566.605469,  265.099243,               0
025,   2609379, 2609379,   83.079323,      30.000,59551.484375,  271.266571,               0
026,   2609379, 2609379,   83.047203,      30.000,59564.988281,  267.043671,               0
027,   2609377, 2609377,   82.948174,      30.000,59564.031250,  267.676758,               0
028,   2609453, 2609453,   82.997498,      30.000,59561.445312,  270.696838,               0
029,   2609373, 2609373,   83.065544,      30.000,59567.171875,  264.442810,               0
030,   2609383, 2609383,   81.644157,      30.000,59522.410156,  312.185577,               0
031,   2609387, 2609387,   81.438637,      30.000,59511.343750,  323.213165,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   2555221, 2555221,   81.037628,      30.000,59362.242188,  472.816101,               0
001,   2555230, 2555230,   81.152306,      30.000,59319.410156,  513.488770,               0
002,   2555222, 2555222,   81.066628,      30.000,59307.839844,  527.776184,               0
003,   2555232, 2555232,   81.142723,      30.000,59557.363281,  278.568695,               0
004,   2555233, 2555233,   80.793282,      30.000,59553.730469,  282.634247,               0
005,   2555233, 2555233,   81.082069,      30.000,59563.792969,  271.795898,               0
006,   2555232, 2555232,   81.279327,      30.000,59566.429688,  269.103882,               0
007,   2555253, 2555253,   81.427681,      30.000,59554.367188,  280.898590,               0
008,   2555231, 2555231,   81.125359,      30.000,59552.578125,  282.539490,               0
009,   2555231, 2555231,   81.331703,      30.000,59553.558594,  281.252350,               0
010,   2555231, 2555231,   81.178131,      30.000,59556.882812,  278.125183,               0
011,   2555229, 2555229,   80.919815,      30.000,59560.023438,  275.474274,               0
012,   2555256, 2555256,   80.061707,      30.000,59561.382812,  275.603882,               0
013,   2555232, 2555232,   81.187363,      30.000,59560.503906,  274.533813,               0
014,   2555232, 2555232,   81.173790,      30.000,59565.636719,  269.602875,               0
015,   2555254, 2555254,   81.197067,      30.000,59565.839844,  269.253052,               0
016,   2555227, 2555227,   81.818748,      30.000,59569.570312,  265.136902,               0
017,   2555229, 2555229,   81.143738,      30.000,59575.062500,  259.983093,               0
018,   2555222, 2555222,   81.683617,      30.000,59570.660156,  264.278625,               0
019,   2555229, 2555229,   81.468597,      30.000,59570.203125,  264.629303,               0
020,   2555230, 2555230,   81.318970,      30.000,59567.191406,  268.476318,               0
021,   2555229, 2555229,   81.152184,      30.000,59565.410156,  269.942719,               0
022,   2555228, 2555228,   81.406586,      30.000,59564.644531,  271.106598,               0
023,   2555230, 2555230,   81.122002,      30.000,59566.632812,  268.952545,               0
024,   2555232, 2555232,   81.356590,      30.000,59572.359375,  263.118439,               0
025,   2555228, 2555228,   81.040733,      30.000,59562.523438,  264.347107,               0
026,   2555229, 2555229,   81.301201,      30.000,59571.820312,  263.922516,               0
027,   2555228, 2555228,   80.971214,      30.000,59570.742188,  264.871918,               0
028,   2555227, 2555227,   81.258110,      30.000,59568.539062,  267.090240,               0
029,   2555218, 2555218,   81.224579,      30.000,59576.175781,  259.047150,               0
030,   2555232, 2555232,   80.145279,      30.000,59531.816406,  305.369537,               0
031,   2555236, 2555236,   80.200600,      30.000,59531.558594,  305.196625,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   2569354, 2569354,   81.441956,      30.000,59334.046875,  500.310944,               0
001,   2569348, 2569348,   81.798370,      30.000,59336.300781,  495.424683,               0
002,   2569345, 2569345,   81.451294,      30.000,59300.148438,  534.525757,               0
003,   2569348, 2569348,   81.825615,      30.000,59559.613281,  274.794159,               0
004,   2569349, 2569349,   81.389275,      30.000,59557.476562,  277.680176,               0
005,   2569353, 2569353,   81.399452,      30.000,59549.312500,  286.122681,               0
006,   2569348, 2569348,   81.730064,      30.000,59558.933594,  275.716248,               0
007,   2569362, 2569362,   81.660530,      30.000,59549.550781,  285.152466,               0
008,   2569348, 2569348,   81.672852,      30.000,59554.582031,  279.590759,               0
009,   2569345, 2569345,   81.838051,      30.000,59558.132812,  275.675201,               0
010,   2569348, 2569348,   81.623184,      30.000,59559.417969,  274.589020,               0
011,   2569358, 2569358,   81.841202,      30.000,59557.566406,  276.121582,               0
012,   2569347, 2569347,   80.912270,      30.000,59566.808594,  268.620117,               0
013,   2569347, 2569347,   81.264107,      30.000,59570.511719,  264.440674,               0
014,   2569346, 2569346,   81.559784,      30.000,59563.839844,  270.492828,               0
015,   2569344, 2569344,   81.566101,      30.000,59562.613281,  271.834900,               0
016,   2569344, 2569344,   81.837776,      30.000,59566.488281,  268.202423,               0
017,   2569346, 2569346,   81.325348,      30.000,59572.328125,  262.424805,               0
018,   2569344, 2569344,   81.996277,      30.000,59573.269531,  261.022949,               0
019,   2569338, 2569338,   81.881775,      30.000,59569.621094,  264.294403,               0
020,   2569343, 2569343,   81.922318,      30.000,59566.085938,  268.111298,               0
021,   2569347, 2569347,   81.706108,      30.000,59562.589844,  271.476837,               0
022,   2569342, 2569342,   82.368828,      30.000,59559.773438,  274.205688,               0
023,   2569345, 2569345,   81.761017,      30.000,59559.437500,  274.644012,               0
024,   2569346, 2569346,   82.117531,      30.000,59571.109375,  262.881989,               0
025,   2569342, 2569342,   81.802361,      30.000,59559.425781,  265.796906,               0
026,   2569341, 2569341,   81.831589,      30.000,59569.671875,  264.994781,               0
027,   2569344, 2569344,   81.536453,      30.000,59570.058594,  264.456421,               0
028,   2569344, 2569344,   81.786484,      30.000,59568.136719,  266.348541,               0
029,   2569336, 2569336,   81.971893,      30.000,59572.394531,  261.440552,               0
030,   2569358, 2569358,   80.067078,      30.000,59529.804688,  308.191132,               0
031,   2569358, 2569358,   79.942093,      30.000,59517.152344,  320.838959,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,   2590371, 2590371,   82.515930,      30.000,59353.148438,  479.258606,               0
001,   2590365, 2590365,   82.424103,      30.000,59327.535156,  502.853333,               0
002,   2590363, 2590363,   82.122765,      30.000,59282.546875,  550.769836,               0
003,   2590370, 2590370,   82.347870,      30.000,59551.402344,  282.169739,               0
004,   2590370, 2590370,   82.174171,      30.000,59557.593750,  275.993835,               0
005,   2590369, 2590369,   82.103333,      30.000,59559.101562,  274.402649,               0
006,   2590371, 2590371,   82.371407,      30.000,59559.750000,  273.481934,               0
007,   2590369, 2590369,   82.102097,      30.000,59550.152344,  283.698883,               0
