tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00053786,00053786,010,00016869,00036917,00036917,001024,000,000,00000001,00053786,02,000289571683
001,00053200,00053200,010,00016095,00037105,00037105,001024,000,000,00000001,00053200,02,000288627161
002,00053600,00053600,010,00017052,00036548,00036548,001024,000,000,00000001,00053600,02,000290213820
003,00053900,00053900,010,00016450,00037450,00037450,001024,000,000,00000001,00053900,02,000238003096
004,00053795,00053795,010,00016875,00036920,00036920,001024,000,000,00000001,00053795,02,000234807961
005,00053410,00053410,010,00017527,00035883,00035883,001024,000,000,00000001,00053410,02,000239971402
006,00052800,00052800,010,00016846,00035954,00035954,001024,000,000,00000001,00052800,02,000292529813
007,00054080,00054080,010,00016913,00037167,00037167,001024,000,000,00000001,00054080,02,000241060947
008,00053243,00053243,010,00016442,00036801,00036801,001024,000,000,00000001,00053243,02,000288670186
009,00053200,00053200,010,00016522,00036678,00036678,001024,000,000,00000001,00053200,02,000292224725
010,00053985,00053985,010,00016431,00037554,00037554,001024,000,000,00000001,00053985,02,000235523557
011,00053368,00053368,010,00016728,00036640,00036640,001024,000,000,00000001,00053368,02,000238494045
012,00053400,00053400,010,00016229,00037171,00037171,001024,000,000,00000001,00053400,02,000294385122
013,00053800,00053800,010,00017101,00036699,00036699,001024,000,000,00000001,00053800,02,000240324944
014,00052700,00052700,010,00016834,00035866,00035866,001024,000,000,00000001,00052700,02,000292945113
015,00053403,00053403,010,00016333,00037070,00037070,001024,000,000,00000001,00053403,02,000235625082
016,00053200,00053200,010,00016993,00036207,00036207,001024,000,000,00000001,00053200,02,000289337070
017,00053923,00053923,010,00016906,00037017,00037017,001024,000,000,00000001,00053923,02,000238161133
018,00053900,00053900,010,00017012,00036888,00036888,001024,000,000,00000001,00053900,02,000234526559
019,00053419,00053419,010,00016348,00037071,00037071,001024,000,000,00000001,00053419,02,000288413501
020,00053500,00053500,010,00016622,00036878,00036878,001024,000,000,00000001,00053500,02,000289447059
021,00053900,00053900,010,00017137,00036763,00036763,001024,000,000,00000001,00053900,02,000240362683
022,00053200,00053200,010,00017262,00035938,00035938,001024,000,000,00000001,00053200,02,000291406040
023,00053483,00053483,010,00016511,00036972,00036972,001024,000,000,00000001,00053483,02,000236261265
024,00054041,00054041,010,00016918,00037123,00037123,001024,000,000,00000001,00054041,02,000286707039
025,00054100,00054100,010,00016842,00037258,00037258,001024,000,000,00000001,00054100,02,000236126004
026,00054071,00054071,010,00016751,00037320,00037320,001024,000,000,00000001,00054071,02,000285333760
027,00054072,00054072,010,00017382,00036690,00036690,001024,000,000,00000001,00054072,02,000235848572
028,00054895,00054895,010,00017780,00037115,00037115,001024,000,000,00000001,00054895,02,000285516602
029,00055200,00055200,010,00017368,00037832,00037832,001024,000,000,00000001,00055200,02,000236338819
030,00054300,00054300,010,00016965,00037335,00037335,001024,000,000,00000001,00054300,02,000287241290
031,00055800,00055800,010,00017214,00038586,00038586,001024,000,000,00000001,00055800,02,000234210170
000,00053725,00053725,010,00017093,00036632,00036632,001024,000,001,00000001,00053725,02,000297585138
001,00053400,00053400,010,00016389,00037011,00037011,001024,000,001,00000001,00053400,02,000299795972
002,00053177,00053177,010,00016743,00036434,00036434,001024,000,001,00000001,00053177,02,000301182760
003,00053800,00053800,010,00017368,00036432,00036432,001024,000,001,00000001,00053800,02,000239764975
004,00053300,00053300,010,00017646,00035654,00035654,001024,000,001,00000001,00053300,02,000243988200
005,00053500,00053500,010,00016758,00036742,00036742,001024,000,001,00000001,00053500,02,000238787709
006,00052340,00052340,010,00015843,00036497,00036497,001024,000,001,00000001,00052340,02,000304240274
007,00053112,00053112,010,00016942,00036170,00036170,001024,000,001,00000001,00053112,02,000240854063
008,00053859,00053859,010,00017437,00036422,00036422,001024,000,001,00000001,00053859,02,000237915467
009,00052617,00052617,010,00017093,00035524,00035524,001024,000,001,00000001,00052617,02,000300820546
010,00052700,00052700,010,00016710,00035990,00035990,001024,000,001,00000001,00052700,02,000296451224
011,00053200,00053200,010,00017197,00036003,00036003,001024,000,001,00000001,00053200,02,000241676432
012,00053000,00053000,010,00016179,00036821,00036821,001024,000,001,00000001,00053000,02,000301461030
013,00053300,00053300,010,00016948,00036352,00036352,001024,000,001,00000001,00053300,02,000241703358
014,00052558,00052558,010,00016413,00036145,00036145,001024,000,001,00000001,00052558,02,000302844342
015,00053190,00053190,010,00017188,00036002,00036002,001024,000,001,00000001,00053190,02,000236464422
016,00053500,00053500,010,00017458,00036042,00036042,001024,000,001,00000001,00053500,02,000288438295
017,00052736,00052736,010,00016568,00036168,00036168,001024,000,001,00000001,00052736,02,000302593163
018,00053100,00053100,010,00017195,00035905,00035905,001024,000,001,00000001,00053100,02,000241851357
019,00053359,00053359,010,00017335,00036024,00036024,001024,000,001,00000001,00053359,02,000239396169
020,00053000,00053000,010,00016912,00036088,00036088,001024,000,001,00000001,00053000,02,000299512143
021,00054000,00054000,010,00017403,00036597,00036597,001024,000,001,00000001,00054000,02,000240425760
022,00053000,00053000,010,00016831,00036169,00036169,001024,000,001,00000001,00053000,02,000306689145
023,00053393,00053393,010,00017437,00035956,00035956,001024,000,001,00000001,00053393,02,000241547451
024,00053700,00053700,010,00016840,00036860,00036860,001024,000,001,00000001,00053700,02,000290938037
025,00054200,00054200,010,00017721,00036479,00036479,001024,000,001,00000001,00054200,02,000239312644
026,00053800,00053800,010,00016939,00036861,00036861,001024,000,001,00000001,00053800,02,000290451526
027,00054100,00054100,010,00017142,00036958,00036958,001024,000,001,00000001,00054100,02,000238302402
028,00054400,00054400,010,00016830,00037570,00037570,001024,000,001,00000001,00054400,02,000288659950
