tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   1390484, 1390484,  256.558655
001,   1449613, 1449613,  205.269669
002,   1398630, 1398630,  258.633636
003,   1393733, 1393733,  226.215302
004,   1390479, 1390479,  248.455124
005,   1389421, 1389421,  216.370285
006,   1390483, 1390483,  223.658447
007,   1438011, 1438011,  244.009888
008,   1390477, 1390477,  230.478958
009,   1390027, 1390027,  252.867416
010,   1422129, 1422129,  253.731308
011,   1390481, 1390481,  259.128113
012,   1390481, 1390481,  215.863693
013,   1384016, 1384016,  244.853577
014,   1390479, 1390479,  221.788773
015,   1385611, 1385611,  237.977951
016,   1480120, 1480120,  254.213943
017,   1421278, 1421278,  254.664322
018,   1442402, 1442402,  247.961945
019,   1464017, 1464017,  257.179749
020,   1480120, 1480120,  254.824188
021,   1441761, 1441761,  265.475983
022,   1480118, 1480118,  266.497467
023,   1480121, 1480121,  298.366974
024,   1480120, 1480120,  274.783112
025,   1480118, 1480118,  259.526642
026,   1470161, 1470161,  276.143860
027,   1480119, 1480119,  304.421143
028,   1480119, 1480119,  252.678131
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1427569, 1427569,  235.635117
001,   1369976, 1369976,  234.472565
002,   1470530, 1470530,  267.511932
003,   1394804, 1394804,  239.918457
004,   1377238, 1377238,  234.285889
005,   1377230, 1377230,  221.734192
006,   1377229, 1377229,  229.991806
007,   1470532, 1470532,  267.024078
008,   1458103, 1458103,  237.480713
009,   1377226, 1377226,  235.799179
010,   1470535, 1470535,  252.405014
011,   1377238, 1377238,  234.393860
012,   1377221, 1377221,  218.838501
013,   1375748, 1375748,  268.105164
014,   1377238, 1377238,  214.326233
015,   1470531, 1470531,  297.099976
016,   1419200, 1419200,  234.429062
017,   1377137, 1377137,  236.264374
018,   1374937, 1374937,  211.581375
019,   1444933, 1444933,  282.022614
020,   1384820, 1384820,  258.098267
021,   1376359, 1376359,  216.140182
022,   1470532, 1470532,  289.231293
023,   1470533, 1470533,  272.933868
024,   1470532, 1470532,  282.600037
025,   1470533, 1470533,  256.142181
026,   1377230, 1377230,  276.262573
027,   1470533, 1470533,  263.938080
028,   1470532, 1470532,  277.077728
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1462490, 1462490,  254.939194
001,   1371707, 1371707,  249.347488
002,   1460162, 1460162,  235.567459
003,   1395954, 1395954,  261.283813
004,   1442938, 1442938,  220.931442
005,   1392144, 1392144,  217.352020
006,   1392139, 1392139,  234.954636
007,   1462494, 1462494,  257.706024
008,   1408118, 1408118,  225.400772
009,   1394907, 1394907,  239.567520
010,   1385508, 1385508,  224.545792
011,   1392145, 1392145,  230.150208
012,   1443513, 1443513,  227.674133
013,   1454921, 1454921,  287.829041
014,   1392197, 1392197,  207.915833
015,   1454135, 1454135,  286.864716
016,   1391188, 1391188,  223.461121
017,   1392118, 1392118,  258.695496
018,   1392142, 1392142,  233.307678
019,   1383977, 1383977,  249.978592
020,   1392143, 1392143,  271.621338
021,   1392143, 1392143,  215.487106
022,   1462490, 1462490,  251.133575
023,   1462491, 1462491,  277.852386
024,   1462489, 1462489,  309.124603
025,   1462491, 1462491,  239.264236
026,   1440284, 1440284,  293.394196
027,   1462490, 1462490,  236.730209
028,   1427001, 1427001,  274.449463
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1479919, 1479919,  255.239471
001,   1435313, 1435313,  225.851303
002,   1409351, 1409351,  255.940964
003,   1406202, 1406202,  230.843384
004,   1406189, 1406189,  244.022247
005,   1402809, 1402809,  220.291687
006,   1475894, 1475894,  255.448822
007,   1432564, 1432564,  227.401443
008,   1437960, 1437960,  215.522964
009,   1454983, 1454983,  242.128265
010,   1446460, 1446460,  222.570038
011,   1471393, 1471393,  256.795929
012,   1404738, 1404738,  247.716873
013,   1411458, 1411458,  271.060028
014,   1400490, 1400490,  214.738907
015,   1456365, 1456365,  267.359741
016,   1465903, 1465903,  214.427338
017,   1439709, 1439709,  260.164307
018,   1406189, 1406189,  241.977097
019,   1479919, 1479919,  278.195282
020,   1437001, 1437001,  253.929062
021,   1405635, 1405635,  245.065414
022,   1449388, 1449388,  257.629730
023,   1413547, 1413547,  258.442383
024,   1452095, 1452095,  308.698303
025,   1474725, 1474725,  290.748627
026,   1471430, 1471430,  306.624481
027,   1409263, 1409263,  280.315277
028,   1444932, 1444932,  273.072876
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1398101, 1398101,  263.141479
001,   1493292, 1493292,  251.298645
002,   1455188, 1455188,  231.806244
003,   1390176, 1390176,  213.598801
004,   1403844, 1403844,  242.869095
005,   1415520, 1415520,  253.927032
006,   1390176, 1390176,  231.526825
007,   1385241, 1385241,  224.370926
008,   1493299, 1493299,  241.817810
009,   1389155, 1389155,  267.514618
010,   1492453, 1492453,  230.463791
011,   1456378, 1456378,  254.006393
012,   1390174, 1390174,  222.623993
013,   1395223, 1395223,  261.385803
014,   1493335, 1493335,  214.309647
015,   1493294, 1493294,  283.101868
016,   1493294, 1493294,  218.528122
017,   1462480, 1462480,  269.453400
018,   1390176, 1390176,  236.807892
019,   1493302, 1493302,  248.953232
020,   1391007, 1391007,  252.882507
021,   1390176, 1390176,  251.536667
022,   1425019, 1425019,  286.054535
023,   1426306, 1426306,  252.124954
024,   1493296, 1493296,  296.863464
025,   1456073, 1456073,  239.611496
026,   1471009, 1471009,  294.582825
027,   1420308, 1420308,  261.662781
028,   1390174, 1390174,  274.304413
-------------------------------------------------------------------------------------------------------

