tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     10176,   10176,    2.307790
001,     10176,   10176,    1.440565
002,     10176,   10176,    1.950837
003,     10176,   10176,    1.855994
004,     10176,   10176,    1.985760
005,     10176,   10176,    1.970998
006,     10176,   10176,    2.049377
007,     10176,   10176,    1.986585
008,     10176,   10176,    1.466733
009,     10175,   10175,    2.222345
010,     10176,   10176,    1.402908
011,     10176,   10176,    2.015973
012,     10176,   10176,    2.114143
013,     10176,   10176,    1.501729
014,     10176,   10176,    1.466602
015,     10176,   10176,    1.192354
016,     10175,   10175,    1.421745
017,     10175,   10175,    1.253008
018,     10175,   10175,    1.331982
019,     10175,   10175,    2.015168
020,     10175,   10175,    1.289675
021,     10176,   10176,    1.461205
022,     10175,   10175,    1.267437
023,     10176,   10176,    2.098849
024,     10175,   10175,    2.279561
025,     10176,   10176,    1.996207
026,     10175,   10175,    2.296366
027,     10175,   10175,    2.135763
028,     10175,   10175,    1.407359
-------------------------------------------------------------------------------------------------------

RUN 1
000,      9943,    9943,    1.257330
001,      9943,    9943,    1.937771
002,      9944,    9944,    1.330037
003,      9943,    9943,    1.160238
004,      9944,    9944,    2.542237
005,      9943,    9943,    1.665760
006,      9944,    9944,    2.238130
007,      9943,    9943,    1.547926
008,      9943,    9943,    2.160666
009,      9943,    9943,    1.634805
010,      9943,    9943,    2.716902
011,      9944,    9944,    2.177694
012,      9943,    9943,    2.150127
013,      9943,    9943,    1.315854
014,      9943,    9943,    2.473115
015,      9943,    9943,    1.379426
016,      9944,    9944,    1.334762
017,      9944,    9944,    1.927208
018,      9944,    9944,    2.106685
019,      9944,    9944,    1.797629
020,      9944,    9944,    1.321692
021,      9943,    9943,    1.793388
022,      9944,    9944,    1.386699
023,      9943,    9943,    1.833123
024,      9944,    9944,    1.391643
025,      9943,    9943,    2.045557
026,      9944,    9944,    1.361277
027,      9943,    9943,    1.261558
028,      9943,    9943,    2.024705
-------------------------------------------------------------------------------------------------------

RUN 2
000,     10101,   10101,    1.393188
001,     10100,   10100,    2.046936
002,     10100,   10100,    1.287645
003,     10100,   10100,    1.718485
004,     10100,   10100,    2.032408
005,     10100,   10100,    1.741186
006,     10101,   10101,    2.131025
007,     10101,   10101,    1.719082
008,     10101,   10101,    2.142946
009,     10101,   10101,    1.778384
010,     10100,   10100,    2.174537
011,     10101,   10101,    1.502065
012,     10100,   10100,    1.393508
013,     10101,   10101,    1.721693
014,     10100,   10100,    1.374378
015,     10100,   10100,    1.809783
016,     10100,   10100,    2.624476
017,     10100,   10100,    1.604418
018,     10100,   10100,    2.180751
019,     10100,   10100,    1.816826
020,     10100,   10100,    1.296708
021,     10101,   10101,    1.766275
022,     10101,   10101,    2.218502
023,     10100,   10100,    1.405490
024,     10100,   10100,    1.647559
025,     10100,   10100,    1.487855
026,     10101,   10101,    2.742810
027,     10101,   10101,    1.904534
028,     10100,   10100,    1.980147
-------------------------------------------------------------------------------------------------------

RUN 3
000,     10144,   10144,    1.250160
001,     10144,   10144,    1.805217
002,     10143,   10143,    2.961413
003,     10143,   10143,    1.522563
004,     10144,   10144,    1.320640
005,     10143,   10143,    1.677057
006,     10143,   10143,    1.327653
007,     10143,   10143,    1.994338
008,     10143,   10143,    1.358202
009,     10143,   10143,    1.346876
010,     10143,   10143,    2.508335
011,     10144,   10144,    1.915410
012,     10144,   10144,    2.300009
013,     10143,   10143,    1.901837
014,     10143,   10143,    1.260547
015,     10143,   10143,    1.945875
016,     10143,   10143,    1.830780
017,     10143,   10143,    1.407097
018,     10144,   10144,    2.065235
019,     10143,   10143,    1.349939
020,     10144,   10144,    1.323065
021,     10143,   10143,    1.263344
022,     10144,   10144,    2.072616
023,     10143,   10143,    1.900209
024,     10143,   10143,    2.229998
025,     10144,   10144,    1.984605
026,     10143,   10143,    2.433772
027,     10143,   10143,    1.881358
028,     10144,   10144,    1.279489
-------------------------------------------------------------------------------------------------------

RUN 4
000,      9985,    9985,    1.220912
001,      9986,    9986,    1.314844
002,      9986,    9986,    1.199834
003,      9986,    9986,    1.745423
004,      9986,    9986,    2.118559
005,      9986,    9986,    1.793748
006,      9986,    9986,    1.954862
007,      9986,    9986,    1.588030
008,      9986,    9986,    1.185813
009,      9986,    9986,    1.769280
010,      9986,    9986,    2.124614
011,      9986,    9986,    1.499180
012,      9986,    9986,    1.389728
013,      9986,    9986,    1.479680
014,      9986,    9986,    3.149077
015,      9986,    9986,    1.545133
016,      9986,    9986,    1.276707
017,      9986,    9986,    1.265574
018,      9986,    9986,    1.190970
019,      9985,    9985,    1.352531
020,      9985,    9985,    1.319488
021,      9986,    9986,    1.550163
022,      9985,    9985,    1.237405
023,      9986,    9986,    1.840301
024,      9986,    9986,    1.333253
025,      9986,    9986,    1.506120
026,      9986,    9986,    1.304769
027,      9986,    9986,    1.965935
028,      9985,    9985,    2.231795
-------------------------------------------------------------------------------------------------------

