tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,52917.132812,  8.713243
002,53070.628906,  9.541112
003,52044.746094,  8.866471
004,53220.949219,  9.440192
005,53220.796875,  9.336630
006,52892.031250,  9.350606
007,53131.097656,  7.803576
008,53048.074219,  7.968349
009,52121.859375, 16.913580
010,52376.183594,  7.672747
011,52930.546875,  7.480675
012,52510.644531,  7.082374
013,52986.156250,  7.375970
014,52918.972656,  7.342213
015,52896.257812,  7.606910
016,52861.738281,  8.243358
-----------------------------------------------------------------------------------------------

RUN 1
001,52707.585938,  8.792443
002,53177.914062,  8.644150
003,52061.265625,  8.595295
004,53401.828125,  8.776697
005,53139.671875,  8.341821
006,53344.851562,  9.240782
007,52985.273438,  8.235588
008,52977.398438,  7.931435
009,52436.507812, 16.636009
010,52552.082031,  7.681066
011,53065.554688,  7.209301
012,52372.820312,  6.894533
013,53009.078125,  7.039545
014,52946.324219,  7.193014
015,52971.085938,  7.169096
016,52325.570312,  7.965979
-----------------------------------------------------------------------------------------------

