tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.001700,  0.000432
001,  0.000177,  0.000133
001,  0.000193,  0.000135
001,  0.000130,  0.000120
001,  0.000257,  0.000113
001,  0.000137,  0.000115
001,  0.000128,  0.000097
001,  0.000115,  0.000107
001,  0.000283,  0.000115
001,  0.000232,  0.000102
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000273,  0.000215
001,  0.000123,  0.000100
001,  0.000203,  0.000112
001,  0.000135,  0.000082
001,  0.000128,  0.000107
001,  0.000152,  0.000108
001,  0.000132,  0.000103
001,  0.000128,  0.000108
001,  0.000273,  0.000100
001,  0.000247,  0.000108
-----------------------------------------------------------------------------------------------

