tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,53793.511719, 77.348610
002,53943.953125, 76.657066
003,53747.664062,104.146751
004,53905.035156, 85.173958
006,53616.027344, 91.671112
005,53409.011719, 80.495537
007,53992.097656, 91.825279
008,53857.234375, 89.869576
009,52861.519531,152.922440
010,53265.375000,133.977615
011,53137.230469,115.503807
012,53142.257812,109.656700
013,53378.203125,111.774445
014,53160.703125,135.696716
015,53196.964844,120.550980
016,53429.003906,128.258698
-----------------------------------------------------------------------------------------------

RUN 1
001,53889.296875, 74.796745
002,53826.664062, 85.791145
003,53561.007812, 99.740746
004,53915.207031, 94.270103
006,54063.937500, 83.975723
005,53139.082031, 93.633957
007,54178.285156, 84.925179
008,53881.207031, 82.069580
009,52940.250000,133.555176
010,53038.281250,137.453873
011,53113.656250,108.215759
012,53228.066406,116.597153
013,53348.105469,112.254189
014,53215.039062,105.836151
015,53041.675781,127.916496
016,53416.902344,143.942810
-----------------------------------------------------------------------------------------------

