lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0006142,0001001,0000060,0001005,0005019,0005470,0011722,001024,001,000,0512
0010329,0011685,0001052,0001382,0007815,0008065,0018004,001024,001,000,0512
0006953,0001001,0000060,0001006,0005310,0006262,0012894,001024,002,000,0512
0010891,0011625,0001112,0001327,0007815,0008877,0018405,001024,002,000,0512
0006953,0001001,0000060,0001006,0005300,0006262,0012874,001024,003,000,0512
0010971,0011839,0001062,0001337,0007865,0009047,0018806,001024,003,000,0512
0006923,0001001,0000060,0001006,0005260,0006252,0012805,001024,004,000,0512
0016481,0012047,0001112,0001348,0013385,0013966,0023203,001024,004,000,0512
0006121,0001001,0000060,0001005,0005000,0005460,0011642,001024,001,001,0512
0010410,0011614,0001062,0001382,0007584,0008205,0017723,001024,001,001,0512
0006923,0001001,0000060,0001006,0005290,0006231,0012824,001024,002,001,0512
0010700,0011655,0001102,0001334,0007895,0008776,0018425,001024,002,001,0512
0006933,0001001,0000060,0001006,0005310,0006242,0012874,001024,003,001,0512
0010630,0011687,0001032,0001330,0007715,0008536,0018555,001024,003,001,0512
0006893,0001001,0000060,0001006,0005250,0006222,0012764,001024,004,001,0512
0015830,0012265,0001072,0001347,0013065,0013656,0022623,001024,004,001,0512
0006122,0001001,0000060,0001005,0005019,0005460,0011692,001024,001,002,0512
0009748,0011549,0001062,0001369,0007595,0007945,0017423,001024,001,002,0512
0006933,0001001,0000060,0001006,0005300,0006241,0012854,001024,002,002,0512
0010850,0011619,0001062,0001333,0007584,0009117,0018806,001024,002,002,0512
0006923,0001001,0000060,0001006,0005290,0006232,0012824,001024,003,002,0512
0010721,0011657,0001102,0001327,0007464,0008587,0018295,001024,003,002,0512
0006913,0001001,0000061,0001006,0005260,0006241,0012814,001024,004,002,0512
0012163,0011945,0001092,0001348,0009167,0009839,0020128,001024,004,002,0512
