tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,     21454,   21454,    0.250762,   30.000000,22353.023438,  151.929901,22199.488281,    0.977912,  152.210785,  149.687347,     21454,               0,000,000
001,     53906,   53906,    0.658476,   30.000000,22173.312500,  331.262268,21837.917969,    1.986757,  332.749786,  326.531464,     53906,               0,000,000
002,     61339,   61339,    0.738073,   30.000000,22132.949219,  371.823517,21761.177734,    2.185497,  368.651398,  366.534607,     61339,               0,000,000
003,     41355,   41355,    0.492183,   30.000000,22254.531250,  249.749313,22002.111328,    1.486899,  250.401688,  246.231842,     41355,               0,000,000
004,     51599,   51599,    0.626774,   30.000000,22181.546875,  323.011688,21859.248047,    1.961408,  319.593597,  318.412872,     51599,               0,000,000
005,     90188,   90188,    1.098978,   30.000000,21961.394531,  546.057739,21412.179688,    3.293976,  544.590454,  538.199341,     90188,               0,000,000
006,     57880,   57880,    0.687651,   30.000000,22167.203125,  338.579254,21825.822266,    2.248683,  338.509613,  333.183319,     57880,               0,000,000
007,     47362,   47362,    0.573098,   30.000000,22213.958984,  288.241913,21922.695312,    1.805014,  288.769165,  283.965851,     47362,               0,000,000
008,     23214,   23214,    0.325479,   30.000000,22333.591797,  170.757645,22163.740234,    1.215521,  168.324722,  168.051682,     23214,               0,000,000
009,     31108,   31108,    0.378547,   30.000000,22309.140625,  195.638184,22111.980469,    1.167938,  195.512360,  192.845581,     31108,               0,000,000
010,     76741,   76741,    0.946106,   30.000000,22044.679688,  462.827728,21582.597656,    2.780053,  458.218811,  456.231598,     76741,               0,000,000
011,     23960,   23960,    0.289458,   30.000000,22357.056641,  145.545090,22209.658203,    0.865470,  146.180969,  143.428833,     23960,               0,000,000
012,     66994,   66994,    0.803847,   30.000000,22105.509766,  397.947479,21706.148438,    2.437395,  396.007874,  392.172272,     66994,               0,000,000
013,     66031,   66031,    0.780155,   30.000000,22103.876953,  401.145966,21701.910156,    2.403746,  398.578094,  395.414429,     66031,               0,000,000
014,     43386,   43386,    0.517135,   30.000000,22210.750000,  295.791779,21914.248047,    2.233766,  292.697876,  289.762451,     43386,               0,000,000
015,     43728,   43728,    0.567769,   30.000000,22235.853516,  267.984222,21967.214844,    1.700964,  266.300598,  264.005768,     43728,               0,000,000
016,     29911,   29911,    0.364128,   30.000000,22279.505859,  223.242783,22054.691406,    1.488720,  222.304214,  219.247223,     29911,               0,000,000
017,     27454,   27454,    0.332439,   30.000000,22298.957031,  206.325134,22090.910156,    1.363210,  205.677567,  202.632401,     27454,               0,000,000
018,     56826,   56826,    0.684563,   30.000000,22106.951172,  396.881866,21707.074219,    1.963330,  397.107208,  392.109467,     56826,               0,000,000
019,     79166,   79166,    0.945198,   30.000000,21949.134766,  552.573425,21392.017578,    2.763577,  553.203003,  545.843323,     79166,               0,000,000
020,     44858,   44858,    0.532135,   30.000000,22192.546875,  313.061096,21877.187500,    1.557659,  313.176392,  309.292206,     44858,               0,000,000
021,     50744,   50744,    0.610964,   30.000000,22150.326172,  355.385986,21793.060547,    1.762001,  354.786469,  351.129639,     50744,               0,000,000
022,     56249,   56249,    0.666933,   30.000000,22107.412109,  396.276093,21709.369141,    1.939194,  395.294647,  391.569366,     56249,               0,000,000
023,     68762,   68762,    0.821847,   30.000000,22021.248047,  480.092194,21537.285156,    2.359784,  480.596558,  474.359589,     68762,               0,000,000
024,     62941,   62941,    0.757472,   30.000000,22067.089844,  439.091003,21625.402344,    2.227870,  438.581085,  433.744720,     62941,               0,000,000
025,     37498,   37498,    0.455374,   30.000000,22238.869141,  266.827454,21969.238281,    1.299650,  267.811554,  263.681183,     37498,               0,000,000
026,     40596,   40596,    0.488726,   30.000000,22219.482422,  284.007874,21933.906250,    1.394437,  283.583099,  280.607147,     40596,               0,000,000
027,     68655,   68655,    0.830117,   30.000000,22012.470703,  488.609039,21521.390625,    2.378829,  487.694794,  482.822113,     68655,               0,000,000
028,     66181,   66181,    0.801105,   30.000000,22040.578125,  467.774628,21566.970703,    2.300230,  470.349030,  462.200439,     66181,               0,000,000
029,     66916,   66916,    0.808618,   30.000000,22023.875000,  481.929413,21538.984375,    2.323543,  481.581604,  476.295990,     66916,               0,000,000
030,     55232,   55232,    0.651054,   30.000000,22121.326172,  384.164520,21735.148438,    1.911558,  383.467346,  379.492279,     55232,               0,000,000
031,     70400,   70400,    0.859065,   30.000000,22010.775391,  494.885040,21511.681641,    2.418864,  495.629028,  488.978455,     70400,               0,000,000
000,     33389,   33389,    0.517477,   30.000000,22271.068359,  229.871658,22039.263672,    1.586002,  229.836639,  226.246674,     33389,               0,000,001
001,     39605,   39605,    0.469054,   30.000000,22259.269531,  239.775040,22019.611328,    1.400098,  237.731003,  236.432785,     39605,               0,000,001
002,     50287,   50287,    0.601147,   30.000000,22202.642578,  301.072510,21900.398438,    1.780189,  299.659546,  296.728333,     50287,               0,000,001
003,     42560,   42560,    0.504279,   30.000000,22251.095703,  255.560760,21994.503906,    1.470377,  254.522827,  251.999313,     42560,               0,000,001
004,     57353,   57353,    0.681219,   30.000000,22150.779297,  348.030121,21803.228516,    2.042938,  344.607666,  343.062439,     57353,               0,000,001
005,     47942,   47942,    0.570012,   30.000000,22215.201172,  287.659851,21924.951172,    1.632384,  287.836609,  283.642029,     47942,               0,000,001
006,     74707,   74707,    0.889196,   30.000000,22069.455078,  432.024750,21634.150391,    2.819901,  431.613190,  425.399628,     74707,               0,000,001
007,     56165,   56165,    0.728073,   30.000000,22154.798828,  346.693451,21803.244141,    2.151250,  348.576233,  341.588409,     56165,               0,000,001
008,     46397,   46397,    0.673325,   30.000000,22198.189453,  301.271545,21896.550781,    2.023292,  298.873230,  296.612915,     46397,               0,000,001
009,     37453,   37453,    0.483526,   30.000000,22275.333984,  227.671295,22046.230469,    1.341817,  227.131119,  224.421204,     37453,               0,000,001
010,     44735,   44735,    0.595782,   30.000000,22227.164062,  279.645905,21948.310547,    1.713966,  276.453308,  275.607330,     44735,               0,000,001
011,     75711,   75711,    0.921275,   30.000000,22044.808594,  456.986206,21585.970703,    2.591543,  455.067749,  450.644196,     75711,               0,000,001
012,     35494,   35494,    0.430984,   30.000000,22287.667969,  213.123322,22076.382812,    1.260966,  209.508408,  210.099182,     35494,               0,000,001
013,     29402,   29402,    0.347259,   30.000000,22323.421875,  176.015457,22147.306641,    1.060400,  174.616486,  173.482620,     29402,               0,000,001
014,     48081,   48081,    0.573682,   30.000000,22176.339844,  323.957550,21852.259766,    2.410541,  319.883911,  317.376099,     48081,               0,000,001
015,     46472,   46472,    0.565027,   30.000000,22223.794922,  275.945557,21947.902344,    1.668548,  273.558075,  271.976776,     46472,               0,000,001
016,     42425,   42425,    0.516406,   30.000000,22191.587891,  314.993805,21874.279297,    2.105883,  313.731293,  309.335693,     42425,               0,000,001
017,     54673,   54673,    0.645354,   30.000000,22091.683594,  408.145172,21679.685547,    2.703104,  407.333893,  400.811005,     54673,               0,000,001
018,     50197,   50197,    0.606029,   30.000000,22152.445312,  349.412872,21800.914062,    1.715621,  349.069366,  345.206238,     50197,               0,000,001
019,     76131,   76131,    0.906529,   30.000000,21971.179688,  530.189819,21436.052734,    2.573639,  531.326599,  523.823730,     76131,               0,000,001
020,     47689,   47689,    0.565262,   30.000000,22173.777344,  332.189636,21838.888672,    1.653629,  332.559448,  328.184113,     47689,               0,000,001
021,     41496,   41496,    0.496653,   30.000000,22214.996094,  288.703552,21923.890625,    1.415586,  289.059753,  285.243011,     41496,               0,000,001
