tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,   1635221, 1635221,   15.220589,   30.000000,11298.816406,11170.194336,   65.233566,   92.519257,11094.001953,10957.191406,   1635221,               0,000,000
000,   1642145, 1642145,   15.268080,   30.000000,11289.216797,11179.704102,   65.482697,   92.968742,11084.942383,10965.865234,   1642145,               0,000,001
