tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00054311,010,00027469,00000000,00000000,001024,000,000,00000016,00027469,02,0000000009896015,00007655
001,00000000,00054126,010,00027196,00000000,00000000,001024,000,000,00000016,00027196,02,0000000012500101,00007946
002,00000000,00053352,010,00026852,00000000,00000000,001024,000,000,00000016,00026852,02,0000000013113739,00007839
003,00000000,00052088,010,00026529,00000000,00000000,001024,000,000,00000016,00026529,02,0000000008727208,00007469
004,00000000,00053023,010,00026798,00000000,00000000,001024,000,000,00000016,00026798,02,0000000009114062,00007434
005,00000000,00051645,010,00026092,00000000,00000000,001024,000,000,00000016,00026092,02,0000000012663580,00007633
006,00000000,00052950,010,00026814,00000000,00000000,001024,000,000,00000016,00026814,02,0000000010502285,00007372
007,00000000,00053769,010,00027047,00000000,00000000,001024,000,000,00000016,00027047,02,0000000013052201,00007808
008,00000000,00054423,010,00027465,00000000,00000000,001024,000,000,00000016,00027465,02,0000000014296092,00007801
009,00000000,00053459,010,00026830,00000000,00000000,001024,000,000,00000016,00026830,02,0000000009160420,00007517
010,00000000,00052488,010,00026561,00000000,00000000,001024,000,000,00000016,00026561,02,0000000008651705,00007400
011,00000000,00053322,010,00026877,00000000,00000000,001024,000,000,00000016,00026877,02,0000000014455771,00007908
012,00000000,00053888,010,00027269,00000000,00000000,001024,000,000,00000016,00027269,02,0000000008924166,00007484
013,00000000,00052220,010,00026475,00000000,00000000,001024,000,000,00000016,00026475,02,0000000009035059,00007331
014,00000000,00052765,010,00026669,00000000,00000000,001024,000,000,00000016,00026669,02,0000000014371084,00007887
015,00000000,00053835,010,00027209,00000000,00000000,001024,000,000,00000016,00027209,02,0000000014762560,00007919
016,00000000,00053822,010,00027081,00000000,00000000,001024,000,000,00000016,00027081,02,0000000014910292,00007906
017,00000000,00052157,010,00026262,00000000,00000000,001024,000,000,00000016,00026262,02,0000000014996759,00007842
018,00000000,00053893,010,00026984,00000000,00000000,001024,000,000,00000016,00026984,02,0000000009408893,00007436
019,00000000,00053872,010,00027269,00000000,00000000,001024,000,000,00000016,00027269,02,0000000009765538,00007607
020,00000000,00053654,010,00026970,00000000,00000000,001024,000,000,00000016,00026970,02,0000000010024533,00007582
021,00000000,00053320,010,00026803,00000000,00000000,001024,000,000,00000016,00026803,02,0000000009798056,00007572
022,00000000,00054337,010,00027256,00000000,00000000,001024,000,000,00000016,00027256,02,0000000014510756,00007911
023,00000000,00054332,010,00027398,00000000,00000000,001024,000,000,00000016,00027398,02,0000000014909304,00007991
024,00000000,00053697,010,00027017,00000000,00000000,001024,000,000,00000016,00027017,02,0000000014414743,00007950
025,00000000,00052269,010,00026423,00000000,00000000,001024,000,000,00000016,00026423,02,0000000009746676,00007504
026,00000000,00052951,010,00026567,00000000,00000000,001024,000,000,00000016,00026567,02,0000000009148471,00007236
027,00000000,00054646,010,00027522,00000000,00000000,001024,000,000,00000016,00027522,02,0000000009623356,00007502
028,00000000,00054316,010,00027286,00000000,00000000,001024,000,000,00000016,00027286,02,0000000014512891,00008052
029,00000000,00054430,010,00027469,00000000,00000000,001024,000,000,00000016,00027469,02,0000000014400640,00007987
030,00000000,00054747,010,00027466,00000000,00000000,001024,000,000,00000016,00027466,02,0000000014055272,00007953
031,00000000,00053225,010,00026959,00000000,00000000,001024,000,000,00000016,00026959,02,0000000009659470,00007520
000,00000000,00051389,010,00025939,00000000,00000000,001024,001,000,00000016,00025939,02,0000000009828263,00007027
001,00000000,00051529,010,00026144,00000000,00000000,001024,001,000,00000016,00026144,02,0000000011910613,00007378
002,00000000,00052190,010,00026104,00000000,00000000,001024,001,000,00000016,00026104,02,0000000012038747,00007423
003,00000000,00052200,010,00026433,00000000,00000000,001024,001,000,00000016,00026433,02,0000000013332587,00007661
004,00000000,00050334,010,00025279,00000000,00000000,001024,001,000,00000016,00025279,02,0000000008931807,00006993
005,00000000,00052187,010,00026364,00000000,00000000,001024,001,000,00000016,00026364,02,0000000008622919,00007174
006,00000000,00051081,010,00025751,00000000,00000000,001024,001,000,00000016,00025751,02,0000000013344664,00007343
007,00000000,00052127,010,00026043,00000000,00000000,001024,001,000,00000016,00026043,02,0000000013013696,00007248
008,00000000,00050596,010,00025466,00000000,00000000,001024,001,000,00000016,00025466,02,0000000008933618,00006858
009,00000000,00051915,010,00026098,00000000,00000000,001024,001,000,00000016,00026098,02,0000000009565845,00006986
010,00000000,00051884,010,00026294,00000000,00000000,001024,001,000,00000016,00026294,02,0000000012892501,00007417
011,00000000,00052316,010,00026385,00000000,00000000,001024,001,000,00000016,00026385,02,0000000013777364,00007521
012,00000000,00052953,010,00026552,00000000,00000000,001024,001,000,00000016,00026552,02,0000000009537049,00007292
013,00000000,00051961,010,00026485,00000000,00000000,001024,001,000,00000016,00026485,02,0000000009368975,00007160
