tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00064180,010,00032417,00000000,00000000,001024,000,000,00000016,00032417,02,0000000013522938,00008921
001,00000000,00064203,010,00032293,00000000,00000000,001024,000,000,00000016,00032293,02,0000000011220950,00008549
002,00000000,00062410,010,00031564,00000000,00000000,001024,000,000,00000016,00031564,02,0000000012526050,00008685
003,00000000,00065164,010,00033067,00000000,00000000,001024,000,000,00000016,00033067,02,0000000015193283,00008583
004,00000000,00064030,010,00032179,00000000,00000000,001024,000,000,00000016,00032179,02,0000000012481885,00008821
005,00000000,00063748,010,00032063,00000000,00000000,001024,000,000,00000016,00032063,02,0000000010193631,00008495
006,00000000,00065011,010,00032664,00000000,00000000,001024,000,000,00000016,00032664,02,0000000012681856,00009031
007,00000000,00065569,010,00033109,00000000,00000000,001024,000,000,00000016,00033109,02,0000000010103569,00008598
008,00000000,00065763,010,00032882,00000000,00000000,001024,000,000,00000016,00032882,02,0000000013764094,00009092
009,00000000,00064052,010,00032507,00000000,00000000,001024,000,000,00000016,00032507,02,0000000010095228,00008471
010,00000000,00064007,010,00032144,00000000,00000000,001024,000,000,00000016,00032144,02,0000000013524778,00008866
011,00000000,00067339,010,00033945,00000000,00000000,001024,000,000,00000016,00033945,02,0000000010969474,00008794
012,00000000,00065028,010,00032947,00000000,00000000,001024,000,000,00000016,00032947,02,0000000013705147,00008950
013,00000000,00065798,010,00033277,00000000,00000000,001024,000,000,00000016,00033277,02,0000000009779182,00008602
014,00000000,00065750,010,00033070,00000000,00000000,001024,000,000,00000016,00033070,02,0000000013825434,00009007
015,00000000,00065559,010,00033084,00000000,00000000,001024,000,000,00000016,00033084,02,0000000010053373,00008606
016,00000000,00066386,010,00033443,00000000,00000000,001024,000,000,00000016,00033443,02,0000000012055133,00008697
017,00000000,00063896,010,00032139,00000000,00000000,001024,000,000,00000016,00032139,02,0000000013833513,00008884
018,00000000,00065323,010,00032865,00000000,00000000,001024,000,000,00000016,00032865,02,0000000009858948,00008634
019,00000000,00065723,010,00033007,00000000,00000000,001024,000,000,00000016,00033007,02,0000000013697304,00009099
020,00000000,00064238,010,00032280,00000000,00000000,001024,000,000,00000016,00032280,02,0000000009908848,00008457
021,00000000,00065594,010,00033202,00000000,00000000,001024,000,000,00000016,00033202,02,0000000013296412,00008966
022,00000000,00064480,010,00032605,00000000,00000000,001024,000,000,00000016,00032605,02,0000000013668611,00008939
023,00000000,00065745,010,00033140,00000000,00000000,001024,000,000,00000016,00033140,02,0000000010710730,00008835
024,00000000,00066575,010,00033557,00000000,00000000,001024,000,000,00000016,00033557,02,0000000010638438,00008709
025,00000000,00064532,010,00032413,00000000,00000000,001024,000,000,00000016,00032413,02,0000000014077321,00008994
026,00000000,00065003,010,00032900,00000000,00000000,001024,000,000,00000016,00032900,02,0000000014267607,00008991
027,00000000,00062817,010,00031696,00000000,00000000,001024,000,000,00000016,00031696,02,0000000010183749,00008334
028,00000000,00064564,010,00032411,00000000,00000000,001024,000,000,00000016,00032411,02,0000000013645146,00008911
029,00000000,00066247,010,00033443,00000000,00000000,001024,000,000,00000016,00033443,02,0000000009858283,00008591
030,00000000,00064188,010,00032301,00000000,00000000,001024,000,000,00000016,00032301,02,0000000013228187,00008886
031,00000000,00066981,010,00033776,00000000,00000000,001024,000,000,00000016,00033776,02,0000000009807179,00008711
000,00000000,00064439,010,00032433,00000000,00000000,001024,001,000,00000016,00032433,02,0000000014249434,00009158
001,00000000,00062799,010,00031915,00000000,00000000,001024,001,000,00000016,00031915,02,0000000012809299,00008690
002,00000000,00063320,010,00032011,00000000,00000000,001024,001,000,00000016,00032011,02,0000000013447264,00009098
003,00000000,00066208,010,00033279,00000000,00000000,001024,001,000,00000016,00033279,02,0000000012513669,00009038
004,00000000,00064711,010,00032763,00000000,00000000,001024,001,000,00000016,00032763,02,0000000013201107,00009219
005,00000000,00064596,010,00032496,00000000,00000000,001024,001,000,00000016,00032496,02,0000000012788127,00008992
006,00000000,00064148,010,00032277,00000000,00000000,001024,001,000,00000016,00032277,02,0000000014491801,00009226
007,00000000,00066362,010,00033485,00000000,00000000,001024,001,000,00000016,00033485,02,0000000012517806,00009134
008,00000000,00064285,010,00032393,00000000,00000000,001024,001,000,00000016,00032393,02,0000000014776234,00009252
009,00000000,00064733,010,00032546,00000000,00000000,001024,001,000,00000016,00032546,02,0000000013981183,00008959
010,00000000,00063970,010,00032372,00000000,00000000,001024,001,000,00000016,00032372,02,0000000013680531,00009282
011,00000000,00064554,010,00032541,00000000,00000000,001024,001,000,00000016,00032541,02,0000000014801439,00008843
012,00000000,00063944,010,00032063,00000000,00000000,001024,001,000,00000016,00032063,02,0000000014350874,00009223
013,00000000,00066131,010,00033485,00000000,00000000,001024,001,000,00000016,00033485,02,0000000013236134,00009011
014,00000000,00063576,010,00032098,00000000,00000000,001024,001,000,00000016,00032098,02,0000000014198235,00009115
015,00000000,00064294,010,00032468,00000000,00000000,001024,001,000,00000016,00032468,02,0000000014264182,00008979
016,00000000,00063759,010,00032192,00000000,00000000,001024,001,000,00000016,00032192,02,0000000014941512,00009294
017,00000000,00064893,010,00032588,00000000,00000000,001024,001,000,00000016,00032588,02,0000000013639733,00008903
018,00000000,00065153,010,00032928,00000000,00000000,001024,001,000,00000016,00032928,02,0000000015579906,00009399
019,00000000,00065072,010,00032803,00000000,00000000,001024,001,000,00000016,00032803,02,0000000012993095,00009009
020,00000000,00064525,010,00032584,00000000,00000000,001024,001,000,00000016,00032584,02,0000000015050507,00009283
021,00000000,00064895,010,00032853,00000000,00000000,001024,001,000,00000016,00032853,02,0000000012587626,00008985
022,00000000,00063444,010,00032029,00000000,00000000,001024,001,000,00000016,00032029,02,0000000014974443,00009354
023,00000000,00063928,010,00032164,00000000,00000000,001024,001,000,00000016,00032164,02,0000000013023914,00008819
024,00000000,00063981,010,00032313,00000000,00000000,001024,001,000,00000016,00032313,02,0000000016907953,00009459
025,00000000,00067522,010,00033927,00000000,00000000,001024,001,000,00000016,00033927,02,0000000013122298,00009047
026,00000000,00063342,010,00031951,00000000,00000000,001024,001,000,00000016,00031951,02,0000000013235183,00008804
027,00000000,00064626,010,00032608,00000000,00000000,001024,001,000,00000016,00032608,02,0000000014900116,00009396
028,00000000,00065262,010,00032952,00000000,00000000,001024,001,000,00000016,00032952,02,0000000013701249,00009540
