lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004288,0000141,0000030,0001003,0002856,0003337,0003316,0000000,001024,000,000,0512
0171544,0001173,0000331,0001145,0004107,0004769,0004869,0000000,001024,000,000,0512
0007935,0000150,0000030,0001006,0006863,0007083,0007695,0000000,001024,001,000,0512
0523097,0001527,0000421,0001198,0017343,0014116,0019166,0000000,001024,001,000,0512
0006583,0000170,0000040,0001006,0005160,0005801,0005520,0000000,001024,002,000,0512
0443474,0001448,0000490,0001236,0008536,0008937,0009017,0000000,001024,002,000,0512
0006683,0000150,0000030,0001005,0005140,0005731,0005690,0000000,001024,003,000,0512
0344539,0001351,0000390,0001255,0006703,0007364,0007404,0000000,001024,003,000,0512
0004248,0000141,0000030,0001003,0002845,0003306,0003296,0000000,001024,000,001,0512
0152909,0001154,0000351,0001141,0004218,0004949,0004939,0000000,001024,000,001,0512
0007514,0000141,0000030,0001006,0006423,0006783,0007074,0000000,001024,001,001,0512
0460137,0001465,0000411,0001192,0016521,0013806,0018465,0000000,001024,001,001,0512
0006462,0000170,0000040,0001006,0005150,0005781,0005490,0000000,001024,002,001,0512
0390405,0001394,0000491,0001213,0008426,0008866,0008926,0000000,001024,002,001,0512
0006673,0000150,0000030,0001005,0005140,0005711,0005681,0000000,001024,003,001,0512
0320323,0001329,0000370,0001222,0006793,0007283,0007384,0000000,001024,003,001,0512
0004268,0000141,0000030,0001003,0002845,0003316,0003297,0000000,001024,000,002,0512
0152548,0001154,0000330,0001134,0004008,0004709,0004759,0000000,001024,000,002,0512
0007514,0000150,0000031,0001006,0006412,0006783,0007073,0000000,001024,001,002,0512
0458634,0001464,0000471,0001190,0016461,0013766,0018294,0000000,001024,001,002,0512
0006442,0000161,0000040,0001005,0005090,0005771,0005440,0000000,001024,002,002,0512
0335541,0001342,0000451,0001187,0008226,0008766,0008817,0000000,001024,002,002,0512
0006682,0000141,0000030,0001005,0005140,0005721,0005681,0000000,001024,003,002,0512
0299133,0001304,0000361,0001220,0006522,0007234,0007294,0000000,001024,003,002,0512
