tid,lock_impl_time(ms)
RUN 0
003,   141.712
001,   185.971
002,   109.351
004,   165.678
005,    52.615
006,   117.017
007,   154.598
008,    91.566
010,   125.600
009,    85.643
011,   140.486
013,    86.054
012,   121.442
014,   106.771
015,   113.997
016,    99.806
-----------------------------------------------------------------------------------------------

RUN 1
003,    72.415
001,   121.018
002,    98.516
004,    73.184
005,    98.782
006,   145.789
007,   188.638
008,   158.932
010,    85.494
009,   117.445
011,   135.382
013,   159.944
012,    72.512
014,   185.236
015,    80.518
016,    99.267
-----------------------------------------------------------------------------------------------

RUN 2
003,   134.712
001,    91.463
002,    87.402
004,    89.162
005,   122.724
006,   153.473
007,   180.875
008,   122.709
010,    87.566
009,   164.772
011,    93.075
013,   132.847
012,    70.533
014,   156.805
015,    55.912
016,   147.010
-----------------------------------------------------------------------------------------------

RUN 3
003,   179.043
001,   178.631
002,   167.305
004,   155.358
005,    54.733
006,   122.088
007,   129.800
008,    91.435
010,   137.465
009,    71.664
011,   140.020
013,    70.586
012,   120.103
014,    63.077
015,   116.000
016,    75.626
-----------------------------------------------------------------------------------------------

RUN 4
003,   160.413
001,   182.215
002,   121.305
004,   132.224
005,    59.873
006,   108.153
007,   132.885
008,    98.208
010,   148.311
009,    73.796
011,   192.595
013,    86.272
012,   109.762
014,    59.698
015,   118.252
016,    85.627
-----------------------------------------------------------------------------------------------

