tid,lock_impl_time(ms)
RUN 0
001,    71.446
-----------------------------------------------------------------------------------------------

RUN 1
001,    70.290
-----------------------------------------------------------------------------------------------

RUN 2
001,    70.571
-----------------------------------------------------------------------------------------------

RUN 3
001,    70.491
-----------------------------------------------------------------------------------------------

RUN 4
001,    71.161
-----------------------------------------------------------------------------------------------

