tid,lock_impl_time(ms)
RUN 0
001, 26106.199
002, 26062.441
003, 26610.277
004, 26768.438
005, 26725.443
006, 26710.555
007, 26262.664
008, 26610.359
010, 26582.432
009, 26126.643
012, 26542.361
011, 26443.340
013, 26346.783
014, 26536.635
015, 26561.254
016, 26228.820
-----------------------------------------------------------------------------------------------

RUN 1
001, 26571.348
002, 26486.293
003, 26346.783
004, 26661.873
005, 26616.486
006, 26813.023
007, 26129.115
008, 26589.889
010, 26304.779
009, 26427.160
012, 26429.229
011, 26512.078
013, 26338.201
014, 26304.486
015, 26501.139
016, 26149.734
-----------------------------------------------------------------------------------------------

RUN 2
001, 26641.926
002, 26699.121
003, 26537.299
004, 26669.645
005, 26440.529
006, 26674.820
007, 26103.855
008, 26387.973
010, 26364.322
009, 26017.127
012, 26269.377
011, 26556.301
013, 26430.205
014, 25992.967
015, 26468.180
016, 26098.742
-----------------------------------------------------------------------------------------------

RUN 3
001, 26592.873
002, 26681.828
003, 26454.600
004, 26442.125
005, 26544.430
006, 26727.104
007, 26094.959
008, 26661.992
010, 26295.174
009, 26209.859
012, 26088.893
011, 26588.268
013, 26237.352
014, 26371.641
015, 26547.023
016, 26263.656
-----------------------------------------------------------------------------------------------

RUN 4
001, 26139.211
002, 26273.215
003, 26728.504
004, 26521.549
005, 26657.805
006, 26789.230
007, 26175.857
008, 26611.234
010, 26510.561
009, 26230.420
012, 26336.852
011, 26449.855
013, 26256.754
014, 26408.750
015, 26497.150
016, 26323.889
-----------------------------------------------------------------------------------------------

