tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,       545,     545,    0.055799
001,         3,       3,    0.000627
002,         1,       1,    0.000357
003,         2,       2,    0.000590
004,         3,       3,    0.000470
005,         1,       1,    0.000140
006,         2,       2,    0.000420
007,         1,       1,    0.000347
008,        49,      49,    0.005533
009,       911,     911,    0.168854
010,         1,       1,    0.000350
011,       148,     148,    0.024228
012,      2133,    2133,    0.261622
013,         2,       2,    0.000530
014,         4,       4,    0.000803
015,        62,      62,    0.011160
016,         1,       1,    0.000270
017,         2,       2,    0.000310
018,      1883,    1883,    0.236388
019,         1,       1,    0.000400
020,         3,       3,    0.000623
021,         1,       1,    0.000250
022,         2,       2,    0.000583
023,         1,       1,    0.000343
024,         1,       1,    0.000363
025,         1,       1,    0.000387
026,         2,       2,    0.000540
027,         2,       2,    0.000607
028,         1,       1,    0.000360
-------------------------------------------------------------------------------------------------------

RUN 1
000,         1,       1,    0.000313
001,         1,       1,    0.000200
002,         1,       1,    0.000137
003,         3,       3,    0.000680
004,         1,       1,    0.000307
005,         1,       1,    0.000107
006,         1,       1,    0.000370
007,       364,     364,    0.060549
008,       155,     155,    0.018343
009,       408,     408,    0.071140
010,         2,       2,    0.000340
011,         2,       2,    0.000340
012,         1,       1,    0.000327
013,         3,       3,    0.000413
014,         4,       4,    0.000560
015,         1,       1,    0.000200
016,         1,       1,    0.000357
017,         1,       1,    0.000297
018,         2,       2,    0.000443
019,         2,       2,    0.000460
020,         2,       2,    0.000630
021,         1,       1,    0.000433
022,         1,       1,    0.000260
023,         2,       2,    0.000473
024,       873,     873,    0.137932
025,         1,       1,    0.000213
026,         2,       2,    0.000553
027,         3,       3,    0.000657
028,         2,       2,    0.000327
-------------------------------------------------------------------------------------------------------

RUN 2
000,        62,      62,    0.008747
001,         1,       1,    0.000137
002,        98,      98,    0.010769
003,         2,       2,    0.000483
004,         2,       2,    0.000440
005,         2,       2,    0.000513
006,         1,       1,    0.000293
007,         3,       3,    0.000570
008,       218,     218,    0.029427
009,         2,       2,    0.000330
010,         1,       1,    0.000303
011,         3,       3,    0.000520
012,         1,       1,    0.000420
013,        81,      81,    0.011653
014,         3,       3,    0.000653
015,         2,       2,    0.000337
016,       286,     286,    0.042764
017,         3,       3,    0.000563
018,         1,       1,    0.000397
019,       451,     451,    0.078260
020,         1,       1,    0.000410
021,         1,       1,    0.000320
022,         1,       1,    0.000360
023,         1,       1,    0.000243
024,         2,       2,    0.000400
025,         2,       2,    0.000407
026,         1,       1,    0.000297
027,         1,       1,    0.000247
028,       466,     466,    0.063628
-------------------------------------------------------------------------------------------------------

RUN 3
000,         1,       1,    0.000280
001,         1,       1,    0.000317
002,         1,       1,    0.000303
003,         1,       1,    0.000353
004,         1,       1,    0.000243
005,         1,       1,    0.000350
006,         1,       1,    0.000320
007,         2,       2,    0.000433
008,         3,       3,    0.000700
009,       148,     148,    0.021667
010,       186,     186,    0.022640
011,         2,       2,    0.000523
012,         2,       2,    0.000443
013,         1,       1,    0.000380
014,       445,     445,    0.059063
015,        45,      45,    0.006710
016,         1,       1,    0.000357
017,         2,       2,    0.000487
018,       343,     343,    0.048117
019,       162,     162,    0.028413
020,         2,       2,    0.000547
021,         2,       2,    0.000550
022,         1,       1,    0.000417
023,         1,       1,    0.000327
024,         1,       1,    0.000330
025,         3,       3,    0.000653
026,         1,       1,    0.000333
027,       216,     216,    0.031141
028,         2,       2,    0.000550
-------------------------------------------------------------------------------------------------------

RUN 4
000,         2,       2,    0.000363
001,         1,       1,    0.000190
002,         2,       2,    0.000417
003,         1,       1,    0.000320
004,         1,       1,    0.000300
005,         1,       1,    0.000133
006,         3,       3,    0.000523
007,         2,       2,    0.000487
008,         1,       1,    0.000360
009,        23,      23,    0.004087
010,        31,      31,    0.004080
011,         1,       1,    0.000117
012,       596,     596,    0.080560
013,         1,       1,    0.000390
014,         4,       4,    0.000530
015,         3,       3,    0.000753
016,         1,       1,    0.000390
017,         1,       1,    0.000247
018,         2,       2,    0.000363
019,       294,     294,    0.049535
020,         3,       3,    0.000637
021,         2,       2,    0.000493
022,       933,     933,    0.124416
023,         2,       2,    0.000377
024,         1,       1,    0.005647
025,         1,       1,    0.000200
026,         3,       3,    0.000640
027,         1,       1,    0.000233
028,       284,     284,    0.031983
-------------------------------------------------------------------------------------------------------

