tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   3892472, 3892472,  130.826599,      30.000,45493.316406,14234.686523,               0
001,   3665090, 3665090,  123.158051,      30.000,45958.832031,13780.451172,               0
002,   3876075, 3876075,  130.403152,      30.000,45589.808594,14141.826172,               0
003,   4463091, 4463091,  149.646652,      30.000,43956.050781,15735.333984,               0
004,   3830326, 3830326,  128.527313,      30.000,45627.925781,14107.097656,               0
005,   4310392, 4310392,  145.097153,      30.000,44391.234375,15310.641602,               0
006,   4021442, 4021442,  134.974060,      30.000,45159.667969,14558.568359,               0
007,   4187747, 4187747,  141.019287,      30.000,44772.316406,14937.909180,               0
008,   3883902, 3883902,  130.256226,      30.000,45518.242188,14213.337891,               0
009,   3656299, 3656299,  122.750305,      30.000,46010.558594,13736.492188,               0
010,   3880026, 3880026,  130.257050,      30.000,45576.355469,14155.189453,               0
011,   4464698, 4464698,  149.573105,      30.000,43966.511719,15722.936523,               0
012,   3849141, 3849141,  128.789886,      30.000,45563.765625,14167.179688,               0
013,   4318124, 4318124,  144.893127,      30.000,44373.628906,15327.921875,               0
014,   4029715, 4029715,  134.890427,      30.000,45137.976562,14583.456055,               0
015,   4203932, 4203932,  141.202301,      30.000,44716.671875,14992.349609,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   3884396, 3884396,  130.526367,      30.000,45515.808594,14212.840820,               0
001,   3656970, 3656970,  122.796829,      30.000,45981.375000,13758.498047,               0
002,   3879349, 3879349,  130.347122,      30.000,45569.734375,14161.924805,               0
003,   4461891, 4461891,  149.618835,      30.000,43975.953125,15715.454102,               0
004,   3838170, 3838170,  128.762817,      30.000,45597.906250,14136.482422,               0
005,   4314232, 4314232,  145.011063,      30.000,44354.003906,15347.853516,               0
006,   4019773, 4019773,  134.755463,      30.000,45173.394531,14544.950195,               0
007,   4189818, 4189818,  141.035751,      30.000,44765.761719,14944.138672,               0
008,   3874277, 3874277,  129.837311,      30.000,45548.988281,14183.183594,               0
009,   3651758, 3651758,  122.411758,      30.000,46032.945312,13714.436523,               0
010,   3890801, 3890801,  130.645950,      30.000,45536.664062,14194.151367,               0
011,   4461306, 4461306,  149.360077,      30.000,43966.304688,15723.288086,               0
012,   3851697, 3851697,  128.973907,      30.000,45569.851562,14160.658203,               0
013,   4321390, 4321390,  145.014664,      30.000,44358.906250,15342.429688,               0
014,   4026969, 4026969,  134.765686,      30.000,45163.250000,14558.537109,               0
015,   4201645, 4201645,  141.207550,      30.000,44724.093750,14985.154297,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   3890842, 3890842,  130.695755,      30.000,45494.332031,14233.833008,               0
001,   3657421, 3657421,  122.916176,      30.000,45974.234375,13765.563477,               0
002,   3874759, 3874759,  130.181168,      30.000,45597.000000,14134.776367,               0
003,   4461147, 4461147,  149.456909,      30.000,43970.085938,15721.505859,               0
004,   3848076, 3848076,  128.975647,      30.000,45581.296875,14152.590820,               0
005,   4305505, 4305505,  144.737259,      30.000,44394.828125,15307.518555,               0
006,   4026045, 4026045,  135.042786,      30.000,45145.535156,14572.525391,               0
007,   4191653, 4191653,  140.996399,      30.000,44759.066406,14950.982422,               0
008,   3879799, 3879799,  130.130569,      30.000,45546.859375,14185.017578,               0
009,   3651798, 3651798,  122.419655,      30.000,46029.894531,13717.607422,               0
010,   3875768, 3875768,  130.158875,      30.000,45587.625000,14144.055664,               0
011,   4458022, 4458022,  149.405701,      30.000,43996.765625,15692.911133,               0
012,   3854670, 3854670,  129.095688,      30.000,45548.320312,14182.166016,               0
013,   4316208, 4316208,  144.768906,      30.000,44373.511719,15328.214844,               0
014,   4033916, 4033916,  134.931061,      30.000,45144.109375,14577.349609,               0
015,   4199930, 4199930,  141.034454,      30.000,44730.304688,14979.079102,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   3891134, 3891134,  130.545212,      30.000,45499.875000,14228.377930,               0
001,   3665985, 3665985,  122.952789,      30.000,45961.949219,13777.519531,               0
002,   3876254, 3876254,  130.201950,      30.000,45598.722656,14132.942383,               0
003,   4450346, 4450346,  149.277008,      30.000,44013.890625,15678.376953,               0
004,   3831207, 3831207,  128.570816,      30.000,45618.429688,14116.503906,               0
005,   4316946, 4316946,  145.086731,      30.000,44361.804688,15339.890625,               0
006,   4033365, 4033365,  135.287674,      30.000,45123.589844,14594.020508,               0
007,   4181920, 4181920,  140.651764,      30.000,44774.609375,14936.084961,               0
008,   3885285, 3885285,  130.237656,      30.000,45525.933594,14205.583984,               0
009,   3656813, 3656813,  122.715492,      30.000,46012.550781,13734.414062,               0
010,   3880109, 3880109,  130.238678,      30.000,45583.714844,14147.926758,               0
011,   4459265, 4459265,  149.280502,      30.000,43982.675781,15707.119141,               0
012,   3855292, 3855292,  128.935577,      30.000,45552.035156,14178.418945,               0
013,   4312846, 4312846,  144.622971,      30.000,44387.687500,15314.399414,               0
014,   4037611, 4037611,  135.054276,      30.000,45138.625000,14582.556641,               0
015,   4195718, 4195718,  140.936905,      30.000,44751.753906,14957.895508,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,   3883100, 3883100,  130.498779,      30.000,45513.304688,14215.289062,               0
001,   3664355, 3664355,  123.019997,      30.000,45968.398438,13771.023438,               0
002,   3890061, 3890061,  130.738007,      30.000,45557.218750,14173.475586,               0
003,   4452279, 4452279,  149.173553,      30.000,43980.859375,15711.440430,               0
004,   3835426, 3835426,  128.638138,      30.000,45609.636719,14124.995117,               0
005,   4307072, 4307072,  144.790833,      30.000,44385.640625,15316.746094,               0
006,   4024495, 4024495,  134.962204,      30.000,45147.859375,14570.279297,               0
007,   4189218, 4189218,  140.888474,      30.000,44767.140625,14942.943359,               0
008,   3880226, 3880226,  130.257660,      30.000,45526.816406,14204.846680,               0
009,   3658408, 3658408,  122.875229,      30.000,46008.875000,13737.827148,               0
010,   3888147, 3888147,  130.522247,      30.000,45572.574219,14158.342773,               0
011,   4459598, 4459598,  149.322327,      30.000,43961.480469,15728.278320,               0
012,   3852302, 3852302,  128.877655,      30.000,45567.628906,14162.979492,               0
013,   4312781, 4312781,  144.673920,      30.000,44393.402344,15308.569336,               0
014,   4030251, 4030251,  134.886902,      30.000,45159.226562,14562.328125,               0
015,   4195332, 4195332,  140.896423,      30.000,44744.007812,14965.684570,               0
-------------------------------------------------------------------------------------------------------

