lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007524,0000771,0000050,0001006,0005270,0006692,0013335,001024,001,000,0512
0010430,0002809,0001052,0001306,0007715,0009227,0017763,001024,001,000,0512
0007524,0000761,0000040,0001006,0005270,0006692,0013335,001024,002,000,0512
0010569,0002769,0001012,0001297,0007704,0009247,0017814,001024,002,000,0512
0007624,0000812,0000060,0001006,0005330,0006753,0013515,001024,003,000,0512
0013305,0002689,0001092,0001281,0008957,0011091,0021912,001024,003,000,0512
0007054,0000712,0000050,0001005,0005140,0006211,0012744,001024,004,000,0512
0010630,0003221,0000972,0001384,0007665,0009007,0018425,001024,004,000,0512
0007504,0000761,0000041,0001006,0005260,0006683,0013315,001024,001,001,0512
0010380,0002785,0001022,0001301,0007634,0009097,0017553,001024,001,001,0512
0007494,0000762,0000050,0001006,0005260,0006683,0013305,001024,002,001,0512
0010720,0002804,0001022,0001301,0007795,0009387,0017974,001024,002,001,0512
0007614,0000811,0000060,0001006,0005330,0006753,0013496,001024,003,001,0512
0013044,0002720,0001082,0001282,0009287,0011101,0021661,001024,003,001,0512
0007043,0000702,0000050,0001005,0005139,0006202,0012724,001024,004,001,0512
0010770,0003217,0000962,0001386,0008145,0009257,0018695,001024,004,001,0512
0007514,0000761,0000041,0001006,0005260,0006683,0013325,001024,001,002,0512
0010520,0002786,0001032,0001304,0007644,0009237,0017653,001024,001,002,0512
0007494,0000761,0000041,0001006,0005260,0006683,0013295,001024,002,002,0512
0010379,0002814,0001012,0001311,0007624,0009188,0017743,001024,002,002,0512
0007625,0000812,0000060,0001006,0005330,0006753,0013516,001024,003,002,0512
0013175,0002701,0001092,0001281,0009327,0011291,0021701,001024,003,002,0512
0007093,0000732,0000041,0001005,0005150,0006222,0012795,001024,004,002,0512
0010850,0003241,0000972,0001390,0008085,0009147,0018885,001024,004,002,0512
