tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,         0,       0,    0.000012,    0.000000,    0.100942,    0.052992,    0.000910,    0.000353,    0.099771,    0.052479,         0,               0,000,000
000,         0,       0,    0.000012,    0.000000,    2.538103,    0.046505,    2.502405,    0.000132,    0.035542,    0.046249,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.370898,    0.030521,    2.336083,    0.000152,    0.034659,    0.030202,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.440973,    0.033758,    2.404119,    0.000076,    0.036707,    0.033598,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.329853,    0.030083,    2.297067,    0.000082,    0.032639,    0.029931,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.278733,    0.030115,    2.244397,    0.000110,    0.034205,    0.029887,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.220461,    0.032242,    2.162110,    0.000163,    0.058122,    0.031968,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.237332,    0.031060,    2.169075,    0.000159,    0.067993,    0.030785,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.384445,    0.081595,    2.352001,    0.000163,    0.032287,    0.081281,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.468115,    0.044318,    2.430944,    0.000263,    0.037001,    0.043897,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.197286,    0.029805,    2.163863,    0.000098,    0.033262,    0.029574,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.249067,    0.029346,    2.214556,    0.000165,    0.034368,    0.029033,         0,               0,000,000
000,         0,       0,    0.000012,    0.000000,    2.245435,    0.033639,    2.206340,    0.000170,    0.038984,    0.033306,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.359972,    0.042632,    2.313464,    0.000182,    0.046363,    0.042335,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.263441,    0.029740,    2.225908,    0.000193,    0.037355,    0.029428,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.232192,    0.029355,    2.197914,    0.000122,    0.034121,    0.029126,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.243535,    0.029161,    2.210917,    0.000157,    0.032428,    0.028886,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.367529,    0.030954,    2.334226,    0.000173,    0.033115,    0.030652,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.182124,    0.028057,    2.150260,    0.000106,    0.031722,    0.027796,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    2.160158,    0.032818,    2.120494,    0.000113,    0.039525,    0.032620,         0,               0,000,000
001,         0,       0,    0.000022,    0.000000,    0.211995,    0.044403,    0.153343,    0.000179,    0.058389,    0.044051,         0,               0,000,000
001,         0,       0,    0.000032,    0.000000,    2.516173,    0.036706,    2.481793,    0.000226,    0.034205,    0.036230,         0,               0,000,000
001,         0,       0,    0.000027,    0.000000,    2.382946,    0.059743,    2.330120,    0.000347,    0.052692,    0.059264,         0,               0,000,000
