lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0364718,0001375,0000071,0001046,0004559,0004439,0004528,0000000,001024,000,000,0001,02
0970241,0001976,0001623,0001391,0010330,0006583,0009367,0000000,001024,000,000,0001,02
0531310,0001550,0000070,0001086,0006753,0006121,0006713,0000000,001024,001,000,0001,02
0999999,0002968,0001213,0001748,0012714,0008596,0011642,0000000,001024,001,000,0001,02
0586704,0001608,0000060,0001097,0006933,0006882,0006903,0000000,001024,002,000,0001,02
0999999,0002972,0001723,0001883,0014487,0010320,0012594,0000000,001024,002,000,0001,02
0529586,0001549,0000070,0001081,0006773,0006131,0006742,0000000,001024,003,000,0001,02
0999999,0002633,0001473,0001733,0012634,0008526,0011011,0000000,001024,003,000,0001,02
0366932,0001376,0000071,0001045,0004579,0004409,0004548,0000000,001024,000,001,0001,02
0948890,0001957,0001633,0001378,0009658,0007414,0008756,0000000,001024,000,001,0001,02
0532722,0001551,0000070,0001085,0006783,0006081,0006752,0000000,001024,001,001,0001,02
0999999,0002707,0001292,0001747,0013656,0008125,0011422,0000000,001024,001,001,0001,02
0590822,0001611,0000061,0001098,0006933,0006863,0006893,0000000,001024,002,001,0001,02
0999999,0002938,0001563,0001859,0014207,0010279,0011772,0000000,001024,002,001,0001,02
0540307,0001557,0000070,0001085,0006723,0006071,0006682,0000000,001024,003,001,0001,02
0999999,0002770,0001563,0001757,0012223,0008336,0011252,0000000,001024,003,001,0001,02
0364578,0001372,0000150,0001044,0004519,0004408,0004489,0000000,001024,000,002,0001,02
0928822,0001942,0001713,0001376,0009668,0006503,0008556,0000000,001024,000,002,0001,02
0588037,0001608,0000080,0001097,0006993,0006873,0006953,0000000,001024,001,002,0001,02
0999999,0002943,0001042,0001860,0013716,0009628,0012013,0000000,001024,001,002,0001,02
0531269,0001550,0000061,0001086,0006793,0006102,0006763,0000000,001024,002,002,0001,02
0999999,0002763,0001212,0001767,0012824,0008095,0011371,0000000,001024,002,002,0001,02
0532702,0001551,0000070,0001081,0006772,0006091,0006733,0000000,001024,003,002,0001,02
