lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000180,0000030,3075692,0019717,0008997,0008566,0000014,001024,000,000,0032,01
0000000,0002815,0000381,9091271,0046387,0019617,0019406,0001678,001024,000,000,0032,01
0000000,0000180,0000030,3030737,0018464,0008947,0008516,0000062,001024,001,000,0032,01
0000000,0032442,0000271,9135775,0038342,0016741,0016020,0030398,001024,001,000,0032,01
0000000,0000180,0000030,4004077,0017843,0008436,0008005,0000061,001024,002,000,0032,01
0000000,0024226,0000281,9113483,0036940,0015169,0014818,0001101,001024,002,000,0032,01
0000000,0000180,0000030,4004057,0017854,0008446,0008005,0000061,001024,003,000,0032,01
0000000,0024836,0000290,9114564,0037069,0015009,0014828,0001069,001024,003,000,0032,01
0000000,0000180,0000040,3047158,0026290,0012924,0012473,0000017,001024,000,000,0128,01
0000000,0002294,0000441,9068208,0052258,0024395,0024155,0001246,001024,000,000,0128,01
0000000,0000171,0000030,3012273,0020148,0010189,0009728,0000070,001024,001,000,0128,01
0000000,0021811,0000251,9102963,0041177,0019797,0018394,0001074,001024,001,000,0128,01
0000000,0000171,0000030,3117661,0019827,0010009,0009538,0000069,001024,002,000,0128,01
0000000,0001853,0000250,9092133,0040666,0018444,0018235,0000778,001024,002,000,0128,01
0000000,0000171,0000030,4004087,0019827,0010009,0009538,0000069,001024,003,000,0128,01
0000000,0001829,0000251,9092914,0040797,0018104,0018415,0000742,001024,003,000,0128,01
0000000,0000171,0000030,4006662,0027963,0013896,0013485,0000021,001024,000,000,0512,01
0000000,0002046,0000350,9068188,0052679,0024837,0024807,0001025,001024,000,000,0512,01
0000000,0000171,0000030,3191860,0020288,0010319,0009849,0000071,001024,001,000,0512,01
0000000,0001556,0000250,9089047,0040967,0018735,0018364,0000620,001024,001,000,0512,01
0000000,0000171,0000030,3011832,0020469,0010419,0009969,0000072,001024,002,000,0512,01
0000000,0001671,0000241,9094808,0041227,0019627,0019316,0000697,001024,002,000,0512,01
0000000,0000171,0000030,4004027,0020298,0010319,0009848,0000071,001024,003,000,0512,01
0000000,0001601,0000250,9090740,0041097,0019065,0019005,0000655,001024,003,000,0512,01
