tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   3002185, 3002185,  406.980713
001,   3002167, 3002167,  412.906555
002,   3002176, 3002176,  414.893372
003,   3002175, 3002175,  420.353973
004,   3002177, 3002177,  433.324799
005,   3002171, 3002171,  431.722260
006,   3002178, 3002178,  432.832428
007,   3002176, 3002176,  424.336334
008,   3002173, 3002173,  410.089020
009,   3002175, 3002175,  405.218201
010,   3002177, 3002177,  391.589783
011,   3002174, 3002174,  421.583038
012,   3002176, 3002176,  433.286346
013,   3002172, 3002172,  434.407471
014,   3002178, 3002178,  554.256287
015,   3002176, 3002176,  533.519226
-------------------------------------------------------------------------------------------------------

RUN 1
000,   2892420, 2892420,  418.139984
001,   2892413, 2892413,  422.058014
002,   2892427, 2892427,  439.389099
003,   2892424, 2892424,  443.318665
004,   2892428, 2892428,  402.737305
005,   2892424, 2892424,  396.508423
006,   2892422, 2892422,  439.748627
007,   2892422, 2892422,  445.191986
008,   2892428, 2892428,  396.369995
009,   2892423, 2892423,  404.073334
010,   2892426, 2892426,  432.034912
011,   2892418, 2892418,  448.461548
012,   2892427, 2892427,  419.229401
013,   2892420, 2892420,  405.123413
014,   2892438, 2892438,  564.131104
015,   2892426, 2892426,  548.705933
-------------------------------------------------------------------------------------------------------

RUN 2
000,   2949613, 2949613,  425.853821
001,   2949598, 2949598,  448.037720
002,   2949606, 2949606,  421.528656
003,   2949600, 2949600,  426.388855
004,   2949598, 2949598,  415.322601
005,   2949596, 2949596,  410.147064
006,   2949605, 2949605,  455.806549
007,   2949598, 2949598,  457.463684
008,   2949605, 2949605,  396.018951
009,   2949595, 2949595,  397.332367
010,   2949600, 2949600,  425.730286
011,   2949598, 2949598,  427.038361
012,   2949593, 2949593,  397.249451
013,   2949594, 2949594,  400.689575
014,   2949611, 2949611,  576.395325
015,   2949603, 2949603,  541.052612
-------------------------------------------------------------------------------------------------------

RUN 3
000,   2993685, 2993685,  420.103912
001,   2993687, 2993687,  435.561615
002,   2993683, 2993683,  395.548920
003,   2993753, 2993753,  419.601501
004,   2993688, 2993688,  439.210999
005,   2993685, 2993685,  414.736694
006,   2993690, 2993690,  459.781982
007,   2993685, 2993685,  398.507935
008,   2993692, 2993692,  404.736420
009,   2993682, 2993682,  413.373718
010,   2993691, 2993691,  433.469421
011,   2993682, 2993682,  437.205231
012,   2993680, 2993680,  392.182312
013,   2993680, 2993680,  423.148163
014,   2993695, 2993695,  547.222595
015,   2993688, 2993688,  543.156860
-------------------------------------------------------------------------------------------------------

RUN 4
000,   2956230, 2956230,  427.738098
001,   2956221, 2956221,  417.610596
002,   2956230, 2956230,  386.395325
003,   2956231, 2956231,  430.629150
004,   2956226, 2956226,  433.715820
005,   2956222, 2956222,  412.187592
006,   2956227, 2956227,  407.533264
007,   2956227, 2956227,  394.222412
008,   2956222, 2956222,  408.131104
009,   2956221, 2956221,  457.834991
010,   2956219, 2956219,  433.244812
011,   2956223, 2956223,  429.993774
012,   2956223, 2956223,  435.095825
013,   2956221, 2956221,  430.615295
014,   2956233, 2956233,  562.736145
015,   2956230, 2956230,  505.058716
-------------------------------------------------------------------------------------------------------

