lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004348,0000301,0000050,0001003,0002906,0003437,0003366,0000000,001024,000,000,0512
0008817,0001007,0000311,0001028,0004549,0005080,0005090,0000000,001024,000,000,0512
0007143,0000311,0000051,0001006,0006092,0006723,0006562,0000000,001024,001,000,0512
0016692,0001016,0000331,0001029,0019397,0015158,0021631,0000000,001024,001,000,0512
0006462,0000361,0000070,0001005,0005080,0005861,0005410,0000000,001024,002,000,0512
0013516,0001012,0000381,0001039,0008486,0009208,0009007,0000000,001024,002,000,0512
0006733,0000311,0000050,0001005,0005200,0005831,0005741,0000000,001024,003,000,0512
0012944,0001012,0000321,0001033,0007184,0007865,0007865,0000000,001024,003,000,0512
0040686,0000311,0000050,0001037,0035668,0040236,0035016,0000000,001024,000,001,0512
0122952,0001122,0000350,0001226,0075623,0075262,0075072,0000000,001024,000,001,0512
0035788,0000301,0000050,0001026,0010410,0034785,0006022,0000000,001024,001,001,0512
0119195,0001121,0000361,0001249,0043663,0051167,0041949,0000000,001024,001,001,0512
0036238,0000361,0000070,0001031,0009839,0035597,0013495,0000000,001024,002,001,0512
0125185,0001124,0000401,0001220,0044974,0052328,0047128,0000000,001024,002,001,0512
0035887,0000321,0000050,0001026,0010880,0034915,0005991,0000000,001024,003,001,0512
0116861,0001114,0000341,0001251,0043863,0051447,0042541,0000000,001024,003,001,0512
0040797,0000300,0000050,0001037,0035608,0040346,0034715,0000000,001024,000,002,0512
0121238,0001120,0000370,0001227,0074821,0074361,0074431,0000000,001024,000,002,0512
0035918,0000311,0000050,0001026,0012384,0034906,0005992,0000000,001024,001,002,0512
0121089,0001122,0000341,0001248,0043833,0050966,0042220,0000000,001024,001,002,0512
0036168,0000361,0000070,0001031,0009889,0035527,0015549,0000000,001024,002,002,0512
0125576,0001124,0000401,0001218,0045175,0051848,0047530,0000000,001024,002,002,0512
0035527,0000321,0000050,0001026,0011080,0034556,0005961,0000000,001024,003,002,0512
0111731,0001116,0000341,0001251,0044023,0051086,0042270,0000000,001024,003,002,0512
