tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000,2211708928,    8436, 1760.908569,   20.000000,18073.787109,  160.908966,17944.595703,   18.220797,5531845525504.000000,  140.796951,  123.137909,  134.567184,       508,         1048576,000,000,000001
001, 629407744,    2400,  497.125702,   20.000000,18466.650391,   42.406261,18429.683594,    5.178447,4887543283712.000000,   36.771217,   35.183998,   35.150349,       145,         1048576,000,000,000001
002,2202271744,    8400, 1760.290283,   20.000000,18051.388672,  149.185532,17916.554688,   18.409496,5603827122176.000000,  129.216766,  128.423859,  123.565788,       529,         1048576,000,000,000001
003,3014918144,   11500, 2410.310547,   20.000000,14137.585938,  212.825699,13953.263672,   24.899897,2006074261504.000000,  185.750031,  176.600357,  178.445831,       730,         1048576,000,000,000001
004,2254700544,    8600, 1800.278564,   20.000000,18031.361328,  152.309540,17899.042969,   18.873106,5344446119936.000000,  131.792343,  126.163643,  125.851479,       520,         1048576,000,000,000001
005,3067346944,   11700, 2447.350586,   20.000000, 9710.873047,  224.350128, 9515.554688,   25.287094,1805022396416.000000,  196.766129,  186.497116,  188.303635,       768,         1048576,000,000,000001
006, 603193344,    2300,  481.198456,   20.000000,16264.371094,   41.073944,16229.128906,    5.053107,5002962665472.000000,   35.597660,   33.642719,   34.079868,       138,         1048576,000,000,000001
007,2438201344,    9300, 1935.489868,   20.000000, 7168.172363,  165.792572, 7024.715332,   20.074594,4530398822400.000000,  144.020493,  136.850510,  137.706116,       564,         1048576,000,000,000001
008, 105119744,     400,   83.518494,   20.000000,18888.365234,    7.204695,18882.142578,    0.888698,7219503955968.000000,    6.239055,    5.882771,    5.917051,        24,         1048576,000,000,000001
009,  78905344,     300,   64.626846,   20.000000,12290.166016,    5.404382,12285.500977,    0.691821,7336162754560.000000,    4.657127,    4.410629,    4.433899,        18,         1048576,000,000,000001
010,1232338944,    4700,  978.983459,   20.000000, 8306.108398,   83.838043, 8233.561523,   10.239353,2203156480000.000000,   72.760109,   68.764450,   69.199669,       282,         1048576,000,000,000001
011,1258553344,    4800, 1008.487793,   20.000000, 8225.215820,   86.391998, 8150.528809,   10.489750,2088958951424.000000,   74.982590,   70.799698,   71.324074,       290,         1048576,000,000,000001
012,2228486144,    8500, 1782.609375,   20.000000,17992.175781,  161.218521,17846.341797,   18.802713,5526883139584.000000,  140.838623,  138.299469,  133.970154,       567,         1048576,000,000,000001
013,  78905344,     300,   63.391605,   20.000000,12191.264648,    5.598420,12186.363281,    0.660323,7337403744256.000000,    4.880603,    4.626431,    4.650635,        19,         1048576,000,000,000001
014,  55312384,     210,   45.004852,   20.000000,18933.226562,    4.423388,18929.582031,    0.483282,7442894159872.000000,    3.900768,    3.430947,    3.710609,        14,         1048576,000,000,000001
015,  52690944,     200,   42.218781,   20.000000,16766.763672,    3.565843,16763.640625,    0.444858,7452822601728.000000,    3.083272,    2.927757,    2.934198,        12,         1048576,000,000,000001
000, 367263744,    1400,  291.610962,   20.000000,19275.718750,   25.373114,19253.511719,    3.019687,6056608006144.000000,   22.036430,   21.171968,   21.051935,        87,         1048576,000,001,000001
001,3565420544,   13600, 2836.773438,   20.000000,12432.564453,  240.639999,12224.295898,   29.387220,7193675431936.000000,  208.662506,  198.609360,  199.492340,       817,         1048576,000,001,000001
002, 314834944,    1200,  250.205948,   20.000000,19344.955078,   21.193663,19326.580078,    2.616802,6286203158528.000000,   18.349554,   17.468477,   17.547424,        72,         1048576,000,001,000001
003,3591634944,   13700, 2855.320068,   20.000000,12386.526367,  244.872803,12175.458008,   29.674299,7093148450816.000000,  212.628830,  202.305847,  204.359970,       836,         1048576,000,001,000001
004,4587782144,   17500, 3663.236328,   20.000000,15526.923828,  321.458252,15248.604492,   38.499634,2698441392128.000000,  279.646637,  265.493988,  267.422791,      1095,         1048576,000,001,000001
005, 209977344,     800,  169.436523,   20.000000,19794.107422,   15.181561,19780.902344,    1.741287,6757809651712.000000,   13.282359,   12.595660,   12.715082,        52,         1048576,000,001,000001
006, 241696768,     921,  193.195847,   20.000000, 1962.131226,   16.606373, 1947.905518,    2.031029,6612613332992.000000,   14.406070,   13.571328,   13.765915,        56,         1048576,000,001,000001
007,  26476544,     100,   21.123644,   20.000000, 2198.615234,    1.784948, 2197.067139,    0.215429,7569482448896.000000,    1.551231,    1.477588,    1.481079,         6,         1048576,000,001,000001
008, 183762944,     700,  146.540161,   20.000000,19770.556641,   12.615048,19759.740234,    1.560440,6869508161536.000000,   10.918707,   10.244343,   10.360732,        42,         1048576,000,001,000001
009,1337196544,    5100, 1068.144653,   20.000000,18323.146484,   99.516251,18236.365234,   11.304810,1776076980224.000000,   87.303505,   82.360634,   83.081772,       338,         1048576,000,001,000001
010,3565420544,   13600, 2854.036621,   20.000000,12344.478516,  262.150787,12115.330078,   29.818068,7286756474880.000000,  229.900421,  217.330307,  218.672089,       892,         1048576,000,001,000001
011,1625554944,    6200, 1305.595459,   20.000000,18529.070312,  117.040504,18427.273438,   13.584833,482870624256.000000,  102.264458,   96.568718,   97.281570,       396,         1048576,000,001,000001
012, 314834944,    1200,  254.080032,   20.000000,19364.070312,   21.585264,19345.550781,    2.719672,6286206828544.000000,   18.640160,   17.541643,   17.692026,        72,         1048576,000,001,000001
013, 200278016,     763,  162.375443,   20.000000,19819.361328,   14.431770,19807.003906,    1.690756,6798765457408.000000,   12.594836,   11.737224,   11.996926,        48,         1048576,000,001,000001
014,1337196544,    5100, 1066.977783,   20.000000,18379.853516,   91.247841,18300.558594,   11.026954,1738844143616.000000,   79.299789,   75.070290,   75.463882,       308,         1048576,000,001,000001
015,  26476544,     100,   20.665741,   20.000000, 2173.851562,    2.043782, 2172.067627,    0.216157,7570723438592.000000,    1.809204,    1.694452,    1.724786,         7,         1048576,000,001,000001
000, 708050944,    2700,  569.042786,   20.000000,19374.169922,   48.496731,19332.462891,    5.914257,4538682572800.000000,   41.964252,   39.707172,   40.132786,       164,         1048576,000,002,000001
001,1179910144,    4500,  940.127258,   20.000000,16020.987305,   79.826385,15952.139648,    9.750915,2436305780736.000000,   69.224037,   65.588287,   66.158417,       270,         1048576,000,002,000001
002,2883846144,   11000, 2298.989502,   20.000000,15149.493164,  195.670990,14971.986328,   23.839993,2585171853312.000000,  169.779999,  169.121796,  162.393417,       697,         1048576,000,002,000001
003, 655622144,    2500,  522.704346,   20.000000,12252.242188,   44.487492,12213.582031,    5.423975,4773282054144.000000,   38.594738,   37.068687,   37.115292,       153,         1048576,000,002,000001
004,  52690944,     200,   44.464439,   20.000000,12786.347656,    3.834959,12783.049805,    0.469300,7454056775680.000000,    3.326123,    3.149250,    3.186606,        13,         1048576,000,002,000001
005, 681836544,    2600,  542.244507,   20.000000,19348.525391,   52.074978,19308.544922,    5.651587,4654106148864.000000,   45.913494,   38.115185,   43.928185,       157,         1048576,000,002,000001
006,  52690944,     200,   42.288593,   20.000000,12686.763672,    3.519802,12683.744141,    0.434749,7452815785984.000000,    3.048243,    2.884542,    2.925276,        12,         1048576,000,002,000001
007,1206124544,    4600,  956.034546,   20.000000,15978.818359,   81.533417,15901.569336,    9.916048,2354393382912.000000,   70.782524,   73.626007,   67.695045,       304,         1048576,000,002,000001
008, 684982272,    2612,  551.622314,   20.000000,19396.792969,   47.129238,19356.314453,    5.822962,4637971709952.000000,   40.788086,   38.322422,   38.697121,       157,         1048576,000,002,000001
009,  52690944,     200,   41.281887,   20.000000,12662.743164,    3.570370,12659.389648,    0.446996,7454056775680.000000,    3.088161,    3.175820,    2.939709,        13,         1048576,000,002,000001
010,2805202944,   10700, 2269.930908,   20.000000,15195.050781,  202.843628,15021.801758,   23.524670,2928959291392.000000,  177.314667,  164.135941,  168.611282,       674,         1048576,000,002,000001
011,3486777344,   13300, 2783.136719,   20.000000,16936.517578,  244.199310,16721.759766,   29.041220,7588029136896.000000,  212.621078,  203.656815,  202.308167,       835,         1048576,000,002,000001
012,1782841344,    6800, 1418.630127,   20.000000,11210.776367,  137.754227,11105.950195,   14.757031,7439191638016.000000,  121.731628,   99.412392,  115.772690,       408,         1048576,000,002,000001
013,1153695744,    4400,  922.909363,   20.000000,16062.819336,   78.667114,15990.718750,    9.796888,2574067695616.000000,   68.039742,   68.441422,   64.851196,       281,         1048576,000,002,000001
014,3408134144,   13000, 2729.728271,   20.000000,14723.136719,  239.561279,14516.216797,   28.023256,235772887040.000000,  209.177994,  196.015060,  199.046631,       804,         1048576,000,002,000001
015, 655622144,    2500,  523.317810,   20.000000,12225.754883,   44.904106,12181.569336,    5.465414,4796862955520.000000,   38.972939,   41.839325,   37.075298,       172,         1048576,000,002,000001
