tid,lock_impl_time(ms)
RUN 0
001, 18802.023
002, 18857.502
003, 18822.453
004, 18801.281
005, 18771.686
006, 18904.348
009, 18808.719
007, 18871.754
008, 18761.109
010, 18776.609
011, 18808.826
013, 18875.264
012, 18788.072
014, 18924.779
015, 18754.766
016, 18877.742
017, 18762.902
018, 18813.178
019, 18801.822
020, 18891.852
021, 18779.811
023, 18821.850
022, 18780.012
024, 18806.479
025, 18787.680
026, 18851.006
027, 18738.324
028, 18891.549
029, 18691.092
-----------------------------------------------------------------------------------------------

RUN 1
001, 18821.062
002, 18823.961
003, 18769.590
004, 18877.914
005, 18830.859
006, 18887.352
009, 18714.291
007, 18872.102
008, 18730.777
010, 18790.260
011, 18767.738
013, 18786.732
012, 18719.709
014, 18850.674
015, 18737.252
016, 18865.643
017, 18911.068
018, 18886.623
019, 18842.082
020, 18928.805
021, 18710.852
023, 18873.672
022, 18842.551
024, 18832.555
025, 18726.488
026, 18861.156
027, 18848.146
028, 18834.232
029, 18671.387
-----------------------------------------------------------------------------------------------

RUN 2
001, 18784.408
002, 18867.998
003, 18719.176
004, 18885.711
005, 18845.010
006, 18898.164
009, 18883.037
007, 18896.436
008, 18777.719
010, 18838.203
011, 18719.859
013, 18888.795
012, 18802.365
014, 18832.580
015, 18729.104
016, 18850.248
017, 18709.047
018, 18870.211
019, 18786.002
020, 18905.043
021, 18761.854
023, 18837.377
022, 18741.373
024, 18802.256
025, 18787.861
026, 18880.293
027, 18793.779
028, 18866.062
029, 18751.412
-----------------------------------------------------------------------------------------------

RUN 3
001, 18784.666
002, 18843.961
003, 18836.711
004, 18829.141
005, 18840.553
006, 18892.354
009, 18726.607
007, 18921.635
008, 18759.184
010, 18843.053
011, 18733.631
013, 18883.680
012, 18798.217
014, 18784.215
015, 18763.229
016, 18891.621
017, 18805.957
018, 18904.941
019, 18798.857
020, 18845.912
021, 18800.877
023, 18855.045
022, 18748.557
024, 18878.814
025, 18735.715
026, 18813.613
027, 18787.557
028, 18799.070
029, 18785.045
-----------------------------------------------------------------------------------------------

RUN 4
001, 18769.873
002, 18902.738
003, 18750.127
004, 18908.973
005, 18798.572
006, 18852.674
009, 18764.383
007, 18915.496
008, 18726.221
010, 18786.830
011, 18721.816
013, 18917.043
012, 18793.570
014, 18866.771
015, 18736.605
016, 18873.045
017, 18714.996
018, 18809.041
019, 18813.762
020, 18881.156
021, 18826.773
023, 18814.713
022, 18782.395
024, 18846.262
025, 18767.447
026, 18829.180
027, 18793.240
028, 18863.547
029, 18767.350
-----------------------------------------------------------------------------------------------

