tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.001367,       0.000,    0.002267,    0.000860,             256
000,        32,       1,    0.002880,       0.000,    0.001260,    0.002247,             512
000,        64,       1,    0.002020,       0.000,    0.008787,    0.000907,            1024
000,       128,       1,    0.002540,       0.000,    0.015787,    0.000560,            2048
000,       256,       1,    0.004060,       0.000,    0.056447,    0.000160,            4096
000,       512,       1,    0.008740,       0.000,    0.169947,    0.000620,            8192
000,      1024,       1,    0.016173,       0.001,    0.429020,    0.000733,           16384
000,      2048,       1,    0.032707,       0.001,    0.000733,    0.000353,           32768
000,      4096,       1,    0.061434,       0.002,    0.031881,    0.000349,           65536
000,      8192,       1,    0.117325,       0.004,    0.138406,    0.000503,          131072
000,     16384,       1,    0.227742,       0.007,    4.032497,    0.000388,          262144
000,     32768,       1,    0.296083,       0.011,    4.232239,    0.000707,          524288
000,     65536,       1,    0.563007,       0.019,   17.587812,    0.000743,         1048576
000,    131072,       1,    1.056637,       0.036,   21.769440,    0.000723,         2097152
000,    262144,       1,    2.167873,       0.071,   39.174366,    0.000837,         4194304
000,    524288,       1,    3.995387,       0.131,  123.507294,    0.000883,         8388608
000,   1048576,       1,    7.992320,       0.260,  146.918671,    0.000853,        16777216
001,        16,       1,    0.001340,       0.000,    0.002173,    0.000813,             256
001,        32,       1,    0.000947,       0.000,    0.000827,    0.000400,             512
001,        64,       1,    0.001680,       0.000,    0.005313,    0.000607,            1024
001,       128,       1,    0.002400,       0.000,    0.012033,    0.000427,            2048
001,       256,       1,    0.004067,       0.000,    0.040627,    0.000167,            4096
001,       512,       1,    0.007913,       0.000,    0.162200,    0.000173,            8192
001,      1024,       1,    0.015767,       0.001,    0.400287,    0.000333,           16384
001,      2048,       1,    0.031187,       0.001,    0.697353,    0.000340,           32768
001,      4096,       1,    0.062100,       0.002,    1.487740,    0.000480,           65536
001,      8192,       1,    0.099290,       0.004,    2.823092,    0.000800,          131072
001,     16384,       1,    0.203895,       0.007,    3.309470,    0.000445,          262144
001,     32768,       1,    0.346404,       0.011,    2.022440,    0.000528,          524288
001,     65536,       1,    0.669162,       0.019,    2.823979,    0.000707,         1048576
001,    131072,       1,    0.983917,       0.036,   27.631836,    0.000510,         2097152
001,    262144,       1,    2.014357,       0.071,   30.953573,    0.000443,         4194304
001,    524288,       1,    4.030704,       0.131,    9.667633,    0.000813,         8388608
001,   1048576,       1,    7.962523,       0.260,    8.097520,    0.000743,        16777216
002,        16,       1,    0.000989,       0.000,    0.004178,    0.000560,             256
002,        32,       1,    0.000880,       0.000,    0.001582,    0.000308,             512
002,        64,       1,    0.001228,       0.000,    0.010841,    0.000177,            1024
002,       128,       1,    0.002246,       0.000,    0.014400,    0.000332,            2048
002,       256,       1,    0.004308,       0.000,    0.028812,    0.000560,            4096
002,       512,       1,    0.007343,       0.000,    0.123766,    0.000148,            8192
002,      1024,       1,    0.014669,       0.001,    0.315108,    0.000429,           16384
002,      2048,       1,    0.028702,       0.001,    0.444509,    0.000285,           32768
002,      4096,       1,    0.057087,       0.002,    0.764371,    0.000297,           65536
002,      8192,       1,    0.124119,       0.004,    1.500463,    0.000907,          131072
002,     16384,       1,    0.231733,       0.007,    3.088033,    0.000927,          262144
002,     32768,       1,    0.336063,       0.011,    2.723004,    0.000528,          524288
002,     65536,       1,    0.691312,       0.019,    3.492183,    0.000415,         1048576
002,    131072,       1,    0.984337,       0.036,   34.550415,    0.000490,         2097152
002,    262144,       1,    1.997267,       0.071,   24.618227,    0.000767,         4194304
002,    524288,       1,    3.935507,       0.132,   79.549126,    0.000613,         8388608
002,   1048576,       1,    7.941073,       0.260,  203.773010,    0.000850,        16777216
003,        16,       1,    0.002160,       0.000,    0.006669,    0.000630,             256
003,        32,       1,    0.000977,       0.000,    0.005023,    0.000373,             512
003,        64,       1,    0.001411,       0.000,    0.013754,    0.000433,            1024
003,       128,       1,    0.002611,       0.000,    0.021926,    0.000679,            2048
003,       256,       1,    0.003920,       0.000,    0.053532,    0.000320,            4096
003,       512,       1,    0.007697,       0.000,    0.178988,    0.000525,            8192
003,      1024,       1,    0.014623,       0.001,    0.413908,    0.000371,           16384
003,      2048,       1,    0.030160,       0.001,    0.609333,    0.000515,           32768
003,      4096,       1,    0.057698,       0.002,    1.374326,    0.000800,           65536
003,      8192,       1,    0.114281,       0.004,    1.622822,    0.000577,          131072
003,     16384,       1,    0.244000,       0.007,    0.878560,    0.000566,          262144
003,     32768,       1,    0.335196,       0.011,    1.330735,    0.000508,          524288
003,     65536,       1,    0.606140,       0.019,    5.426784,    0.000560,         1048576
003,    131072,       1,    1.182483,       0.036,    4.585677,    0.000653,         2097152
003,    262144,       1,    3.562695,       0.071,    4.942325,    0.000725,         4194304
003,    524288,       1,    5.254464,       0.131,   17.732880,    0.000807,         8388608
003,   1048576,       1,    8.038920,       0.260,   49.647999,    0.000890,        16777216
004,        16,       1,    0.000725,       0.000,    0.018165,    0.000365,             256
004,        32,       1,    0.000590,       0.000,    0.017295,    0.000185,             512
004,        64,       1,    0.001785,       0.000,    0.018740,    0.001030,            1024
004,       128,       1,    0.001590,       0.000,    0.028140,    0.000105,            2048
004,       256,       1,    0.002207,       0.000,    0.052200,    0.000080,            4096
004,       512,       1,    0.004690,       0.000,    0.121180,    0.000423,            8192
004,      1024,       1,    0.008717,       0.001,    0.200303,    0.000310,           16384
004,      2048,       1,    0.016957,       0.001,    0.233313,    0.000163,           32768
004,      4096,       1,    0.035807,       0.002,    0.220707,    0.000337,           65536
004,      8192,       1,    0.068890,       0.004,    0.068017,    0.000203,          131072
004,     16384,       1,    0.134663,       0.007,    6.108356,    0.000333,          262144
004,     32768,       1,    0.269393,       0.011,    5.528996,    0.000683,          524288
004,     65536,       1,    0.615720,       0.019,   12.554397,    0.000767,         1048576
004,    131072,       1,    1.148677,       0.036,   13.317436,    0.000880,         2097152
004,    262144,       1,    2.008553,       0.071,   32.967232,    0.000773,         4194304
004,    524288,       1,    4.071287,       0.132,   87.557709,    0.000833,         8388608
004,   1048576,       1,    8.736683,       0.260,  154.910294,    0.000830,        16777216
005,        16,       1,    0.001153,       0.000,    0.004880,    0.000685,             256
005,        32,       1,    0.000732,       0.000,    0.000993,    0.000228,             512
005,        64,       1,    0.001268,       0.000,    0.001914,    0.000326,            1024
005,       128,       1,    0.002182,       0.000,    0.021938,    0.000267,            2048
005,       256,       1,    0.003550,       0.000,    0.057595,    0.000170,            4096
005,       512,       1,    0.008205,       0.000,    0.215670,    0.000755,            8192
005,      1024,       1,    0.014075,       0.001,    0.326770,    0.000420,           16384
005,      2048,       1,    0.027870,       0.001,    0.528480,    0.000470,           32768
005,      4096,       1,    0.056150,       0.002,    0.925140,    0.000415,           65536
005,      8192,       1,    0.110410,       0.004,    1.140705,    0.000495,          131072
005,     16384,       1,    0.211505,       0.007,    5.897280,    0.000545,          262144
005,     32768,       1,    0.288520,       0.011,    7.816693,    0.000527,          524288
005,     65536,       1,    0.571923,       0.019,   10.156000,    0.000480,         1048576
005,    131072,       1,    1.046907,       0.036,    5.767280,    0.000513,         2097152
005,    262144,       1,    3.046300,       0.071,    8.505424,    0.000610,         4194304
005,    524288,       1,    3.936500,       0.131,  127.503082,    0.000583,         8388608
005,   1048576,       1,    8.010660,       0.260,   57.681866,    0.000757,        16777216
006,        16,       1,    0.001091,       0.000,    0.005372,    0.000617,             256
006,        32,       1,    0.000738,       0.000,    0.000720,    0.000234,             512
006,        64,       1,    0.001235,       0.000,    0.002753,    0.000297,            1024
006,       128,       1,    0.002115,       0.000,    0.011251,    0.000291,            2048
006,       256,       1,    0.003942,       0.000,    0.038287,    0.000336,            4096
006,       512,       1,    0.007738,       0.000,    0.150102,    0.000589,            8192
006,      1024,       1,    0.014509,       0.001,    0.460812,    0.000263,           16384
006,      2048,       1,    0.028777,       0.001,    0.639668,    0.000297,           32768
006,      4096,       1,    0.057331,       0.002,    1.550412,    0.000433,           65536
006,      8192,       1,    0.114018,       0.004,    2.496502,    0.000457,          131072
006,     16384,       1,    0.227577,       0.007,    2.179943,    0.000422,          262144
006,     32768,       1,    0.335528,       0.011,    9.087839,    0.001177,          524288
006,     65536,       1,    0.514150,       0.019,   18.150141,    0.000587,         1048576
006,    131072,       1,    1.032703,       0.036,   17.586901,    0.000447,         2097152
006,    262144,       1,    2.218850,       0.071,   36.955212,    0.000490,         4194304
006,    524288,       1,    4.005794,       0.131,   75.542671,    0.000847,         8388608
006,   1048576,       1,    7.908854,       0.260,  106.180290,    0.000830,        16777216
007,        16,       1,    0.001028,       0.000,    0.002617,    0.000572,             256
007,        32,       1,    0.000864,       0.000,    0.025159,    0.000338,             512
007,        64,       1,    0.001177,       0.000,    0.000761,    0.000234,            1024
007,       128,       1,    0.002378,       0.000,    0.009497,    0.000544,            2048
007,       256,       1,    0.004714,       0.000,    0.012794,    0.000765,            4096
007,       512,       1,    0.007772,       0.000,    0.091629,    0.000601,            8192
007,      1024,       1,    0.014542,       0.001,    0.473965,    0.000279,           16384
007,      2048,       1,    0.029108,       0.001,    0.580234,    0.000498,           32768
007,      4096,       1,    0.057200,       0.002,    1.431046,    0.000359,           65536
007,      8192,       1,    0.114033,       0.004,    2.383046,    0.000439,          131072
007,     16384,       1,    0.175158,       0.007,    1.596168,    0.000505,          262144
007,     32768,       1,    0.359448,       0.011,    0.356257,    0.000488,          524288
007,     65536,       1,    0.660876,       0.019,   11.266278,    0.000577,         1048576
007,    131072,       1,    0.984783,       0.036,   20.785770,    0.000560,         2097152
007,    262144,       1,    1.979983,       0.071,   34.975590,    0.000487,         4194304
007,    524288,       1,    3.979290,       0.131,  115.591721,    0.001030,         8388608
