lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001036,0000160,0001031,0012663,0003928,0005300,0000030,001024,000,000,0004,01
0000000,0002877,0001142,0002506,0023093,0015068,0009127,0001980,001024,000,000,0004,01
0000000,0001040,0000160,0001030,0015411,0006940,0006309,0000038,001024,001,000,0004,01
0000000,0002554,0000490,0002244,0055246,0020919,0024433,0001688,001024,001,000,0004,01
0000000,0001039,0000160,0001028,0017541,0007337,0006415,0000040,001024,002,000,0004,01
0000000,0002606,0000441,0002232,0060844,0018915,0026292,0001706,001024,002,000,0004,01
0000000,0001039,0000160,0001029,0017543,0007323,0006442,0000040,001024,003,000,0004,01
0000000,0002574,0000431,0002229,0060965,0018755,0026309,0001691,001024,003,000,0004,01
0000000,0001025,0000160,0001022,0012534,0003837,0005259,0000026,001024,000,001,0004,01
0000000,0003999,0001213,0002976,0024396,0014718,0009748,0002861,001024,000,001,0004,01
0000000,0001029,0000160,0001021,0014705,0006931,0006111,0000031,001024,001,001,0004,01
0000000,0003535,0000441,0002605,0054054,0021116,0023350,0002449,001024,001,001,0004,01
0000000,0001028,0000160,0001020,0017253,0007193,0006292,0000032,001024,002,001,0004,01
0000000,0003544,0000451,0002637,0058410,0019016,0025358,0002440,001024,002,001,0004,01
0000000,0001028,0000160,0001021,0017255,0007185,0006312,0000032,001024,003,001,0004,01
0000000,0003655,0000471,0002614,0057896,0018708,0025041,0002521,001024,003,001,0004,01
0000000,0000311,0000050,0001005,0010520,0010099,0005250,0000020,001024,000,000,0032,01
0000000,0001662,0000441,0001483,0023114,0031670,0011392,0000922,001024,000,000,0032,01
0000000,0000321,0000060,0001013,0033934,0016050,0019757,0000053,001024,001,000,0032,01
0000000,0001551,0000441,0001460,0081814,0035777,0038232,0000886,001024,001,000,0032,01
0000000,0000330,0000060,0001012,0031320,0015820,0018104,0000049,001024,002,000,0032,01
0000000,0001629,0000431,0001456,0078118,0036449,0037251,0000937,001024,002,000,0032,01
0000000,0000320,0000060,0001011,0028413,0015169,0016291,0000045,001024,003,000,0032,01
0000000,0001616,0000431,0001460,0072185,0036358,0033933,0000930,001024,003,000,0032,01
0000000,0000732,0000050,0001005,0010580,0009868,0005269,0000018,001024,000,001,0032,01
0000000,0001906,0001463,0001550,0023093,0029836,0011532,0000836,001024,000,001,0032,01
0000000,0000311,0000060,0001013,0034505,0015940,0019647,0000045,001024,001,001,0032,01
0000000,0001736,0000451,0001570,0080131,0034064,0037330,0000725,001024,001,001,0032,01
0000000,0000320,0000060,0001012,0029265,0015139,0016501,0000037,001024,002,001,0032,01
0000000,0001872,0000470,0001571,0071144,0034495,0032531,0000824,001024,002,001,0032,01
0000000,0000311,0000051,0001012,0029476,0015158,0016682,0000037,001024,003,001,0032,01
0000000,0001912,0000440,0001577,0072036,0034495,0032992,0000845,001024,003,001,0032,01
0000000,0000712,0000050,0001003,0010460,0012333,0005270,0000016,001024,000,000,0128,01
0000000,0001651,0001273,0001539,0022873,0031920,0012623,0000591,001024,000,000,0128,01
0000000,0000310,0000050,0001012,0036238,0018685,0022573,0000040,001024,001,000,0128,01
0000000,0001535,0000420,0001425,0081022,0036368,0038542,0000513,001024,001,000,0128,01
0000000,0000301,0000050,0001012,0032300,0017834,0019727,0000036,001024,002,000,0128,01
0000000,0001539,0000420,0001441,0072907,0037992,0034936,0000518,001024,002,000,0128,01
0000000,0000310,0000050,0001012,0031309,0017623,0019066,0000035,001024,003,000,0128,01
0000000,0001547,0000401,0001440,0070813,0038102,0033523,0000524,001024,003,000,0128,01
0000000,0000711,0000050,0001003,0010499,0012383,0005270,0000016,001024,000,001,0128,01
0000000,0001624,0001252,0001503,0020829,0031920,0011111,0000559,001024,000,001,0128,01
0000000,0000310,0000050,0001013,0036568,0018665,0022753,0000039,001024,001,001,0128,01
0000000,0001456,0000411,0001371,0081563,0036699,0038763,0000444,001024,001,001,0128,01
0000000,0000301,0000050,0001012,0032962,0017804,0020138,0000037,001024,002,001,0128,01
0000000,0001467,0000410,0001378,0073087,0038553,0034956,0000450,001024,002,001,0128,01
0000000,0000310,0000050,0001012,0032822,0017804,0020038,0000036,001024,003,001,0128,01
0000000,0001480,0000411,0001379,0072727,0038523,0034695,0000456,001024,003,001,0128,01
