lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0005360,0001004,0000030,0001002,0003677,0002996,0003646,0000000,001024,000,000,0001,02
0124454,0001124,0001132,0001004,0007234,0003707,0006913,0000000,001024,000,000,0001,02
0005130,0001004,0000030,0001002,0003697,0002956,0003667,0000000,001024,000,001,0001,02
0127209,0001127,0001032,0001004,0006903,0003717,0006583,0000000,001024,000,001,0001,02
0005019,0001004,0000030,0001002,0003787,0002965,0003747,0000000,001024,000,002,0001,02
0121969,0001122,0001022,0001004,0007193,0003727,0006813,0000000,001024,000,002,0001,02
0004077,0000321,0000030,0001002,0003927,0003006,0003887,0000000,001024,000,000,0032,02
0009939,0001008,0000581,0001004,0006031,0004018,0005811,0000000,001024,000,000,0032,02
0004058,0000321,0000030,0001002,0003858,0003006,0003827,0000000,001024,000,001,0032,02
0009969,0001008,0000581,0001004,0006021,0004017,0005821,0000000,001024,000,001,0032,02
0004057,0000320,0000030,0001002,0003977,0003006,0003938,0000000,001024,000,002,0032,02
0009888,0001008,0000571,0001004,0006062,0004008,0005851,0000000,001024,000,002,0032,02
0004117,0000320,0000030,0001002,0003727,0003046,0003687,0000000,001024,000,000,0128,02
0009268,0001007,0000531,0001004,0006081,0004177,0005861,0000000,001024,000,000,0128,02
0004088,0000311,0000030,0001002,0003557,0003026,0003527,0000000,001024,000,001,0128,02
0009157,0001007,0000541,0001004,0005972,0004128,0005761,0000000,001024,000,001,0128,02
0004138,0000320,0000030,0001002,0003737,0003055,0003697,0000000,001024,000,002,0128,02
0009258,0001007,0000451,0001004,0006061,0004168,0005851,0000000,001024,000,002,0128,02
0004178,0000320,0000030,0001002,0003757,0003085,0003727,0000000,001024,000,000,0512,02
0008547,0001005,0000320,0001004,0006092,0004188,0005881,0000000,001024,000,000,0512,02
0004167,0000320,0000030,0001002,0003937,0003086,0003897,0000000,001024,000,001,0512,02
0008416,0001005,0000320,0001004,0006032,0004208,0005800,0000000,001024,000,001,0512,02
0004108,0000320,0000030,0001002,0003547,0003056,0003517,0000000,001024,000,002,0512,02
0008607,0001005,0000321,0001004,0006081,0004178,0005821,0000000,001024,000,002,0512,02
