tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000,6553862144,   25000, 7074.660645,   20.000000, 6467.289551, 6445.697754,    3.578279,    7.180692, 6459.312012, 6433.263184, 6149.909668, 6123.811035,     25000,         1048576,000,000,000001
000,6553337856,   24998, 7072.866211,   20.000000, 6462.961426, 6451.602051,    3.552268,    7.155961, 6455.470215, 6439.288086, 6146.514160, 6127.757812,     24999,         1048576,000,001,000001
000,6552551424,   24995, 7073.367676,   20.000000, 6463.498047, 6450.619629,    3.547402,    7.154343, 6455.997559, 6438.289062, 6147.092285, 6125.303711,     24996,         1048576,000,002,000001
000,6554124288,   25001, 7068.823730,   20.000000, 6466.648438, 6452.335449,    3.539284,    7.147788, 6458.991699, 6439.999512, 6149.468750, 6127.619141,     25001,         1048576,000,003,000001
000,6553600000,   24999, 7073.142090,   20.000000, 6464.891113, 6450.097656,    3.545098,    7.154092, 6457.061523, 6437.766602, 6148.566406, 6126.478516,     24999,         1048576,000,004,000001
000,6545997824,   24970, 7083.916016,   20.000000, 6464.469727, 6438.964844,   10.981518,    9.919771, 6449.197754, 6423.819336, 6137.108398, 6115.060059,     24970,         1048576,000,000,000128
000,6542852096,   24958, 7093.276367,   20.000000, 6459.050781, 6434.553223,    9.074186,    9.868205, 6445.979492, 6419.454102, 6133.541504, 6110.688477,     24959,         1048576,000,001,000128
000,6546259968,   24971, 7091.824707,   20.000000, 6461.682129, 6433.620117,    8.580465,    9.911188, 6449.126465, 6418.532715, 6137.191895, 6110.588379,     24972,         1048576,000,002,000128
000,6547308544,   24975, 7083.388184,   20.000000, 6463.900391, 6439.947266,    8.535508,    9.946936, 6451.437012, 6424.756836, 6139.132324, 6116.445312,     24976,         1048576,000,003,000128
000,6544949248,   24966, 7089.781738,   20.000000, 6461.648438, 6435.883301,    8.572494,    9.972649, 6448.395508, 6420.709961, 6136.066406, 6112.373535,     24967,         1048576,000,004,000128
000,6528172032,   24902, 7041.213379,   20.000000, 6490.858398, 6454.833008,   26.618280,   16.639687, 6460.335938, 6432.887695, 6132.208984, 6111.655762,     24903,         1048576,000,000,000512
000,6543114240,   24959, 7068.059082,   20.000000, 6475.152832, 6444.326172,   19.021894,   16.672646, 6451.899902, 6422.357910, 6135.493652, 6113.800781,     24959,         1048576,000,001,000512
000,6542327808,   24956, 7069.241211,   20.000000, 6473.868164, 6444.410156,   17.216164,   16.601721, 6452.481934, 6422.501953, 6136.573242, 6113.680664,     24957,         1048576,000,002,000512
000,6544162816,   24963, 7063.787109,   20.000000, 6475.450195, 6448.250000,   17.244673,   16.646414, 6454.285156, 6426.298340, 6136.993164, 6116.894531,     24964,         1048576,000,003,000512
000,6544162816,   24963, 7072.625000,   20.000000, 6472.070312, 6443.131836,   17.256744,   16.640127, 6450.593750, 6421.126953, 6134.960938, 6112.898438,     24963,         1048576,000,004,000512
