lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000621,0000050,0001019,0019346,0020438,0040466,0000035,001024,000,000,16384
0000000,0003324,0000802,0001028,0028544,0028884,0067077,0001200,001024,000,000,16384
