tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   2754132, 2754132,  433.388672
001,   2754130, 2754130,  443.068359
002,   2754159, 2754159,  444.555328
003,   2754157, 2754157,  452.310120
004,   2754157, 2754157,  448.791046
005,   2754164, 2754164,  439.334106
006,   2754160, 2754160,  443.306152
007,   2754163, 2754163,  458.345612
008,   2754164, 2754164,  429.303131
009,   2754163, 2754163,  435.435669
010,   2754158, 2754158,  464.255615
011,   2754161, 2754161,  440.278320
012,   2754160, 2754160,  462.598724
013,   2754162, 2754162,  438.737640
014,   2754169, 2754169,  444.957214
015,   2754155, 2754155,  467.458771
-------------------------------------------------------------------------------------------------------

RUN 1
000,   2755695, 2755695,  435.787659
001,   2755720, 2755720,  426.669891
002,   2755719, 2755719,  457.078674
003,   2755724, 2755724,  446.718872
004,   2755726, 2755726,  422.925079
005,   2755725, 2755725,  421.684784
006,   2755728, 2755728,  463.278992
007,   2755727, 2755727,  459.800049
008,   2755724, 2755724,  446.061615
009,   2755728, 2755728,  434.760956
010,   2755721, 2755721,  452.000153
011,   2755728, 2755728,  460.071777
012,   2755717, 2755717,  435.945282
013,   2755729, 2755729,  438.884247
014,   2755734, 2755734,  456.523254
015,   2755706, 2755706,  464.968750
-------------------------------------------------------------------------------------------------------

RUN 2
000,   2763633, 2763633,  451.136200
001,   2763668, 2763668,  458.404053
002,   2763667, 2763667,  444.124023
003,   2763670, 2763670,  421.751465
004,   2763667, 2763667,  423.849854
005,   2763655, 2763655,  445.332306
006,   2763667, 2763667,  460.619202
007,   2763674, 2763674,  434.918732
008,   2763669, 2763669,  422.919678
009,   2763666, 2763666,  421.920624
010,   2763669, 2763669,  450.319427
011,   2763670, 2763670,  473.762360
012,   2763673, 2763673,  443.945190
013,   2763676, 2763676,  419.613800
014,   2763680, 2763680,  463.612335
015,   2763673, 2763673,  470.018707
-------------------------------------------------------------------------------------------------------

RUN 3
000,   2742707, 2742707,  436.365540
001,   2742727, 2742727,  457.460785
002,   2742726, 2742726,  444.441559
003,   2742735, 2742735,  420.006500
004,   2742728, 2742728,  425.540680
005,   2742703, 2742703,  441.650818
006,   2742728, 2742728,  468.193237
007,   2742729, 2742729,  453.759583
008,   2742729, 2742729,  428.662354
009,   2742733, 2742733,  444.121399
010,   2742733, 2742733,  460.736206
011,   2742735, 2742735,  448.051666
012,   2742735, 2742735,  424.846710
013,   2742735, 2742735,  422.959900
014,   2742738, 2742738,  488.925323
015,   2742734, 2742734,  483.627136
-------------------------------------------------------------------------------------------------------

RUN 4
000,   2736690, 2736690,  449.079193
001,   2736730, 2736730,  447.599152
002,   2736720, 2736720,  452.244202
003,   2736731, 2736731,  463.905762
004,   2736712, 2736712,  429.312073
005,   2736701, 2736701,  453.213348
006,   2736717, 2736717,  463.703033
007,   2736716, 2736716,  441.441254
008,   2736718, 2736718,  412.861938
009,   2736721, 2736721,  420.806061
010,   2736710, 2736710,  457.248596
011,   2736717, 2736717,  459.928955
012,   2736721, 2736721,  447.131409
013,   2736721, 2736721,  423.548523
014,   2736725, 2736725,  469.648682
015,   2736728, 2736728,  450.147034
-------------------------------------------------------------------------------------------------------

