tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00053200,00053200,010,00053200,00000000,00000000,001024,000,000,00000512
001,00053522,00053522,010,00053522,00000000,00000000,001024,000,000,00000512
002,00053000,00053000,010,00053000,00000000,00000000,001024,000,000,00000512
003,00052400,00052400,010,00052400,00000000,00000000,001024,000,000,00000512
004,00052800,00052800,010,00052800,00000000,00000000,001024,000,000,00000512
005,00052979,00052979,010,00052979,00000000,00000000,001024,000,000,00000512
006,00053315,00053315,010,00053315,00000000,00000000,001024,000,000,00000512
007,00053927,00053927,010,00053927,00000000,00000000,001024,000,000,00000512
008,00053926,00053926,010,00053926,00000000,00000000,001024,000,000,00000512
009,00053200,00053200,010,00053200,00000000,00000000,001024,000,000,00000512
010,00053800,00053800,010,00053800,00000000,00000000,001024,000,000,00000512
011,00053100,00053100,010,00053100,00000000,00000000,001024,000,000,00000512
012,00052980,00052980,010,00052980,00000000,00000000,001024,000,000,00000512
013,00054500,00054500,010,00054500,00000000,00000000,001024,000,000,00000512
014,00054500,00054500,010,00054500,00000000,00000000,001024,000,000,00000512
015,00053300,00053300,010,00053300,00000000,00000000,001024,000,000,00000512
016,00055654,00055654,010,00055654,00000000,00000000,001024,000,000,00000512
017,00055292,00055292,010,00055292,00000000,00000000,001024,000,000,00000512
018,00055300,00055300,010,00055300,00000000,00000000,001024,000,000,00000512
019,00054200,00054200,010,00054200,00000000,00000000,001024,000,000,00000512
020,00055000,00055000,010,00055000,00000000,00000000,001024,000,000,00000512
021,00055300,00055300,010,00055300,00000000,00000000,001024,000,000,00000512
022,00055300,00055300,010,00055300,00000000,00000000,001024,000,000,00000512
023,00054200,00054200,010,00054200,00000000,00000000,001024,000,000,00000512
024,00055841,00055841,010,00055841,00000000,00000000,001024,000,000,00000512
025,00054700,00054700,010,00054700,00000000,00000000,001024,000,000,00000512
026,00055700,00055700,010,00055700,00000000,00000000,001024,000,000,00000512
027,00055106,00055106,010,00055106,00000000,00000000,001024,000,000,00000512
028,00054800,00054800,010,00054800,00000000,00000000,001024,000,000,00000512
029,00055400,00055400,010,00055400,00000000,00000000,001024,000,000,00000512
030,00055300,00055300,010,00055300,00000000,00000000,001024,000,000,00000512
031,00054625,00054625,010,00054625,00000000,00000000,001024,000,000,00000512
000,00055000,00055000,010,00055000,00000000,00000000,001024,000,001,00000512
001,00054600,00054600,010,00054600,00000000,00000000,001024,000,001,00000512
002,00054425,00054425,010,00054425,00000000,00000000,001024,000,001,00000512
003,00054000,00054000,010,00054000,00000000,00000000,001024,000,001,00000512
004,00053400,00053400,010,00053400,00000000,00000000,001024,000,001,00000512
005,00054136,00054136,010,00054136,00000000,00000000,001024,000,001,00000512
006,00054200,00054200,010,00054200,00000000,00000000,001024,000,001,00000512
007,00055000,00055000,010,00055000,00000000,00000000,001024,000,001,00000512
008,00054000,00054000,010,00054000,00000000,00000000,001024,000,001,00000512
009,00053800,00053800,010,00053800,00000000,00000000,001024,000,001,00000512
010,00053900,00053900,010,00053900,00000000,00000000,001024,000,001,00000512
011,00055100,00055100,010,00055100,00000000,00000000,001024,000,001,00000512
012,00054092,00054092,010,00054092,00000000,00000000,001024,000,001,00000512
013,00056000,00056000,010,00056000,00000000,00000000,001024,000,001,00000512
014,00055500,00055500,010,00055500,00000000,00000000,001024,000,001,00000512
015,00054200,00054200,010,00054200,00000000,00000000,001024,000,001,00000512
016,00055200,00055200,010,00055200,00000000,00000000,001024,000,001,00000512
017,00055300,00055300,010,00055300,00000000,00000000,001024,000,001,00000512
018,00054500,00054500,010,00054500,00000000,00000000,001024,000,001,00000512
019,00056020,00056020,010,00056020,00000000,00000000,001024,000,001,00000512
020,00055200,00055200,010,00055200,00000000,00000000,001024,000,001,00000512
021,00054700,00054700,010,00054700,00000000,00000000,001024,000,001,00000512
022,00055538,00055538,010,00055538,00000000,00000000,001024,000,001,00000512
023,00055849,00055849,010,00055849,00000000,00000000,001024,000,001,00000512
024,00056000,00056000,010,00056000,00000000,00000000,001024,000,001,00000512
025,00056200,00056200,010,00056200,00000000,00000000,001024,000,001,00000512
026,00055800,00055800,010,00055800,00000000,00000000,001024,000,001,00000512
027,00056300,00056300,010,00056300,00000000,00000000,001024,000,001,00000512
028,00055800,00055800,010,00055800,00000000,00000000,001024,000,001,00000512
029,00056289,00056289,010,00056289,00000000,00000000,001024,000,001,00000512
030,00055785,00055785,010,00055785,00000000,00000000,001024,000,001,00000512
031,00055500,00055500,010,00055500,00000000,00000000,001024,000,001,00000512
000,00055089,00055089,010,00055089,00000000,00000000,001024,000,002,00000512
001,00054800,00054800,010,00054800,00000000,00000000,001024,000,002,00000512
002,00055000,00055000,010,00055000,00000000,00000000,001024,000,002,00000512
003,00055100,00055100,010,00055100,00000000,00000000,001024,000,002,00000512
004,00054731,00054731,010,00054731,00000000,00000000,001024,000,002,00000512
