lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001018,0000050,0001014,0015308,0006753,0006423,0000029,001024,000,000,0004,01
0000000,0004676,0000421,0002997,0048432,0019857,0021520,0003640,001024,000,000,0004,01
0000000,0001013,0000050,0001012,0010329,0006101,0005050,0000022,001024,001,000,0004,01
0000000,0004786,0001332,0002961,0021831,0014387,0007755,0003740,001024,001,000,0004,01
0000000,0001015,0000050,0001013,0012123,0006152,0005240,0000025,001024,002,000,0004,01
0000000,0004663,0000922,0003057,0024386,0014628,0009428,0003672,001024,002,000,0004,01
0000000,0001018,0000050,0001014,0016882,0007434,0006292,0000029,001024,003,000,0004,01
0000000,0004602,0000431,0002897,0056927,0019167,0024516,0003550,001024,003,000,0004,01
0000000,0001023,0000050,0001019,0017092,0006813,0006763,0000036,001024,000,001,0004,01
0000000,0003102,0000390,0002633,0051627,0020238,0022873,0002059,001024,000,001,0004,01
0000000,0001022,0000050,0001019,0010640,0006192,0005069,0000030,001024,001,001,0004,01
0000000,0003006,0001313,0002431,0020529,0015008,0007323,0001943,001024,001,001,0004,01
0000000,0001021,0000050,0001019,0012293,0006222,0005220,0000031,001024,002,001,0004,01
0000000,0003098,0000411,0002609,0024346,0015148,0009347,0002051,001024,002,001,0004,01
0000000,0001025,0000050,0001019,0016551,0007514,0006322,0000037,001024,003,001,0004,01
0000000,0003061,0000371,0002522,0059882,0020178,0026049,0002001,001024,003,001,0004,01
0000000,0000150,0000030,0001014,0038813,0018455,0022131,0000060,001024,000,000,0032,01
0000000,0001774,0000331,0001591,0083737,0037971,0037440,0001067,001024,000,000,0032,01
0000000,0000301,0000031,0001005,0010610,0010941,0005320,0000022,001024,001,000,0032,01
0000000,0001901,0001263,0001570,0038342,0030727,0019967,0001103,001024,001,000,0032,01
0000000,0000330,0000031,0001005,0010750,0010920,0005400,0000023,001024,002,000,0032,01
0000000,0001895,0001302,0001570,0038373,0030658,0020068,0001099,001024,002,000,0032,01
0000000,0000150,0000030,0001011,0026039,0015129,0014447,0000035,001024,003,000,0032,01
0000000,0001909,0000261,0001588,0071715,0034204,0033112,0001138,001024,003,000,0032,01
0000000,0000150,0000030,0001015,0040486,0019446,0023624,0000068,001024,000,001,0032,01
0000000,0001559,0000321,0001548,0086543,0039404,0039374,0000795,001024,000,001,0032,01
0000000,0000141,0000090,0001005,0010650,0011772,0005330,0000024,001024,001,001,0032,01
0000000,0001682,0000551,0001579,0036940,0032131,0020258,0000813,001024,001,001,0032,01
0000000,0000141,0000100,0001005,0010761,0011732,0005400,0000024,001024,002,001,0032,01
0000000,0001680,0000461,0001576,0036929,0032151,0020388,0000814,001024,002,001,0032,01
0000000,0000150,0000030,0001012,0028163,0015660,0016160,0000045,001024,003,001,0032,01
0000000,0001638,0000320,0001566,0073869,0035997,0034615,0000816,001024,003,001,0032,01
0000000,0000141,0000030,0001014,0040496,0021290,0025258,0000059,001024,000,000,0128,01
0000000,0001583,0000320,0001498,0088557,0041849,0041548,0000733,001024,000,000,0128,01
0000000,0000140,0000030,0001005,0010610,0012975,0005360,0000022,001024,001,000,0128,01
0000000,0001764,0000431,0001519,0035818,0034605,0022132,0000778,001024,001,000,0128,01
0000000,0000151,0000030,0001005,0010720,0012995,0005420,0000023,001024,002,000,0128,01
0000000,0001771,0000811,0001529,0035868,0034635,0022172,0000779,001024,002,000,0128,01
0000000,0000141,0000050,0001012,0030718,0017734,0018445,0000036,001024,003,000,0128,01
0000000,0001675,0000361,0001511,0077205,0039133,0037972,0000752,001024,003,000,0128,01
0000000,0000141,0000030,0001014,0039675,0020458,0024887,0000050,001024,000,001,0128,01
0000000,0001633,0000331,0001558,0086452,0040175,0040647,0000663,001024,000,001,0128,01
0000000,0000190,0000030,0001005,0010549,0012293,0005320,0000021,001024,001,001,0128,01
0000000,0001819,0001142,0001564,0033974,0033914,0020849,0000763,001024,001,001,0128,01
0000000,0000280,0000030,0001005,0010630,0012333,0005380,0000022,001024,002,001,0128,01
0000000,0001839,0000591,0001579,0034034,0033864,0020819,0000778,001024,002,001,0128,01
0000000,0000140,0000031,0001011,0030257,0017032,0018264,0000033,001024,003,001,0128,01
0000000,0001763,0000290,0001587,0075221,0038403,0036379,0000740,001024,003,001,0128,01
