lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0044724,0000311,0000050,0001041,0039034,0044384,0038492,0000000,001024,000,000,0512
0081904,0001269,0000341,0001296,0079339,0081493,0079280,0000000,001024,000,000,0512
0040155,0000311,0000050,0001037,0017843,0039815,0029886,0000000,001024,001,000,0512
0067357,0001224,0000341,0001276,0051287,0066956,0051978,0000000,001024,001,000,0512
0037130,0000361,0000070,0001035,0013716,0036668,0010951,0000000,001024,002,000,0512
0061235,0001199,0000400,0001273,0044885,0060714,0046378,0000000,001024,002,000,0512
0036689,0000301,0000050,0001030,0009889,0035878,0006302,0000000,001024,003,000,0512
0059822,0001182,0000361,0001296,0043692,0058560,0041598,0000000,001024,003,000,0512
0044373,0000301,0000050,0001041,0038703,0044033,0038222,0000000,001024,000,001,0512
0081493,0001267,0000371,0001297,0078528,0081093,0078408,0000000,001024,000,001,0512
0036969,0000361,0000070,0001034,0013886,0036498,0011221,0000000,001024,001,001,0512
0061215,0001200,0000400,0001273,0044503,0060694,0046196,0000000,001024,001,001,0512
0039955,0000310,0000050,0001037,0017944,0039615,0029876,0000000,001024,002,001,0512
0067959,0001223,0000341,0001277,0051066,0067598,0051677,0000000,001024,002,001,0512
0036438,0000311,0000050,0001030,0010069,0035647,0006241,0000000,001024,003,001,0512
0059703,0001185,0000341,0001297,0043412,0058390,0041408,0000000,001024,003,001,0512
0013015,0000311,0000050,0001012,0012043,0012683,0012754,0000000,001024,000,002,0512
0064272,0001105,0000340,0001133,0058430,0063900,0060474,0000000,001024,000,002,0512
0014888,0000301,0000050,0001013,0007854,0014548,0009839,0000000,001024,001,002,0512
0050385,0001100,0000351,0001167,0042039,0050034,0043342,0000000,001024,001,002,0512
0012704,0000370,0000070,0001011,0005380,0012243,0005771,0000000,001024,002,002,0512
0046487,0001081,0000390,0001170,0036248,0045957,0036770,0000000,001024,002,002,0512
0012614,0000301,0000050,0001011,0005240,0011852,0005771,0000000,001024,003,002,0512
0048040,0001063,0000331,0001186,0035417,0046578,0031590,0000000,001024,003,002,0512
