tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     24076,   24076,    3.547119
001,     12560,   12560,    1.880641
002,     26563,   26563,    4.174090
003,     13352,   13352,    2.010200
004,     15805,   15805,    3.276441
005,     34849,   34849,    6.801555
006,     30602,   30602,    4.596063
007,     13548,   13548,    2.124322
008,     35759,   35759,    4.823889
009,     15443,   15443,    2.368505
010,     34308,   34308,    4.731745
011,     12892,   12892,    2.009533
012,     30054,   30054,    4.476501
013,     12747,   12747,    1.864694
014,     36206,   36206,    4.835572
015,     14528,   14528,    2.325154
-------------------------------------------------------------------------------------------------------

RUN 1
000,     38623,   38623,    4.948197
001,      5044,    5044,    0.785018
002,     39183,   39183,    6.429384
003,      4264,    4264,    0.666772
004,      5219,    5219,    1.049319
005,     44108,   44108,    7.947683
006,     39395,   39395,    5.267020
007,      3896,    3896,    0.599513
008,     46165,   46165,    5.640440
009,      4324,    4324,    0.617612
010,     43627,   43627,    5.375234
011,      4204,    4204,    0.557340
012,     38771,   38771,    5.256845
013,      4098,    4098,    0.585302
014,     47144,   47144,    5.887871
015,      4755,    4755,    0.702147
-------------------------------------------------------------------------------------------------------

RUN 2
000,      7049,    7049,    0.996741
001,     36150,   36150,    4.901399
002,      7209,    7209,    1.248474
003,     34512,   34512,    4.727336
004,     38131,   38131,    8.382018
005,      8053,    8053,    1.611506
006,      7765,    7765,    1.104535
007,     36322,   36322,    4.725145
008,      6984,    6984,    0.958915
009,     35708,   35708,    4.605275
010,      7152,    7152,    0.969377
011,     40134,   40134,    5.124278
012,      6875,    6875,    1.010091
013,     41845,   41845,    5.193891
014,      7974,    7974,    1.128677
015,     38907,   38907,    5.288720
-------------------------------------------------------------------------------------------------------

RUN 3
000,      6117,    6117,    0.986041
001,     35098,   35098,    4.653140
002,      5755,    5755,    1.282220
003,     35375,   35375,    5.059471
004,     40625,   40625,    8.883345
005,      6844,    6844,    1.373880
006,      7001,    7001,    1.112083
007,     42260,   42260,    5.538671
008,      5582,    5582,    0.935588
009,     35870,   35870,    4.740472
010,      5105,    5105,    0.783644
011,     37516,   37516,    4.903859
012,      5441,    5441,    0.879587
013,     36320,   36320,    4.697422
014,      6309,    6309,    0.990480
015,     42875,   42875,    6.057551
-------------------------------------------------------------------------------------------------------

RUN 4
000,      4672,    4672,    0.783079
001,     38559,   38559,    5.283047
002,      4385,    4385,    0.857463
003,     35902,   35902,    4.950618
004,     42228,   42228,    9.079786
005,      5423,    5423,    1.148759
006,      5422,    5422,    0.855890
007,     39709,   39709,    5.293916
008,      4257,    4257,    0.709207
009,     38659,   38659,    5.439909
010,      3997,    3997,    0.640530
011,     39693,   39693,    5.093907
012,      4419,    4419,    0.702903
013,     44389,   44389,    5.471511
014,      4844,    4844,    0.768665
015,     44795,   44795,    6.010350
-------------------------------------------------------------------------------------------------------

