tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00105716,010,00050179,00023460,00005822,001024,000,000,00000016,00073639,01,0000000034006748,00026037
001,00000000,00106049,010,00050272,00023784,00005943,001024,000,000,00000016,00074056,01,0000000028881942,00025878
002,00000000,00105869,010,00049775,00023846,00005852,001024,000,000,00000016,00073621,01,0000000029607426,00025716
003,00000000,00105968,010,00050165,00023530,00005769,001024,000,000,00000016,00073695,01,0000000036493461,00025870
004,00000000,00105682,010,00049945,00023728,00005933,001024,000,000,00000016,00073673,01,0000000039671085,00025804
005,00000000,00105089,010,00049766,00023692,00005878,001024,000,000,00000016,00073458,01,0000000036955786,00025946
006,00000000,00105039,010,00049865,00023466,00005691,001024,000,000,00000016,00073331,01,0000000037920054,00025713
007,00000000,00105644,010,00050006,00023620,00005924,001024,000,000,00000016,00073626,01,0000000036141641,00025948
008,00000000,00105354,010,00049966,00023502,00005733,001024,000,000,00000016,00073468,01,0000000037709892,00025552
009,00000000,00105495,010,00049782,00023729,00006115,001024,000,000,00000016,00073511,01,0000000037566982,00025823
010,00000000,00105287,010,00049807,00023660,00005978,001024,000,000,00000016,00073467,01,0000000039653674,00025765
011,00000000,00105976,010,00049987,00023844,00006078,001024,000,000,00000016,00073831,01,0000000037184341,00025781
012,00000000,00105185,010,00049449,00023781,00005933,001024,000,000,00000016,00073230,01,0000000038339617,00025854
013,00000000,00105646,010,00049715,00023735,00005948,001024,000,000,00000016,00073450,01,0000000038882299,00025908
014,00000000,00105712,010,00049920,00023707,00005906,001024,000,000,00000016,00073627,01,0000000036171815,00025697
015,00000000,00105503,010,00049623,00023624,00005979,001024,000,000,00000016,00073247,01,0000000037239375,00025677
016,00000000,00105613,010,00050022,00023547,00005768,001024,000,000,00000016,00073569,01,0000000037418953,00025841
017,00000000,00105786,010,00050106,00023840,00005971,001024,000,000,00000016,00073946,01,0000000039059767,00026138
018,00000000,00104856,010,00049595,00023514,00005912,001024,000,000,00000016,00073109,01,0000000040107504,00025758
019,00000000,00105592,010,00049874,00023749,00006051,001024,000,000,00000016,00073623,01,0000000038181520,00025900
020,00000000,00105201,010,00049213,00023900,00005929,001024,000,000,00000016,00073113,01,0000000035121098,00025801
021,00000000,00104375,010,00049194,00023767,00006059,001024,000,000,00000016,00072961,01,0000000037824126,00025427
022,00000000,00105293,010,00049284,00023725,00005878,001024,000,000,00000016,00073009,01,0000000035485124,00025742
023,00000000,00105435,010,00049443,00023834,00006088,001024,000,000,00000016,00073277,01,0000000035600673,00025682
024,00000000,00105225,010,00049505,00023677,00006057,001024,000,000,00000016,00073182,01,0000000035627539,00025696
025,00000000,00105915,010,00049464,00023892,00006007,001024,000,000,00000016,00073356,01,0000000036374248,00025434
026,00000000,00105199,010,00049818,00023629,00005983,001024,000,000,00000016,00073447,01,0000000038408619,00025727
027,00000000,00105486,010,00049520,00023635,00005926,001024,000,000,00000016,00073155,01,0000000034942334,00025860
028,00000000,00105824,010,00049556,00023870,00006137,001024,000,000,00000016,00073426,01,0000000035381950,00025838
029,00000000,00105902,010,00050392,00023524,00005745,001024,000,000,00000016,00073916,01,0000000037565213,00025784
030,00000000,00105418,010,00050041,00023780,00006033,001024,000,000,00000016,00073821,01,0000000038909264,00025858
