lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007284,0000111,0000040,0001049,0007103,0006592,0007064,001024,001,000,0001
0008416,0000190,0000140,0001292,0007323,0007565,0007274,001024,001,000,0001
0007093,0000110,0000040,0001051,0007063,0006533,0007023,001024,002,000,0001
0008186,0000190,0000150,0001305,0007254,0007474,0007204,001024,002,000,0001
0007173,0000130,0000070,0001051,0007093,0006572,0007053,001024,003,000,0001
0008346,0000241,0000170,0001288,0007394,0007574,0007324,001024,003,000,0001
0007153,0000110,0000040,0001051,0007093,0006562,0007053,001024,004,000,0001
0010129,0000180,0000150,0001309,0013075,0009307,0012945,001024,004,000,0001
0008415,0000101,0000030,0001050,0007093,0006963,0007054,001024,001,001,0001
0010380,0000200,0000110,0001248,0007484,0008586,0007414,001024,001,001,0001
0007685,0000120,0000030,0001051,0007063,0007033,0007023,001024,002,001,0001
0009368,0000190,0000080,0001233,0007254,0008827,0007203,001024,002,001,0001
0007734,0000130,0000070,0001050,0007093,0007054,0007044,001024,003,001,0001
0009438,0000241,0000160,0001209,0007364,0008847,0007304,001024,003,001,0001
0007694,0000110,0000030,0001050,0007023,0007023,0006983,001024,004,001,0001
0010801,0000160,0000110,0001258,0012233,0009839,0012053,001024,004,001,0001
0007074,0000110,0000040,0001051,0007063,0006493,0007023,001024,001,002,0001
0008196,0000170,0000080,0001310,0007283,0007494,0007234,001024,001,002,0001
0007244,0000110,0000040,0001050,0007093,0006532,0007053,001024,002,002,0001
0008496,0000190,0000140,0001295,0007404,0007634,0007353,001024,002,002,0001
0007183,0000131,0000070,0001049,0007113,0006552,0007073,001024,003,002,0001
0008345,0000290,0000140,0001294,0007394,0007565,0007334,001024,003,002,0001
0007183,0000110,0000040,0001050,0007064,0006492,0007033,001024,004,002,0001
0010230,0000161,0000080,0001326,0012955,0009247,0012864,001024,004,002,0001
0007133,0000110,0000031,0001049,0007103,0006432,0007063,001024,001,003,0001
0008276,0000190,0000080,0001298,0007344,0007474,0007283,001024,001,003,0001
0006953,0000110,0000030,0001051,0007054,0006392,0007023,001024,002,003,0001
0008075,0000190,0000071,0001307,0007274,0007424,0007223,001024,002,003,0001
0007094,0000160,0000070,0001049,0007103,0006413,0007063,001024,003,003,0001
0008275,0000261,0000160,0001294,0007394,0007484,0007324,001024,003,003,0001
0007063,0000121,0000071,0001050,0007083,0006412,0007043,001024,004,003,0001
0010089,0000241,0000140,0001311,0013065,0009277,0012954,001024,004,003,0001
0007694,0000101,0000041,0001051,0007073,0007223,0007033,001024,001,004,0001
0009458,0000191,0000090,0001209,0007424,0008867,0007364,001024,001,004,0001
0007754,0000110,0000030,0001051,0007043,0007213,0007003,001024,002,004,0001
0009487,0000191,0000080,0001217,0007243,0008846,0007193,001024,002,004,0001
0007785,0000160,0000071,0001051,0007094,0007234,0007054,001024,003,004,0001
0009618,0000261,0000170,0001205,0007384,0008907,0007314,001024,003,004,0001
0007854,0000110,0000030,0001051,0007074,0007223,0007043,001024,004,004,0001
0010991,0000170,0000090,0001224,0012794,0009989,0012534,001024,004,004,0001
0006743,0000160,0000060,0001004,0007103,0006222,0007064,001024,001,000,0512
0007774,0000831,0000121,0001021,0007394,0006983,0007334,001024,001,000,0512
0006613,0000160,0000060,0001005,0007063,0006182,0007013,001024,002,000,0512
0007545,0000861,0000111,0001020,0007304,0006933,0007303,001024,002,000,0512
0006683,0000160,0000061,0001004,0007074,0006202,0007043,001024,003,000,0512
0007695,0000861,0000121,0001034,0007404,0006983,0007353,001024,003,000,0512
0006622,0000160,0000060,0001005,0006953,0006142,0006913,001024,004,000,0512
0009248,0000852,0000121,0001306,0011211,0008676,0011081,001024,004,000,0512
0007685,0000151,0000060,0001005,0007083,0006492,0007043,001024,001,001,0512
0009558,0001001,0000111,0001025,0007434,0008145,0007374,001024,001,001,0512
0007213,0000151,0000060,0001004,0007053,0006743,0007013,001024,002,001,0512
0008787,0000852,0000110,0001021,0007294,0008286,0007254,001024,002,001,0512
0007314,0000151,0000060,0001005,0007073,0006773,0007033,001024,003,001,0512
0008977,0000851,0000111,0001021,0007394,0008396,0007344,001024,003,001,0512
0007224,0000151,0000060,0001005,0007033,0006752,0006994,001024,004,001,0512
0010409,0000841,0000111,0001187,0011992,0009648,0011903,001024,004,001,0512
0006783,0000160,0000051,0001005,0007103,0006252,0007063,001024,001,002,0512
0007845,0000842,0000131,0001021,0007404,0007073,0007354,001024,001,002,0512
0006642,0000160,0000061,0001005,0007063,0006212,0007014,001024,002,002,0512
0007604,0000852,0000120,0001020,0007293,0007023,0007304,001024,002,002,0512
0006743,0000151,0000060,0001004,0007083,0006241,0007043,001024,003,002,0512
0007805,0000851,0000110,0001024,0007384,0007083,0007333,001024,003,002,0512
0006663,0000160,0000060,0001005,0006833,0006172,0006793,001024,004,002,0512
0009548,0000862,0000110,0001021,0011802,0008856,0011703,001024,004,002,0512
0006622,0000151,0000051,0001005,0007063,0006201,0007023,001024,001,003,0512
0007564,0000901,0000121,0001021,0007304,0006963,0007264,001024,001,003,0512
