lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000350,0000030,0001005,0009689,0003547,0003146,0000010,001024,000,000,0016,02
0000000,0005853,0000661,0001392,0019657,0007164,0006592,0004802,001024,000,000,0016,02
0000000,0000341,0000030,0001005,0009989,0005120,0004598,0000010,001024,001,000,0016,02
0000000,0005913,0000611,0001420,0019637,0007313,0006592,0004872,001024,001,000,0016,02
0000000,0000331,0000030,0001005,0010510,0005441,0005039,0000044,001024,002,000,0016,02
0000000,0005057,0000651,0001387,0019838,0007264,0007164,0004031,001024,002,000,0016,02
0000000,0000331,0000030,0001018,0057548,0017342,0027923,0000132,001024,003,000,0016,02
0000000,0003221,0000661,0001234,0112792,0027542,0048071,0002324,001024,003,000,0016,02
0000000,0000350,0000030,0001005,0009718,0003477,0003096,0000010,001024,000,001,0016,02
0000000,0005894,0000581,0001419,0019257,0006743,0006322,0004859,001024,000,001,0016,02
0000000,0000351,0000030,0001005,0009808,0005180,0004639,0000010,001024,001,001,0016,02
0000000,0005803,0000701,0001379,0020158,0007204,0006954,0004750,001024,001,001,0016,02
0000000,0000330,0000030,0001005,0010470,0005441,0005029,0000044,001024,002,001,0016,02
0000000,0005173,0000671,0001387,0020027,0007584,0007004,0004113,001024,002,001,0016,02
0000000,0000331,0000030,0001017,0052159,0016391,0025889,0000125,001024,003,001,0016,02
0000000,0003379,0000641,0001237,0111842,0026681,0046578,0002475,001024,003,001,0016,02
0000000,0000350,0000030,0001005,0009658,0003416,0003116,0000010,001024,000,002,0016,02
0000000,0005914,0000681,0001426,0019677,0006713,0006973,0004877,001024,000,002,0016,02
0000000,0000341,0000030,0001005,0009938,0005230,0004699,0000010,001024,001,002,0016,02
0000000,0005801,0000571,0001383,0020519,0007575,0006823,0004771,001024,001,002,0016,02
0000000,0000340,0000030,0001005,0010520,0005450,0005039,0000044,001024,002,002,0016,02
0000000,0005006,0000682,0001384,0020769,0007775,0007494,0003987,001024,002,002,0016,02
0000000,0000340,0000030,0001017,0051417,0016081,0025368,0000123,001024,003,002,0016,02
0000000,0003399,0000691,0001244,0110279,0026390,0046017,0002495,001024,003,002,0016,02
0000000,0000351,0000030,0001004,0007153,0003497,0003266,0000010,001024,000,000,0128,02
0000000,0005887,0000631,0001378,0019687,0006984,0007144,0004800,001024,000,000,0128,02
0000000,0000341,0000030,0001004,0009638,0005209,0004668,0000010,001024,001,000,0128,02
0000000,0005848,0000601,0001359,0019397,0007153,0006813,0004751,001024,001,000,0128,02
0000000,0000321,0000030,0001005,0010379,0005480,0005040,0000044,001024,002,000,0128,02
0000000,0004799,0000591,0001369,0018975,0007084,0006913,0003743,001024,002,000,0128,02
0000000,0000321,0000030,0001022,0063771,0022582,0039374,0000160,001024,003,000,0128,02
