tid,lock_impl_time(ms)
RUN 0
001,38731.976562
002,59979.988281
003,59955.472656
004,56100.828125
005,60002.789062
006,59985.511719
007,59981.660156
008,59963.980469
009,59969.078125
010,59953.136719
011,58863.664062
012,56717.113281
013,55061.804688
014,60003.320312
015,34538.191406
016,59964.199219
-----------------------------------------------------------------------------------------------

RUN 1
001,41271.050781
002,59992.609375
003,57568.230469
004,60003.785156
005,59991.464844
006,59989.003906
007,58543.976562
008,59939.500000
009,57066.679688
010,60003.621094
011,49682.210938
012,59967.441406
013,47672.984375
014,59972.320312
015,48124.722656
016,59971.242188
-----------------------------------------------------------------------------------------------

