tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.001195,  0.000507
001,  0.000158,  0.000158
001,  0.000143,  0.000127
001,  0.000137,  0.000137
001,  0.000137,  0.000107
001,  0.000120,  0.000112
001,  0.000122,  0.000113
001,  0.000113,  0.000105
001,  0.000112,  0.000107
001,  0.000117,  0.000108
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000603,  0.000158
001,  0.000130,  0.000120
001,  0.000112,  0.000135
001,  0.000110,  0.000122
001,  0.000122,  0.000127
001,  0.000117,  0.000122
001,  0.000108,  0.000118
001,  0.000118,  0.000122
001,  0.000110,  0.000123
001,  0.000110,  0.000118
-----------------------------------------------------------------------------------------------

