lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0006552,0000341,0000040,0001005,0005100,0005571,0012163,001024,001,000,0512
0012944,0262046,0000691,0005526,0010119,0010660,0019467,001024,001,000,0512
0006382,0000201,0000040,0001005,0005069,0006021,0011993,001024,002,000,0512
0011592,0244154,0000591,0004908,0008877,0010850,0018515,001024,002,000,0512
0006552,0000331,0000040,0001005,0005090,0005610,0012163,001024,003,000,0512
0012614,0336575,0000702,0007600,0008777,0010500,0018845,001024,003,000,0512
0006522,0000371,0000051,0001005,0005140,0006092,0012213,001024,004,000,0512
0014908,0199614,0000752,0003137,0010981,0013425,0022212,001024,004,000,0512
0006572,0000350,0000040,0001005,0005100,0005630,0012193,001024,001,001,0512
0013435,0262106,0000711,0005540,0009158,0010650,0019777,001024,001,001,0512
0006402,0000201,0000040,0001005,0005070,0006032,0012023,001024,002,001,0512
0011733,0226068,0000581,0004901,0009197,0010671,0018796,001024,002,001,0512
0006562,0000331,0000040,0001005,0005090,0005671,0012192,001024,003,001,0512
0012373,0318040,0000691,0007218,0008185,0009929,0018565,001024,003,001,0512
0006532,0000250,0000050,0001005,0005140,0006102,0012223,001024,004,001,0512
0014337,0199673,0000752,0003232,0011011,0012914,0021921,001024,004,001,0512
0006572,0000350,0000040,0001005,0005100,0005591,0012193,001024,001,002,0512
0012774,0262136,0000691,0005526,0008927,0010310,0018815,001024,001,002,0512
0006402,0000201,0000040,0001005,0005069,0006031,0012013,001024,002,002,0512
0011532,0245315,0000591,0004819,0008446,0010631,0018405,001024,002,002,0512
0006532,0000241,0000050,0001005,0005140,0006102,0012223,001024,003,002,0512
0014477,0199606,0000751,0003202,0010540,0013155,0021872,001024,003,002,0512
0006562,0000331,0000040,0001005,0005090,0005651,0012183,001024,004,002,0512
0012163,0336591,0000711,0007633,0008196,0009918,0018905,001024,004,002,0512
