tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,     46089,   46089,    0.516993,   30.000000,22205.083984,  296.148987,21933.365234,   43.316154,  268.076965,  250.229019,     46089,               0,000,000
001,     46089,   46089,    0.612142,   30.000000,22186.234375,  315.096008,21907.296875,   46.539604,  275.922882,  266.084259,     46089,               0,000,000
002,     46089,   46089,    0.582484,   30.000000,22214.283203,  287.114075,21948.470703,   42.395664,  262.825012,  242.400894,     46089,               0,000,000
003,     46089,   46089,    0.626832,   30.000000,22186.021484,  315.086670,21898.134766,   49.901665,  284.052399,  262.486420,     46089,               0,000,000
004,     46088,   46088,    0.727039,   30.000000,22216.324219,  284.520538,21957.427734,   43.306240,  255.939224,  238.812897,     46088,               0,000,000
005,     46088,   46088,    0.718320,   30.000000,22225.595703,  275.388885,21969.427734,   41.109428,  252.849304,  232.136993,     46088,               0,000,000
006,     46089,   46089,    0.443674,   30.000000,22203.931641,  297.683350,21918.021484,   40.179913,  283.189667,  255.468353,     46089,               0,000,000
007,     46089,   46089,    0.647325,   30.000000,22220.748047,  280.338501,21965.324219,   42.432720,  252.411026,  235.521393,     46089,               0,000,000
008,     46088,   46088,    0.666605,   30.000000,22218.070312,  282.803833,21953.533203,   44.529190,  261.035675,  235.879944,     46088,               0,000,000
009,     46089,   46089,    0.589776,   30.000000,22223.208984,  277.981720,21967.531250,   41.896484,  252.575317,  233.642227,     46089,               0,000,000
010,     46089,   46089,    0.598115,   30.000000,22221.537109,  279.676727,21962.884766,   44.117695,  255.333145,  233.304199,     46089,               0,000,000
011,     46088,   46088,    0.772007,   30.000000,22180.257812,  320.448914,21886.880859,   50.202202,  289.838959,  267.420929,     46088,               0,000,000
012,     46088,   46088,    0.556008,   30.000000,22191.695312,  309.548279,21915.001953,   46.386200,  273.822906,  260.758545,     46088,               0,000,000
013,     46089,   46089,    0.504821,   30.000000,22229.089844,  272.220306,21978.880859,   42.432869,  246.795547,  227.476898,     46089,               0,000,000
014,     46089,   46089,    0.598538,   30.000000,22230.980469,  270.415649,21962.675781,   41.461388,  263.623810,  225.672821,     46089,               0,000,000
