tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00390841,010,00196062,00000000,00000000,001024,000,000,00000016,00196062,02,0000000014929232,00000000
001,00000000,00354784,010,00178048,00000000,00000000,001024,000,000,00000016,00178048,02,0000000018720312,00000000
002,00000000,00354513,010,00177979,00000000,00000000,001024,000,000,00000016,00177979,02,0000000015784916,00000000
003,00000000,00352659,010,00177500,00000000,00000000,001024,000,000,00000016,00177500,02,0000000024059257,00000000
004,00000000,00389857,010,00195971,00000000,00000000,001024,000,000,00000016,00195971,02,0000000014348675,00000000
005,00000000,00387794,010,00195178,00000000,00000000,001024,000,000,00000016,00195178,02,0000000016000328,00000000
006,00000000,00353524,010,00177334,00000000,00000000,001024,000,000,00000016,00177334,02,0000000020718310,00000000
007,00000000,00387651,010,00195121,00000000,00000000,001024,000,000,00000016,00195121,02,0000000013857276,00000000
008,00000000,00354776,010,00178196,00000000,00000000,001024,000,000,00000016,00178196,02,0000000022088249,00000000
009,00000000,00387299,010,00194965,00000000,00000000,001024,000,000,00000016,00194965,02,0000000014567446,00000000
010,00000000,00353705,010,00177730,00000000,00000000,001024,000,000,00000016,00177730,02,0000000023324417,00000000
011,00000000,00389408,010,00195669,00000000,00000000,001024,000,000,00000016,00195669,02,0000000014354421,00000000
012,00000000,00352812,010,00176926,00000000,00000000,001024,000,000,00000016,00176926,02,0000000021075161,00000000
013,00000000,00388382,010,00195234,00000000,00000000,001024,000,000,00000016,00195234,02,0000000017628106,00000000
014,00000000,00355213,010,00178284,00000000,00000000,001024,000,000,00000016,00178284,02,0000000019335522,00000000
015,00000000,00390479,010,00195951,00000000,00000000,001024,000,000,00000016,00195951,02,0000000012879185,00000000
016,00000000,00352051,010,00176447,00000000,00000000,001024,000,000,00000016,00176447,02,0000000021311503,00000000
017,00000000,00388655,010,00195562,00000000,00000000,001024,000,000,00000016,00195562,02,0000000015175214,00000000
018,00000000,00349185,010,00175267,00000000,00000000,001024,000,000,00000016,00175267,02,0000000020061850,00000000
019,00000000,00386648,010,00194640,00000000,00000000,001024,000,000,00000016,00194640,02,0000000016693546,00000000
