lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0011001,0000311,0000050,0001010,0012935,0010500,0025949,001024,001,000,0256
0016531,0001114,0000541,0001167,0021700,0015980,0036719,001024,001,000,0256
0011051,0000320,0000050,0001010,0013024,0010540,0026089,001024,002,000,0256
0016592,0001114,0000450,0001167,0021761,0016011,0036790,001024,002,000,0256
0010980,0000311,0000050,0001010,0012904,0010480,0025889,001024,003,000,0256
0016791,0001114,0000441,0001168,0021721,0016171,0036609,001024,003,000,0256
0010620,0000431,0000070,0001009,0010860,0009898,0023885,001024,004,000,0256
0017914,0001111,0001011,0001164,0020709,0016781,0035617,001024,004,000,0256
0010850,0000311,0000050,0001010,0012874,0010359,0025618,001024,001,001,0256
0016761,0001112,0000451,0001167,0021791,0016141,0036729,001024,001,001,0256
0010881,0000311,0000050,0001010,0012914,0010379,0025688,001024,002,001,0256
0016441,0001112,0000450,0001168,0021660,0015870,0036609,001024,002,001,0256
0010970,0000311,0000050,0001010,0013055,0010470,0025939,001024,003,001,0256
0016571,0001112,0000551,0001167,0021751,0016010,0036870,001024,003,001,0256
0009679,0000421,0000070,0001008,0009017,0008967,0020879,001024,004,001,0256
0017533,0001105,0001012,0001158,0018405,0016170,0032411,001024,004,001,0256
0011021,0000311,0000050,0001010,0012854,0010520,0025999,001024,001,002,0256
0016691,0001116,0000551,0001171,0021921,0016121,0037090,001024,001,002,0256
0011021,0000311,0000050,0001010,0012824,0010520,0025959,001024,002,002,0256
0016911,0001116,0000451,0001170,0021811,0016301,0036940,001024,002,002,0256
0011021,0000311,0000050,0001010,0012844,0010520,0025989,001024,003,002,0256
0016612,0001116,0000450,0001171,0021731,0016051,0036720,001024,003,002,0256
0011532,0000370,0000070,0001011,0013966,0010981,0027482,001024,004,002,0256
0018926,0001120,0000521,0001174,0023584,0017954,0039314,001024,004,002,0256
