tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00440353,00904586,010,00221954,00000000,00000000,001024,000,000,00000008,00221255,01,0000005454143010,00000000,00000000,001,002,016,016
001,00000000,00441786,00941306,010,00222855,00000000,00000000,001024,000,000,00000008,00222070,01,0000005432595789,00000000,00000000,001,002,016,016
002,00000000,00443456,00848908,010,00223772,00000000,00000000,001024,000,000,00000008,00222988,01,0000005372847386,00000000,00000000,001,002,016,016
003,00000000,00441448,00846662,010,00222341,00000000,00000000,001024,000,000,00000008,00221639,01,0000005349831061,00000000,00000000,001,002,016,016
004,00000000,00440086,00000000,010,00221950,00000000,00000000,001024,000,000,00000008,00221250,01,0000005315849820,00000000,00000000,001,002,016,016
005,00000000,00440661,00000000,010,00222202,00000000,00000000,001024,000,000,00000008,00221517,01,0000005548234613,00000000,00000000,001,002,016,016
006,00000000,00441857,00000000,010,00222616,00000000,00000000,001024,000,000,00000008,00221931,01,0000005457341236,00000000,00000000,001,002,016,016
007,00000000,00441135,00000000,010,00221854,00000000,00000000,001024,000,000,00000008,00221165,01,0000005461295384,00000000,00000000,001,002,016,016
008,00000000,00441716,00000000,010,00222146,00000000,00000000,001024,000,000,00000008,00221431,01,0000005486665393,00000000,00000000,001,002,016,016
009,00000000,00439428,00000000,010,00221579,00000000,00000000,001024,000,000,00000008,00220904,01,0000005265555731,00000000,00000000,001,002,016,016
010,00000000,00440401,00000000,010,00221786,00000000,00000000,001024,000,000,00000008,00221087,01,0000005459543411,00000000,00000000,001,002,016,016
011,00000000,00441317,00000000,010,00222469,00000000,00000000,001024,000,000,00000008,00221792,01,0000005404933737,00000000,00000000,001,002,016,016
012,00000000,00442291,00000000,010,00222355,00000000,00000000,001024,000,000,00000008,00221633,01,0000004980284675,00000000,00000000,001,002,016,016
013,00000000,00444528,00000000,010,00223691,00000000,00000000,001024,000,000,00000008,00223000,01,0000005401857227,00000000,00000000,001,002,016,016
014,00000000,00441718,00000000,010,00222398,00000000,00000000,001024,000,000,00000008,00221724,01,0000005473553364,00000000,00000000,001,002,016,016
015,00000000,00429029,00000000,010,00216772,00000000,00000000,001024,000,000,00000008,00216076,01,0000001528311864,00000000,00000000,001,002,016,016
000,00000000,00393286,00972195,010,00197877,00000000,00000000,001024,000,001,00000008,00197307,01,0000004857452003,00000000,00000000,001,002,016,016
001,00000000,00395157,00710014,010,00198820,00000000,00000000,001024,000,001,00000008,00198253,01,0000004862586320,00000000,00000000,001,002,016,016
