tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
004,00016365,00016365,010,00063005,00013995,00013995,001024,002,000,00000001,00016365,02,0000000644709311
005,00016291,00016291,010,00068224,00013821,00013821,001024,002,000,00000001,00016291,02,0000000688473721
006,00016352,00016352,010,00057222,00014174,00014174,001024,002,000,00000001,00016352,02,0000000600132117
007,00016273,00016273,010,00058608,00014064,00014064,001024,002,000,00000001,00016273,02,0000000610724897
008,00016285,00016285,010,00063854,00013938,00013938,001024,002,000,00000001,00016285,02,0000000653219090
009,00016270,00016270,010,00060512,00014151,00014151,001024,002,000,00000001,00016270,02,0000000618554826
010,00016341,00016341,010,00059313,00014154,00014154,001024,002,000,00000001,00016341,02,0000000608964914
011,00016264,00016264,010,00063141,00013926,00013926,001024,002,000,00000001,00016264,02,0000000643803107
012,00016300,00016300,010,00060685,00014014,00014014,001024,002,000,00000001,00016300,02,0000000626094435
013,00016264,00016264,010,00050898,00014345,00014345,001024,002,000,00000001,00016264,02,0000000548993361
014,00016289,00016289,010,00054794,00014245,00014245,001024,002,000,00000001,00016289,02,0000000582538246
015,00016294,00016294,010,00048851,00014454,00014454,001024,002,000,00000001,00016294,02,0000000535542023
016,00016279,00016279,010,00051712,00014336,00014336,001024,002,000,00000001,00016279,02,0000000606654550
017,00016337,00016337,010,00062610,00014125,00014125,001024,002,000,00000001,00016337,02,0000000698102764
018,00016308,00016308,010,00060394,00014110,00014110,001024,002,000,00000001,00016308,02,0000000687009589
019,00016308,00016308,010,00046247,00014512,00014512,001024,002,000,00000001,00016308,02,0000000561505678
020,00016308,00016308,010,00045617,00014549,00014549,001024,002,000,00000001,00016308,02,0000000560583793
021,00016329,00016329,010,00044717,00014577,00014577,001024,002,000,00000001,00016329,02,0000000552611960
022,00016284,00016284,010,00043292,00014622,00014622,001024,002,000,00000001,00016284,02,0000000542807510
023,00016324,00016324,010,00051497,00014476,00014476,001024,002,000,00000001,00016324,02,0000000609266581
024,00016307,00016307,010,00047933,00014621,00014621,001024,002,000,00000001,00016307,02,0000000574073814
025,00016333,00016333,010,00051223,00014473,00014473,001024,002,000,00000001,00016333,02,0000000599255261
026,00016306,00016306,010,00048004,00014486,00014486,001024,002,000,00000001,00016306,02,0000000573291851
027,00016301,00016301,010,00052248,00014287,00014287,001024,002,000,00000001,00016301,02,0000000608050882
028,00016300,00016300,010,00042239,00014647,00014647,001024,002,000,00000001,00016300,02,0000000532388461
029,00016291,00016291,010,00046200,00014515,00014515,001024,002,000,00000001,00016291,02,0000000562265984
030,00016249,00016249,010,00056040,00014197,00014197,001024,002,000,00000001,00016249,02,0000000644967590
031,00016357,00016357,010,00053344,00014353,00014353,001024,002,000,00000001,00016357,02,0000000617282809
000,00016456,00016456,010,00054928,00014424,00014424,001024,003,000,00000001,00016456,02,0000000591850089
001,00016476,00016476,010,00057525,00014273,00014273,001024,003,000,00000001,00016476,02,0000000622642095
002,00016473,00016473,010,00062889,00014008,00014008,001024,003,000,00000001,00016473,02,0000000654335194
003,00016440,00016440,010,00054996,00014404,00014404,001024,003,000,00000001,00016440,02,0000000584774031
004,00016438,00016438,010,00046586,00014703,00014703,001024,003,000,00000001,00016438,02,0000000522102200
005,00016472,00016472,010,00064023,00014096,00014096,001024,003,000,00000001,00016472,02,0000000661486620
006,00016440,00016440,010,00048177,00014606,00014606,001024,003,000,00000001,00016440,02,0000000537079852
007,00016491,00016491,010,00066731,00013970,00013970,001024,003,000,00000001,00016491,02,0000000691011349
008,00016450,00016450,010,00048861,00014606,00014606,001024,003,000,00000001,00016450,02,0000000544914384
009,00016482,00016482,010,00060561,00014195,00014195,001024,003,000,00000001,00016482,02,0000000646681129
010,00016430,00016430,010,00051247,00014457,00014457,001024,003,000,00000001,00016430,02,0000000560416974
011,00016448,00016448,010,00042411,00014744,00014744,001024,003,000,00000001,00016448,02,0000000495156374
012,00016443,00016443,010,00046532,00014549,00014549,001024,003,000,00000001,00016443,02,0000000528174164
013,00016461,00016461,010,00061013,00014119,00014119,001024,003,000,00000001,00016461,02,0000000641452052
014,00016479,00016479,010,00063349,00014070,00014070,001024,003,000,00000001,00016479,02,0000000664991014
015,00016450,00016450,010,00067750,00013977,00013977,001024,003,000,00000001,00016450,02,0000000702693066
016,00016530,00016530,010,00055747,00014529,00014529,001024,003,000,00000001,00016530,02,0000000636725553
017,00016530,00016530,010,00046223,00014706,00014706,001024,003,000,00000001,00016530,02,0000000560951976
018,00016508,00016508,010,00041688,00014834,00014834,001024,003,000,00000001,00016508,02,0000000523876656
019,00016517,00016517,010,00056735,00014335,00014335,001024,003,000,00000001,00016517,02,0000000646081165
020,00016478,00016478,010,00054998,00014408,00014408,001024,003,000,00000001,00016478,02,0000000638917068
021,00016506,00016506,010,00049542,00014638,00014638,001024,003,000,00000001,00016506,02,0000000600593952
022,00016454,00016454,010,00055029,00014325,00014325,001024,003,000,00000001,00016454,02,0000000637387405
023,00016550,00016550,010,00052721,00014448,00014448,001024,003,000,00000001,00016550,02,0000000619141431
024,00016506,00016506,010,00043868,00014720,00014720,001024,003,000,00000001,00016506,02,0000000549675940
025,00016485,00016485,010,00052066,00014436,00014436,001024,003,000,00000001,00016485,02,0000000612874136
026,00016477,00016477,010,00054571,00014437,00014437,001024,003,000,00000001,00016477,02,0000000633140994
027,00016511,00016511,010,00054982,00014400,00014400,001024,003,000,00000001,00016511,02,0000000645361458
028,00016579,00016579,010,00056497,00014299,00014299,001024,003,000,00000001,00016579,02,0000000645274667
029,00016550,00016550,010,00051131,00014571,00014571,001024,003,000,00000001,00016550,02,0000000601739874
030,00016523,00016523,010,00042928,00014823,00014823,001024,003,000,00000001,00016523,02,0000000537579998
031,00016459,00016459,010,00055137,00014332,00014332,001024,003,000,00000001,00016459,02,0000000629182964
000,00032692,00032692,010,00100871,00028723,00028723,001024,000,001,00000001,00032692,02,0000000714204428
001,00032722,00032722,010,00104432,00028601,00028601,001024,000,001,00000001,00032722,02,0000000740329246
002,00032689,00032689,010,00103953,00028543,00028543,001024,000,001,00000001,00032689,02,0000000748034861
003,00032781,00032781,010,00105044,00028555,00028555,001024,000,001,00000001,00032781,02,0000000751607123
004,00032718,00032718,010,00110171,00028370,00028370,001024,000,001,00000001,00032718,02,0000000770747065
005,00032689,00032689,010,00115561,00028073,00028073,001024,000,001,00000001,00032689,02,0000000786609068
006,00032706,00032706,010,00094646,00028930,00028930,001024,000,001,00000001,00032706,02,0000000704793305
007,00032657,00032657,010,00115296,00028176,00028176,001024,000,001,00000001,00032657,02,0000000791066365
008,00032767,00032767,010,00107189,00028515,00028515,001024,000,001,00000001,00032767,02,0000000738982452
009,00032682,00032682,010,00102023,00028639,00028639,001024,000,001,00000001,00032682,02,0000000124101354
010,00032753,00032753,010,00119711,00028024,00028024,001024,000,001,00000001,00032753,02,0000000793914516
011,00032786,00032786,010,00114599,00028284,00028284,001024,000,001,00000001,00032786,02,0000000782082339
012,00032751,00032751,010,00109689,00028521,00028521,001024,000,001,00000001,00032751,02,0000000748863589
013,00032759,00032759,010,00107105,00028537,00028537,001024,000,001,00000001,00032759,02,0000000751039476
014,00032707,00032707,010,00093366,00028914,00028914,001024,000,001,00000001,00032707,02,0000000703851540
015,00032719,00032719,010,00108204,00028477,00028477,001024,000,001,00000001,00032719,02,0000000777521295
016,00032777,00032777,010,00098192,00028703,00028703,001024,000,001,00000001,00032777,02,0000000768459823
017,00032808,00032808,010,00104901,00028692,00028692,001024,000,001,00000001,00032808,02,0000000805083062
018,00032817,00032817,010,00079500,00029448,00029448,001024,000,001,00000001,00032817,02,0000000681014653
019,00032722,00032722,010,00102158,00028520,00028520,001024,000,001,00000001,00032722,02,0000000785071186
020,00032797,00032797,010,00102367,00028635,00028635,001024,000,001,00000001,00032797,02,0000000790891466
021,00032735,00032735,010,00099319,00028681,00028681,001024,000,001,00000001,00032735,02,0000000785159964
022,00032799,00032799,010,00087367,00029228,00029228,001024,000,001,00000001,00032799,02,0000000724756469
023,00032838,00032838,010,00095850,00029093,00029093,001024,000,001,00000001,00032838,02,0000000768844767
024,00032739,00032739,010,00097953,00028647,00028647,001024,000,001,00000001,00032739,02,0000000745465977
025,00032786,00032786,010,00095550,00028823,00028823,001024,000,001,00000001,00032786,02,0000000747597027
026,00032739,00032739,010,00095310,00028722,00028722,001024,000,001,00000001,00032739,02,0000000749905153
027,00032796,00032796,010,00100302,00028644,00028644,001024,000,001,00000001,00032796,02,0000000775439605
028,00032794,00032794,010,00098414,00028641,00028641,001024,000,001,00000001,00032794,02,0000000769297839
029,00032837,00032837,010,00111037,00028653,00028653,001024,000,001,00000001,00032837,02,0000000828750686
030,00032844,00032844,010,00097499,00028814,00028814,001024,000,001,00000001,00032844,02,0000000761321954
031,00032863,00032863,010,00086307,00029266,00029266,001024,000,001,00000001,00032863,02,0000000704944672
000,00016068,00016068,010,00050118,00014266,00014266,001024,001,001,00000001,00016068,02,0000000545656481
001,00016088,00016088,010,00064913,00013688,00013688,001024,001,001,00000001,00016088,02,0000000674702630
002,00016066,00016066,010,00059873,00013928,00013928,001024,001,001,00000001,00016066,02,0000000621299962
003,00016075,00016075,010,00060285,00013950,00013950,001024,001,001,00000001,00016075,02,0000000633131819
004,00016146,00016146,010,00043019,00014488,00014488,001024,001,001,00000001,00016146,02,0000000496266862
005,00016085,00016085,010,00060155,00013836,00013836,001024,001,001,00000001,00016085,02,0000000640304234
006,00016045,00016045,010,00046354,00014349,00014349,001024,001,001,00000001,00016045,02,0000000523265997
007,00016039,00016039,010,00046355,00014286,00014286,001024,001,001,00000001,00016039,02,0000000526685279
008,00016063,00016063,010,00051548,00014132,00014132,001024,001,001,00000001,00016063,02,0000000562314996
009,00016070,00016070,010,00050104,00014215,00014215,001024,001,001,00000001,00016070,02,0000000553161784
010,00016074,00016074,010,00061246,00013802,00013802,001024,001,001,00000001,00016074,02,0000000642333770
011,00016057,00016057,010,00046823,00014385,00014385,001024,001,001,00000001,00016057,02,0000000514511612
012,00016034,00016034,010,00048947,00014201,00014201,001024,001,001,00000001,00016034,02,0000000542372900
013,00016027,00016027,010,00059774,00013794,00013794,001024,001,001,00000001,00016027,02,0000000630525820
014,00016045,00016045,010,00051553,00014175,00014175,001024,001,001,00000001,00016045,02,0000000563528302
015,00016051,00016051,010,00047083,00014242,00014242,001024,001,001,00000001,00016051,02,0000000530283161
016,00016070,00016070,010,00046847,00014315,00014315,001024,001,001,00000001,00016070,02,0000000559505979
017,00016102,00016102,010,00062873,00013921,00013921,001024,001,001,00000001,00016102,02,0000000699365566
018,00016082,00016082,010,00060705,00013883,00013883,001024,001,001,00000001,00016082,02,0000000682480502
019,00016110,00016110,010,00057109,00013939,00013939,001024,001,001,00000001,00016110,02,0000000655872520
020,00016082,00016082,010,00056876,00013917,00013917,001024,001,001,00000001,00016082,02,0000000646607952
021,00016079,00016079,010,00060144,00013847,00013847,001024,001,001,00000001,00016079,02,0000000686499499
022,00016060,00016060,010,00045043,00014318,00014318,001024,001,001,00000001,00016060,02,0000000549169069
023,00016128,00016128,010,00048380,00014296,00014296,001024,001,001,00000001,00016128,02,0000000577332863
024,00016092,00016092,010,00057853,00013909,00013909,001024,001,001,00000001,00016092,02,0000000652471755
025,00016075,00016075,010,00057031,00013953,00013953,001024,001,001,00000001,00016075,02,0000000650742364
026,00016062,00016062,010,00054623,00013969,00013969,001024,001,001,00000001,00016062,02,0000000619282924
027,00016087,00016087,010,00060772,00013919,00013919,001024,001,001,00000001,00016087,02,0000000675866496
028,00016110,00016110,010,00057132,00013990,00013990,001024,001,001,00000001,00016110,02,0000000650387858
029,00016110,00016110,010,00056376,00013978,00013978,001024,001,001,00000001,00016110,02,0000000641827239
030,00016112,00016112,010,00053465,00014040,00014040,001024,001,001,00000001,00016112,02,0000000621056929
031,00016007,00016007,010,00050864,00014114,00014114,001024,001,001,00000001,00016007,02,0000000591258038
000,00015808,00015808,010,00062965,00013654,00013654,001024,002,001,00000001,00015808,02,0000000640451617
001,00015908,00015908,010,00054434,00013968,00013968,001024,002,001,00000001,00015908,02,0000000561082295
002,00015850,00015850,010,00059212,00013707,00013707,001024,002,001,00000001,00015850,02,0000000603232509
003,00015829,00015829,010,00057044,00013807,00013807,001024,002,001,00000001,00015829,02,0000000587131276
004,00015863,00015863,010,00057745,00013818,00013818,001024,002,001,00000001,00015863,02,0000000598068050
005,00015815,00015815,010,00063144,00013633,00013633,001024,002,001,00000001,00015815,02,0000000633938318
006,00015812,00015812,010,00067356,00013480,00013480,001024,002,001,00000001,00015812,02,0000000663550862
007,00015856,00015856,010,00059386,00013766,00013766,001024,002,001,00000001,00015856,02,0000000604690028
008,00015910,00015910,010,00061227,00013716,00013716,001024,002,001,00000001,00015910,02,0000000618721315
009,00015817,00015817,010,00068298,00013320,00013320,001024,002,001,00000001,00015817,02,0000000674075716
010,00015799,00015799,010,00044413,00014193,00014193,001024,002,001,00000001,00015799,02,0000000489770824
011,00015800,00015800,010,00057138,00013748,00013748,001024,002,001,00000001,00015800,02,0000000585111219
012,00015902,00015902,010,00064724,00013558,00013558,001024,002,001,00000001,00015902,02,0000000647800962
013,00015746,00015746,010,00056096,00013731,00013731,001024,002,001,00000001,00015746,02,0000000593599452
014,00015807,00015807,010,00069211,00013401,00013401,001024,002,001,00000001,00015807,02,0000000684482335
015,00015832,00015832,010,00055791,00013854,00013854,001024,002,001,00000001,00015832,02,0000000635465463
016,00015886,00015886,010,00051974,00014013,00014013,001024,002,001,00000001,00015886,02,0000000608207644
017,00015838,00015838,010,00046891,00014096,00014096,001024,002,001,00000001,00015838,02,0000000563557334
018,00015853,00015853,010,00055558,00013838,00013838,001024,002,001,00000001,00015853,02,0000000634439205
019,00015873,00015873,010,00052704,00013884,00013884,001024,002,001,00000001,00015873,02,0000000624615386
020,00015882,00015882,010,00043875,00014112,00014112,001024,002,001,00000001,00015882,02,0000000547427626
021,00015832,00015832,010,00058147,00013775,00013775,001024,002,001,00000001,00015832,02,0000000602467014
022,00015889,00015889,010,00046686,00014054,00014054,001024,002,001,00000001,00015889,02,0000000564302370
023,00015859,00015859,010,00048656,00014033,00014033,001024,002,001,00000001,00015859,02,0000000588196880
024,00015850,00015850,010,00051583,00014125,00014125,001024,002,001,00000001,00015850,02,0000000596169084
025,00015889,00015889,010,00049488,00014141,00014141,001024,002,001,00000001,00015889,02,0000000585966806
026,00015851,00015851,010,00052801,00013859,00013859,001024,002,001,00000001,00015851,02,0000000605191417
027,00015885,00015885,010,00040255,00014352,00014352,001024,002,001,00000001,00015885,02,0000000510254015
028,00015871,00015871,010,00051174,00013947,00013947,001024,002,001,00000001,00015871,02,0000000598491713
029,00015867,00015867,010,00048134,00013990,00013990,001024,002,001,00000001,00015867,02,0000000574572175
030,00015909,00015909,010,00049978,00014123,00014123,001024,002,001,00000001,00015909,02,0000000588385473
031,00015811,00015811,010,00048202,00014050,00014050,001024,002,001,00000001,00015811,02,0000000572841441
000,00016437,00016437,010,00043407,00014781,00014781,001024,003,001,00000001,00016437,02,0000000497420652
001,00016382,00016382,010,00056157,00014406,00014406,001024,003,001,00000001,00016382,02,0000000604194649
002,00016402,00016402,010,00052090,00014399,00014399,001024,003,001,00000001,00016402,02,0000000581297895
003,00016385,00016385,010,00051117,00014432,00014432,001024,003,001,00000001,00016385,02,0000000566274678
004,00016366,00016366,010,00055559,00014277,00014277,001024,003,001,00000001,00016366,02,0000000593767457
005,00016378,00016378,010,00063798,00014058,00014058,001024,003,001,00000001,00016378,02,0000000656915341
006,00016337,00016337,010,00044606,00014596,00014596,001024,003,001,00000001,00016337,02,0000000517971548
007,00016362,00016362,010,00056796,00014334,00014334,001024,003,001,00000001,00016362,02,0000000602541459
008,00016373,00016373,010,00061396,00014044,00014044,001024,003,001,00000001,00016373,02,0000000646669186
009,00016399,00016399,010,00061970,00013994,00013994,001024,003,001,00000001,00016399,02,0000000659057670
010,00016419,00016419,010,00054352,00014322,00014322,001024,003,001,00000001,00016419,02,0000000599722279
011,00016375,00016375,010,00060937,00014084,00014084,001024,003,001,00000001,00016375,02,0000000639759851
012,00016357,00016357,010,00059452,00014080,00014080,001024,003,001,00000001,00016357,02,0000000627029721
013,00016355,00016355,010,00062436,00014014,00014014,001024,003,001,00000001,00016355,02,0000000653066733
014,00016429,00016429,010,00043263,00014762,00014762,001024,003,001,00000001,00016429,02,0000000504266718
015,00016404,00016404,010,00046154,00014642,00014642,001024,003,001,00000001,00016404,02,0000000557556792
016,00016423,00016423,010,00046506,00014697,00014697,001024,003,001,00000001,00016423,02,0000000557780867
017,00016437,00016437,010,00047793,00014534,00014534,001024,003,001,00000001,00016437,02,0000000570993655
018,00016474,00016474,010,00061658,00014113,00014113,001024,003,001,00000001,00016474,02,0000000688374061
019,00016445,00016445,010,00048393,00014549,00014549,001024,003,001,00000001,00016445,02,0000000573921991
020,00016384,00016384,010,00051135,00014297,00014297,001024,003,001,00000001,00016384,02,0000000602107415
021,00016410,00016410,010,00053342,00014291,00014291,001024,003,001,00000001,00016410,02,0000000623250584
022,00016362,00016362,010,00060000,00014121,00014121,001024,003,001,00000001,00016362,02,0000000659505972
023,00016457,00016457,010,00065994,00013895,00013895,001024,003,001,00000001,00016457,02,0000000723391099
024,00016441,00016441,010,00047239,00014636,00014636,001024,003,001,00000001,00016441,02,0000000563083930
025,00016422,00016422,010,00048776,00014614,00014614,001024,003,001,00000001,00016422,02,0000000571593898
026,00016390,00016390,010,00051900,00014295,00014295,001024,003,001,00000001,00016390,02,0000000604028380
027,00016419,00016419,010,00043220,00014709,00014709,001024,003,001,00000001,00016419,02,0000000535589154
028,00016437,00016437,010,00057336,00014261,00014261,001024,003,001,00000001,00016437,02,0000000615250695
029,00016402,00016402,010,00054860,00014149,00014149,001024,003,001,00000001,00016402,02,0000000633408426
030,00016440,00016440,010,00053232,00014306,00014306,001024,003,001,00000001,00016440,02,0000000592357406
031,00016464,00016464,010,00045858,00014637,00014637,001024,003,001,00000001,00016464,02,0000000552407304
000,00032933,00032933,010,00096745,00029046,00029046,001024,000,002,00000001,00032933,02,0000000716116150
001,00032947,00032947,010,00117999,00028294,00028294,001024,000,002,00000001,00032947,02,0000000780608361
002,00032953,00032953,010,00112733,00028684,00028684,001024,000,002,00000001,00032953,02,0000000775632853
003,00032884,00032884,010,00098086,00029005,00029005,001024,000,002,00000001,00032884,02,0000000730450464
004,00032845,00032845,010,00107582,00028557,00028557,001024,000,002,00000001,00032845,02,0000000768137824
005,00032948,00032948,010,00108166,00028692,00028692,001024,000,002,00000001,00032948,02,0000000767732060
006,00032963,00032963,010,00108507,00028824,00028824,001024,000,002,00000001,00032963,02,0000000761959144
007,00032867,00032867,010,00101360,00028866,00028866,001024,000,002,00000001,00032867,02,0000000740503384
008,00032892,00032892,010,00100501,00028864,00028864,001024,000,002,00000001,00032892,02,0000000739104109
009,00032984,00032984,010,00099095,00029154,00029154,001024,000,002,00000001,00032984,02,0000000729863366
010,00033026,00033026,010,00106832,00028711,00028711,001024,000,002,00000001,00033026,02,0000000728840116
011,00033008,00033008,010,00112588,00028754,00028754,001024,000,002,00000001,00033008,02,0000000737946940
012,00032911,00032911,010,00113287,00028381,00028381,001024,000,002,00000001,00032911,02,0000000796233969
013,00032970,00032970,010,00109964,00028723,00028723,001024,000,002,00000001,00032970,02,0000000769985655
014,00032902,00032902,010,00102071,00028883,00028883,001024,000,002,00000001,00032902,02,0000000743123887
015,00032905,00032905,010,00107138,00028643,00028643,001024,000,002,00000001,00032905,02,0000000780761324
016,00032770,00032770,010,00095669,00028763,00028763,001024,000,002,00000001,00032770,02,0000000127227524
017,00032954,00032954,010,00091661,00029030,00029030,001024,000,002,00000001,00032954,02,0000000746895913
018,00032969,00032969,010,00091994,00029145,00029145,001024,000,002,00000001,00032969,02,0000000750076151
019,00032940,00032940,010,00104726,00028498,00028498,001024,000,002,00000001,00032940,02,0000000813081256
020,00032883,00032883,010,00107381,00028445,00028445,001024,000,002,00000001,00032883,02,0000000827844364
021,00032970,00032970,010,00100728,00028717,00028717,001024,000,002,00000001,00032970,02,0000000797455966
022,00033048,00033048,010,00103925,00028749,00028749,001024,000,002,00000001,00033048,02,0000000811047606
023,00032969,00032969,010,00099250,00029127,00029127,001024,000,002,00000001,00032969,02,0000000788850712
024,00032995,00032995,010,00101872,00028708,00028708,001024,000,002,00000001,00032995,02,0000000788871069
025,00032873,00032873,010,00101758,00028635,00028635,001024,000,002,00000001,00032873,02,0000000785675009
026,00032956,00032956,010,00088748,00029201,00029201,001024,000,002,00000001,00032956,02,0000000719751407
027,00032959,00032959,010,00088822,00029139,00029139,001024,000,002,00000001,00032959,02,0000000718177489
028,00032981,00032981,010,00098345,00028920,00028920,001024,000,002,00000001,00032981,02,0000000778609984
029,00033040,00033040,010,00100073,00028871,00028871,001024,000,002,00000001,00033040,02,0000000783460461
030,00032995,00032995,010,00096058,00029089,00029089,001024,000,002,00000001,00032995,02,0000000755709877
031,00033081,00033081,010,00098174,00029009,00029009,001024,000,002,00000001,00033081,02,0000000765119065
