lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007143,0000181,0000020,0001006,0005230,0006141,0005791,001024,001,000,0512
0031519,0000491,0000031,0001097,0016181,0030286,0016651,001024,001,000,0512
0007414,0000180,0000020,0001007,0006202,0006903,0006713,001024,002,000,0512
0033564,0000280,0000050,0001105,0021601,0033013,0024046,001024,002,000,0512
0010861,0000190,0000020,0001009,0010280,0010339,0013335,001024,003,000,0512
0033554,0000280,0000060,0001094,0023775,0033003,0026731,001024,003,000,0512
0006994,0000210,0000040,0001006,0005250,0006162,0005581,001024,004,000,0512
0031008,0000281,0000041,0001108,0016781,0030157,0016602,001024,004,000,0512
0010330,0000181,0000020,0001009,0010079,0009808,0012844,001024,001,001,0512
0017904,0000271,0000060,0001097,0022563,0017343,0025178,001024,001,001,0512
0007053,0000181,0000030,0001006,0005220,0006111,0005771,001024,002,001,0512
0013786,0000601,0000031,0001093,0008346,0012193,0009067,001024,002,001,0512
0010700,0000190,0000020,0001009,0010621,0010169,0013626,001024,003,001,0512
0019276,0000281,0000060,0001098,0023604,0018605,0026530,001024,003,001,0512
0006983,0000220,0000040,0001006,0005300,0006152,0005611,001024,004,001,0512
0012383,0000281,0000041,0001096,0009127,0011141,0009689,001024,004,001,0512
0007084,0000181,0000030,0001006,0005220,0006141,0005781,001024,001,002,0512
0030388,0000591,0000031,0001102,0015018,0029135,0014969,001024,001,002,0512
0010410,0000180,0000020,0001009,0009848,0009898,0012604,001024,002,002,0512
0031209,0000271,0000060,0001100,0022633,0030698,0025237,001024,002,002,0512
0011051,0000190,0000020,0001009,0010560,0010519,0013806,001024,003,002,0512
0031540,0000271,0000060,0001102,0023655,0030998,0026510,001024,003,002,0512
0006953,0000211,0000040,0001006,0005140,0006121,0005500,001024,004,002,0512
0029666,0000281,0000050,0001103,0015559,0028824,0015328,001024,004,002,0512
0013576,0000190,0000030,0001015,0005290,0012604,0005851,001024,001,003,0512
0037972,0000591,0000031,0001137,0022533,0036880,0023073,001024,001,003,0512
0016511,0000180,0000030,0001017,0007825,0015990,0009639,001024,002,003,0512
0039395,0000281,0000060,0001143,0026219,0038864,0025909,001024,002,003,0512
0016652,0000190,0000030,0001017,0008136,0016140,0010069,001024,003,003,0512
0039604,0000281,0000060,0001144,0026560,0039083,0026600,001024,003,003,0512
0013846,0000210,0000040,0001016,0005491,0013014,0006002,001024,004,003,0512
0036528,0000281,0000050,0001138,0023184,0035677,0023243,001024,004,003,0512
0007164,0000181,0000020,0001006,0005240,0006161,0005801,001024,001,004,0512
0029726,0000501,0000031,0001097,0014367,0028493,0014708,001024,001,004,0512
0010380,0000180,0000020,0001009,0009888,0009858,0012594,001024,002,004,0512
0031280,0000270,0000060,0001100,0022563,0030768,0025108,001024,002,004,0512
0010991,0000190,0000020,0001009,0010640,0010460,0013796,001024,003,004,0512
0031680,0000271,0000060,0001102,0023745,0031139,0026550,001024,003,004,0512
0007013,0000210,0000040,0001007,0005260,0006182,0005600,001024,004,004,0512
0029325,0000281,0000041,0001107,0015068,0028483,0014888,001024,004,004,0512
