tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.000513,  0.000370
002,  0.196402,  0.000140
002,  0.059713,  0.000108
002,  0.106917,  0.000098
002,  0.056860,  0.000103
002,  0.112550,  0.000090
002,  0.052890,  0.000092
002,  0.112817,  0.000105
002,  0.060767,  0.000100
002,  0.105488,  0.000155
001,  0.076110,  0.000335
001,  0.074087,  0.000127
001,  0.000183,  0.000157
001,  0.000157,  0.000123
001,  0.000147,  0.000150
001,  0.055523,  0.000088
001,  0.000158,  0.000122
001,  0.065855,  0.000087
001,  0.000278,  0.000118
001,  0.069390,  0.000132
003,  0.474508,  0.000307
003,  0.128063,  0.000102
003,  0.270500,  0.000077
003,  0.167055,  0.000157
003,  0.247373,  0.000083
003,  0.167392,  0.000082
003,  0.253808,  0.000082
003,  0.166027,  0.000078
003,  0.258480,  0.000080
003,  0.276912,  0.000063
004,  0.231860,  0.000320
004,  0.330772,  0.000172
004,  0.371920,  0.000150
004,  0.366230,  0.000132
004,  0.301663,  0.000192
004,  0.311883,  0.000163
004,  0.362595,  0.000133
004,  0.351223,  0.000130
004,  0.319587,  0.000127
004,  0.220005,  0.000153
005,  0.152450,  0.000320
005,  0.268248,  0.000187
005,  0.318518,  0.000102
005,  0.273540,  0.000102
005,  0.356892,  0.000142
005,  0.226862,  0.000150
005,  0.307910,  0.000127
005,  0.274375,  0.000130
005,  0.375590,  0.000120
005,  0.163088,  0.000112
006,  0.396963,  0.000370
006,  0.000245,  0.000160
006,  0.176247,  0.000125
006,  0.060320,  0.000092
006,  0.169120,  0.000080
006,  0.000233,  0.000162
006,  0.167203,  0.000083
006,  0.000215,  0.000153
006,  0.175170,  0.000103
006,  0.000288,  0.000130
007,  0.558018,  0.000290
007,  0.390832,  0.000177
007,  0.216998,  0.000117
007,  0.222688,  0.000135
007,  0.214830,  0.000188
007,  0.271832,  0.000168
007,  0.217757,  0.000112
007,  0.218982,  0.000143
007,  0.224963,  0.000133
007,  0.321587,  0.000147
008,  0.315305,  0.000378
008,  0.454462,  0.000178
008,  0.117862,  0.000220
008,  0.308517,  0.000125
008,  0.113623,  0.000153
008,  0.368433,  0.000185
008,  0.108888,  0.000162
008,  0.307182,  0.000122
008,  0.119102,  0.000115
008,  0.371623,  0.000157
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.178813,  0.000138
002,  0.113040,  0.000132
002,  0.104768,  0.000105
002,  0.111853,  0.000110
002,  0.055942,  0.000097
002,  0.104782,  0.000108
002,  0.106912,  0.000102
002,  0.104618,  0.000100
002,  0.060442,  0.000108
002,  0.222820,  0.000133
001,  0.000182,  0.000182
001,  0.063283,  0.000098
001,  0.000245,  0.000177
001,  0.062305,  0.000087
001,  0.000217,  0.000133
001,  0.054923,  0.000080
001,  0.056842,  0.000087
001,  0.000212,  0.000120
001,  0.000283,  0.000108
001,  0.066780,  0.000068
003,  0.309562,  0.000188
003,  0.366655,  0.000088
003,  0.264622,  0.000095
003,  0.160948,  0.000077
003,  0.248633,  0.000097
003,  0.158717,  0.000082
003,  0.252620,  0.000077
003,  0.157712,  0.000085
003,  0.275137,  0.000093
003,  0.106433,  0.000072
004,  0.070647,  0.000225
004,  0.312885,  0.000125
004,  0.353400,  0.000187
004,  0.367462,  0.000163
004,  0.352405,  0.000165
004,  0.265625,  0.000207
004,  0.351037,  0.000197
004,  0.344455,  0.000117
004,  0.323708,  0.000175
004,  0.163655,  0.000195
005,  0.122445,  0.000117
005,  0.260208,  0.000123
005,  0.162443,  0.000120
005,  0.221187,  0.000115
005,  0.302245,  0.000107
005,  0.215830,  0.000122
005,  0.298990,  0.000112
005,  0.211932,  0.000163
005,  0.381817,  0.000148
005,  0.280375,  0.000150
006,  0.241728,  0.000285
006,  0.000157,  0.000122
006,  0.057735,  0.000082
006,  0.000210,  0.000123
006,  0.169300,  0.000095
006,  0.000182,  0.000103
006,  0.000117,  0.000102
006,  0.057537,  0.000082
006,  0.179852,  0.000073
006,  0.000285,  0.000085
007,  0.424375,  0.000252
007,  0.226760,  0.000190
007,  0.209308,  0.000195
007,  0.268860,  0.000220
007,  0.220167,  0.000152
007,  0.362180,  0.000220
007,  0.213832,  0.000177
007,  0.261707,  0.000120
007,  0.230317,  0.000112
007,  0.325147,  0.000133
008,  0.374153,  0.000250
008,  0.171660,  0.000188
008,  0.308533,  0.000135
008,  0.323608,  0.000113
008,  0.112208,  0.000118
008,  0.311632,  0.000142
008,  0.165343,  0.000130
008,  0.303047,  0.000122
008,  0.120062,  0.000112
008,  0.383462,  0.000132
-----------------------------------------------------------------------------------------------

