tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   5778270, 5778270,  183.027802,      30.000,58958.417969,  669.654053,               0
001,   5778321, 5778321,  182.884033,      30.000,58964.929688,  662.875122,               0
002,   5778325, 5778325,  183.026001,      30.000,58956.867188,  671.904907,               0
003,   5778305, 5778305,  182.747620,      30.000,58963.542969,  664.667725,               0
004,   5778327, 5778327,  183.044052,      30.000,58960.324219,  668.595886,               0
005,   5778326, 5778326,  182.781540,      30.000,58968.281250,  659.859619,               0
006,   5778313, 5778313,  183.053925,      30.000,58951.933594,  676.389587,               0
007,   5778315, 5778315,  183.065979,      30.000,58993.187500,  635.126160,               0
008,   5778278, 5778278,  183.994324,      30.000,58982.890625,  643.052368,               0
009,   5778268, 5778268,  183.518234,      30.000,58987.355469,  637.859863,               0
010,   5778283, 5778283,  183.918060,      30.000,58967.367188,  657.927185,               0
011,   5778275, 5778275,  183.669464,      30.000,58995.910156,  629.247437,               0
012,   5778274, 5778274,  183.949997,      30.000,58979.300781,  646.763977,               0
013,   5778266, 5778266,  183.710983,      30.000,58986.480469,  638.513916,               0
014,   5778271, 5778271,  184.021835,      30.000,58978.917969,  646.875305,               0
015,   5778276, 5778276,  183.873184,      30.000,58995.519531,  629.514099,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   5778089, 5778089,  183.017151,      30.000,58958.589844,  669.522034,               0
001,   5778105, 5778105,  182.799149,      30.000,58961.496094,  666.418152,               0
002,   5778104, 5778104,  182.975693,      30.000,58956.328125,  672.535034,               0
003,   5778104, 5778104,  182.582108,      30.000,58966.601562,  661.901550,               0
004,   5778102, 5778102,  182.854828,      30.000,58958.214844,  670.990417,               0
005,   5778109, 5778109,  182.684494,      30.000,58966.597656,  661.655884,               0
006,   5778076, 5778076,  183.138306,      30.000,58952.777344,  675.453552,               0
007,   5778083, 5778083,  183.059738,      30.000,58991.492188,  636.822693,               0
008,   5778102, 5778102,  183.905594,      30.000,58982.332031,  643.883606,               0
009,   5778096, 5778096,  183.569092,      30.000,58989.109375,  636.116577,               0
010,   5778090, 5778090,  183.940140,      30.000,58969.117188,  656.036621,               0
011,   5778094, 5778094,  183.569092,      30.000,58996.121094,  629.193787,               0
012,   5778097, 5778097,  183.874893,      30.000,58979.558594,  646.467896,               0
013,   5778075, 5778075,  183.777206,      30.000,58987.675781,  637.398315,               0
014,   5778084, 5778084,  183.965057,      30.000,58980.992188,  644.885620,               0
015,   5777915, 5777915,  183.822433,      30.000,58995.410156,  628.639954,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   5777081, 5777081,  182.924149,      30.000,58959.058594,  669.336243,               0
001,   5777035, 5777035,  182.749115,      30.000,58961.949219,  665.812561,               0
002,   5777056, 5777056,  182.830948,      30.000,58959.515625,  669.388367,               0
003,   5777066, 5777066,  182.862686,      30.000,58965.304688,  662.970886,               0
004,   5777058, 5777058,  183.170135,      30.000,58958.214844,  670.604736,               0
005,   5777083, 5777083,  182.545380,      30.000,58965.578125,  662.895996,               0
006,   5777054, 5777054,  183.125381,      30.000,58955.714844,  672.509338,               0
007,   5777057, 5777057,  183.017899,      30.000,58992.675781,  635.832458,               0
008,   5777054, 5777054,  184.001114,      30.000,58981.355469,  644.715332,               0
009,   5777059, 5777059,  183.573883,      30.000,58987.210938,  638.010803,               0
010,   5777061, 5777061,  183.837463,      30.000,58969.089844,  656.194153,               0
011,   5777041, 5777041,  183.614624,      30.000,58996.128906,  629.046509,               0
012,   5777038, 5777038,  183.884155,      30.000,58980.003906,  645.927490,               0
013,   5777059, 5777059,  183.708221,      30.000,58989.929688,  635.266907,               0
014,   5777050, 5777050,  183.990845,      30.000,58980.898438,  645.095154,               0
015,   5777062, 5777062,  183.900635,      30.000,58996.996094,  628.111389,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   5781144, 5781144,  183.099075,      30.000,58959.761719,  668.216003,               0
001,   5781162, 5781162,  182.968933,      30.000,58962.703125,  664.820984,               0
002,   5781169, 5781169,  183.108154,      30.000,58960.351562,  668.328735,               0
