tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00061289,010,00030791,00000000,00000000,001024,000,000,00000004,00030791,01,0000000034686059,00017634
001,00000000,00060022,010,00030317,00000000,00000000,001024,000,000,00000004,00030317,01,0000000032961148,00017478
002,00000000,00061432,010,00030912,00000000,00000000,001024,000,000,00000004,00030912,01,0000000032789408,00017778
003,00000000,00061120,010,00030782,00000000,00000000,001024,000,000,00000004,00030782,01,0000000032489797,00017792
004,00000000,00062103,010,00031342,00000000,00000000,001024,000,000,00000004,00031342,01,0000000033651241,00018034
005,00000000,00060745,010,00030761,00000000,00000000,001024,000,000,00000004,00030761,01,0000000033725724,00017717
006,00000000,00060894,010,00030895,00000000,00000000,001024,000,000,00000004,00030895,01,0000000033303016,00017772
007,00000000,00060806,010,00030600,00000000,00000000,001024,000,000,00000004,00030600,01,0000000033162401,00017645
008,00000000,00060944,010,00030928,00000000,00000000,001024,000,000,00000004,00030928,01,0000000034272424,00017740
009,00000000,00060631,010,00030652,00000000,00000000,001024,000,000,00000004,00030652,01,0000000033229178,00017554
010,00000000,00061558,010,00030975,00000000,00000000,001024,000,000,00000004,00030975,01,0000000032814467,00017822
011,00000000,00061344,010,00031055,00000000,00000000,001024,000,000,00000004,00031055,01,0000000032619316,00017651
012,00000000,00060949,010,00030786,00000000,00000000,001024,000,000,00000004,00030786,01,0000000033006683,00017629
013,00000000,00061565,010,00031089,00000000,00000000,001024,000,000,00000004,00031089,01,0000000034066498,00017812
014,00000000,00060725,010,00030657,00000000,00000000,001024,000,000,00000004,00030657,01,0000000033283840,00017595
015,00000000,00060023,010,00030372,00000000,00000000,001024,000,000,00000004,00030372,01,0000000034120204,00017645
016,00000000,00060713,010,00030642,00000000,00000000,001024,000,000,00000004,00030642,01,0000000033317478,00017595
017,00000000,00060695,010,00030515,00000000,00000000,001024,000,000,00000004,00030515,01,0000000032262483,00017549
018,00000000,00060258,010,00030357,00000000,00000000,001024,000,000,00000004,00030357,01,0000000032373432,00017474
019,00000000,00059810,010,00030470,00000000,00000000,001024,000,000,00000004,00030470,01,0000000032479779,00017563
020,00000000,00060767,010,00030688,00000000,00000000,001024,000,000,00000004,00030688,01,0000000033215154,00017783
021,00000000,00060806,010,00030628,00000000,00000000,001024,000,000,00000004,00030628,01,0000000033213403,00017600
022,00000000,00060333,010,00030564,00000000,00000000,001024,000,000,00000004,00030564,01,0000000032712494,00017502
023,00000000,00061050,010,00030896,00000000,00000000,001024,000,000,00000004,00030896,01,0000000032962727,00017834
024,00000000,00061282,010,00031083,00000000,00000000,001024,000,000,00000004,00031083,01,0000000036032588,00018013
025,00000000,00062043,010,00031217,00000000,00000000,001024,000,000,00000004,00031217,01,0000000033903276,00017983
026,00000000,00060519,010,00030288,00000000,00000000,001024,000,000,00000004,00030288,01,0000000033139571,00017374
027,00000000,00060083,010,00030402,00000000,00000000,001024,000,000,00000004,00030402,01,0000000032955898,00017494
028,00000000,00059750,010,00029894,00000000,00000000,001024,000,000,00000004,00029894,01,0000000033023680,00017425
029,00000000,00060601,010,00030577,00000000,00000000,001024,000,000,00000004,00030577,01,0000000033102722,00017636
030,00000000,00061733,010,00031092,00000000,00000000,001024,000,000,00000004,00031092,01,0000000034449496,00017794
031,00000000,00060094,010,00030395,00000000,00000000,001024,000,000,00000004,00030395,01,0000000033643543,00017660
000,00000000,00060644,010,00030762,00000000,00000000,001024,001,000,00000004,00030762,01,0000000017974664,00017727
001,00000000,00061122,010,00030924,00000000,00000000,001024,001,000,00000004,00030924,01,0000000015814195,00017746
002,00000000,00060864,010,00030573,00000000,00000000,001024,001,000,00000004,00030573,01,0000000016939885,00017637
003,00000000,00060389,010,00030547,00000000,00000000,001024,001,000,00000004,00030547,01,0000000015881866,00017686
004,00000000,00059900,010,00030338,00000000,00000000,001024,001,000,00000004,00030338,01,0000000017343274,00017529
005,00000000,00060064,010,00030410,00000000,00000000,001024,001,000,00000004,00030410,01,0000000015947480,00017549
006,00000000,00060688,010,00030458,00000000,00000000,001024,001,000,00000004,00030458,01,0000000017060310,00017590
007,00000000,00061386,010,00030884,00000000,00000000,001024,001,000,00000004,00030884,01,0000000015923637,00017839
008,00000000,00060584,010,00030425,00000000,00000000,001024,001,000,00000004,00030425,01,0000000017790828,00017554
009,00000000,00062124,010,00031198,00000000,00000000,001024,001,000,00000004,00031198,01,0000000016951885,00017896
010,00000000,00061526,010,00030928,00000000,00000000,001024,001,000,00000004,00030928,01,0000000017726083,00017867
011,00000000,00061960,010,00030989,00000000,00000000,001024,001,000,00000004,00030989,01,0000000016531390,00017910
012,00000000,00060828,010,00030813,00000000,00000000,001024,001,000,00000004,00030813,01,0000000016974373,00017650
013,00000000,00060591,010,00030763,00000000,00000000,001024,001,000,00000004,00030763,01,0000000016168838,00017788
014,00000000,00060226,010,00030317,00000000,00000000,001024,001,000,00000004,00030317,01,0000000017569279,00017600
015,00000000,00059237,010,00030001,00000000,00000000,001024,001,000,00000004,00030001,01,0000000017575628,00017554
016,00000000,00060039,010,00030366,00000000,00000000,001024,001,000,00000004,00030366,01,0000000017240988,00017567
017,00000000,00060928,010,00030875,00000000,00000000,001024,001,000,00000004,00030875,01,0000000016162860,00017911
018,00000000,00061023,010,00030517,00000000,00000000,001024,001,000,00000004,00030517,01,0000000016805327,00017684
019,00000000,00060346,010,00030562,00000000,00000000,001024,001,000,00000004,00030562,01,0000000017859437,00017576
020,00000000,00061147,010,00030966,00000000,00000000,001024,001,000,00000004,00030966,01,0000000016646744,00017819
021,00000000,00061546,010,00031158,00000000,00000000,001024,001,000,00000004,00031158,01,0000000018222495,00018031
022,00000000,00060723,010,00030645,00000000,00000000,001024,001,000,00000004,00030645,01,0000000016138053,00017651
023,00000000,00061378,010,00030805,00000000,00000000,001024,001,000,00000004,00030805,01,0000000017264631,00017679
024,00000000,00061244,010,00030893,00000000,00000000,001024,001,000,00000004,00030893,01,0000000016338799,00017711
025,00000000,00060875,010,00030802,00000000,00000000,001024,001,000,00000004,00030802,01,0000000016697443,00017740
026,00000000,00060436,010,00030510,00000000,00000000,001024,001,000,00000004,00030510,01,0000000017658982,00017590
027,00000000,00062399,010,00031381,00000000,00000000,001024,001,000,00000004,00031381,01,0000000016965339,00017942
028,00000000,00060630,010,00030626,00000000,00000000,001024,001,000,00000004,00030626,01,0000000017595863,00017592
029,00000000,00060373,010,00030221,00000000,00000000,001024,001,000,00000004,00030221,01,0000000016979346,00017476
030,00000000,00061194,010,00030746,00000000,00000000,001024,001,000,00000004,00030746,01,0000000017488451,00017577
031,00000000,00062438,010,00031270,00000000,00000000,001024,001,000,00000004,00031270,01,0000000016206877,00017996
000,00000000,00061621,010,00031108,00000000,00000000,001024,002,000,00000004,00031108,01,0000000033972691,00017941
001,00000000,00061929,010,00031048,00000000,00000000,001024,002,000,00000004,00031048,01,0000000034800360,00017897
002,00000000,00060809,010,00030615,00000000,00000000,001024,002,000,00000004,00030615,01,0000000032812608,00017727
003,00000000,00059536,010,00030105,00000000,00000000,001024,002,000,00000004,00030105,01,0000000033270812,00017447
004,00000000,00059758,010,00030188,00000000,00000000,001024,002,000,00000004,00030188,01,0000000032402783,00017567
005,00000000,00062069,010,00031397,00000000,00000000,001024,002,000,00000004,00031397,01,0000000034266823,00018181
006,00000000,00059243,010,00029854,00000000,00000000,001024,002,000,00000004,00029854,01,0000000032590382,00017421
007,00000000,00060864,010,00030830,00000000,00000000,001024,002,000,00000004,00030830,01,0000000032953292,00017851
008,00000000,00060534,010,00030359,00000000,00000000,001024,002,000,00000004,00030359,01,0000000034240145,00017671
009,00000000,00059086,010,00029967,00000000,00000000,001024,002,000,00000004,00029967,01,0000000033995088,00017481
010,00000000,00061248,010,00030733,00000000,00000000,001024,002,000,00000004,00030733,01,0000000033801613,00017868
011,00000000,00061004,010,00030705,00000000,00000000,001024,002,000,00000004,00030705,01,0000000033996285,00017850
012,00000000,00060535,010,00030377,00000000,00000000,001024,002,000,00000004,00030377,01,0000000033718172,00017684
013,00000000,00060861,010,00030683,00000000,00000000,001024,002,000,00000004,00030683,01,0000000034528722,00017715
014,00000000,00060771,010,00030902,00000000,00000000,001024,002,000,00000004,00030902,01,0000000024182271,00017991
015,00000000,00060582,010,00030524,00000000,00000000,001024,002,000,00000004,00030524,01,0000000035128452,00017658
016,00000000,00061501,010,00030785,00000000,00000000,001024,002,000,00000004,00030785,01,0000000034787134,00017799
017,00000000,00061720,010,00030961,00000000,00000000,001024,002,000,00000004,00030961,01,0000000033232546,00018034
018,00000000,00059927,010,00030213,00000000,00000000,001024,002,000,00000004,00030213,01,0000000033239530,00017647
019,00000000,00060548,010,00030511,00000000,00000000,001024,002,000,00000004,00030511,01,0000000032283783,00017692
020,00000000,00060866,010,00030489,00000000,00000000,001024,002,000,00000004,00030489,01,0000000033408239,00017415
021,00000000,00061527,010,00031032,00000000,00000000,001024,002,000,00000004,00031032,01,0000000033401699,00017921
022,00000000,00060346,010,00030385,00000000,00000000,001024,002,000,00000004,00030385,01,0000000033535880,00017747
023,00000000,00061087,010,00030962,00000000,00000000,001024,002,000,00000004,00030962,01,0000000033402040,00017834
024,00000000,00062107,010,00031179,00000000,00000000,001024,002,000,00000004,00031179,01,0000000034392999,00018198
025,00000000,00061412,010,00031047,00000000,00000000,001024,002,000,00000004,00031047,01,0000000034159521,00017855
026,00000000,00061321,010,00030839,00000000,00000000,001024,002,000,00000004,00030839,01,0000000036492593,00017991
027,00000000,00060847,010,00030768,00000000,00000000,001024,002,000,00000004,00030768,01,0000000033842921,00017760
028,00000000,00061094,010,00030679,00000000,00000000,001024,002,000,00000004,00030679,01,0000000032058516,00017612
029,00000000,00060528,010,00030307,00000000,00000000,001024,002,000,00000004,00030307,01,0000000033424702,00017627
030,00000000,00060213,010,00030614,00000000,00000000,001024,002,000,00000004,00030614,01,0000000034077317,00017807
031,00000000,00061703,010,00030981,00000000,00000000,001024,002,000,00000004,00030981,01,0000000033853075,00017906
000,00000000,00062341,010,00031161,00000000,00000000,001024,003,000,00000004,00031161,01,0000000020096941,00017611
001,00000000,00061309,010,00030897,00000000,00000000,001024,003,000,00000004,00030897,01,0000000018777494,00017540
002,00000000,00061313,010,00030991,00000000,00000000,001024,003,000,00000004,00030991,01,0000000016555325,00017339
003,00000000,00061906,010,00031264,00000000,00000000,001024,003,000,00000004,00031264,01,0000000019481655,00017544
004,00000000,00061621,010,00031070,00000000,00000000,001024,003,000,00000004,00031070,01,0000000017100724,00017507
005,00000000,00061261,010,00030812,00000000,00000000,001024,003,000,00000004,00030812,01,0000000018677270,00017405
006,00000000,00062205,010,00031277,00000000,00000000,001024,003,000,00000004,00031277,01,0000000017230451,00017475
007,00000000,00061539,010,00030990,00000000,00000000,001024,003,000,00000004,00030990,01,0000000020112517,00017573
008,00000000,00061505,010,00031103,00000000,00000000,001024,003,000,00000004,00031103,01,0000000018767127,00017586
009,00000000,00061534,010,00030865,00000000,00000000,001024,003,000,00000004,00030865,01,0000000019197323,00017366
010,00000000,00060937,010,00030689,00000000,00000000,001024,003,000,00000004,00030689,01,0000000017698747,00017388
011,00000000,00061213,010,00030817,00000000,00000000,001024,003,000,00000004,00030817,01,0000000019410309,00017565
012,00000000,00062631,010,00031679,00000000,00000000,001024,003,000,00000004,00031679,01,0000000018598364,00017866
013,00000000,00061789,010,00031165,00000000,00000000,001024,003,000,00000004,00031165,01,0000000019329158,00017466
014,00000000,00062141,010,00031437,00000000,00000000,001024,003,000,00000004,00031437,01,0000000018511347,00017597
015,00000000,00060852,010,00030493,00000000,00000000,001024,003,000,00000004,00030493,01,0000000019762921,00017462
016,00000000,00061298,010,00030882,00000000,00000000,001024,003,000,00000004,00030882,01,0000000019302359,00017471
017,00000000,00062092,010,00031086,00000000,00000000,001024,003,000,00000004,00031086,01,0000000017357006,00017498
018,00000000,00061660,010,00031097,00000000,00000000,001024,003,000,00000004,00031097,01,0000000018833756,00017620
019,00000000,00060866,010,00030721,00000000,00000000,001024,003,000,00000004,00030721,01,0000000017969423,00017437
020,00000000,00062488,010,00031344,00000000,00000000,001024,003,000,00000004,00031344,01,0000000019186481,00017661
021,00000000,00061157,010,00030938,00000000,00000000,001024,003,000,00000004,00030938,01,0000000017828298,00017646
022,00000000,00061950,010,00031288,00000000,00000000,001024,003,000,00000004,00031288,01,0000000019774367,00017721
023,00000000,00061251,010,00030988,00000000,00000000,001024,003,000,00000004,00030988,01,0000000017972278,00017681
024,00000000,00061886,010,00031182,00000000,00000000,001024,003,000,00000004,00031182,01,0000000019209178,00017660
025,00000000,00060523,010,00030818,00000000,00000000,001024,003,000,00000004,00030818,01,0000000018168448,00017502
026,00000000,00060762,010,00030410,00000000,00000000,001024,003,000,00000004,00030410,01,0000000019589014,00017267
027,00000000,00062412,010,00031325,00000000,00000000,001024,003,000,00000004,00031325,01,0000000018190654,00017626
028,00000000,00061165,010,00031019,00000000,00000000,001024,003,000,00000004,00031019,01,0000000018196851,00017443
029,00000000,00061428,010,00030793,00000000,00000000,001024,003,000,00000004,00030793,01,0000000018271132,00017418
030,00000000,00061423,010,00030962,00000000,00000000,001024,003,000,00000004,00030962,01,0000000019744571,00017611
031,00000000,00060086,010,00030608,00000000,00000000,001024,003,000,00000004,00030608,01,0000000017718032,00017470
000,00000000,00059216,010,00029962,00000000,00000000,001024,000,001,00000004,00029962,01,0000000014500369,00016095
001,00000000,00059483,010,00029943,00000000,00000000,001024,000,001,00000004,00029943,01,0000000014867497,00016189
002,00000000,00059893,010,00030199,00000000,00000000,001024,000,001,00000004,00030199,01,0000000013808639,00016124
003,00000000,00059874,010,00030172,00000000,00000000,001024,000,001,00000004,00030172,01,0000000015539876,00016312
004,00000000,00059866,010,00030109,00000000,00000000,001024,000,001,00000004,00030109,01,0000000014275018,00016397
005,00000000,00057953,010,00029111,00000000,00000000,001024,000,001,00000004,00029111,01,0000000015082912,00015768
006,00000000,00060658,010,00030480,00000000,00000000,001024,000,001,00000004,00030480,01,0000000014269321,00016298
007,00000000,00059346,010,00029932,00000000,00000000,001024,000,001,00000004,00029932,01,0000000015844968,00016127
