tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,53149.832031, 14.782923
001,52892.777344, 16.319363
004,52743.292969, 15.903101
003,53708.871094, 14.506189
005,53281.394531, 14.420949
006,53096.125000, 15.171120
007,53310.152344, 14.292157
008,53006.269531, 16.804802
009,52442.296875, 17.249464
010,52594.609375,  9.546880
011,52979.644531, 10.554544
012,52929.292969, 10.772736
013,52740.082031,  9.214573
014,52866.625000, 10.736612
015,53049.503906,  9.736740
016,52684.726562,  9.756614
-----------------------------------------------------------------------------------------------

RUN 1
002,53065.050781, 14.413544
001,52959.734375, 15.782841
004,52590.953125, 15.255145
003,53626.839844, 15.000029
005,53381.136719, 15.808917
006,53051.710938, 14.777255
007,53300.917969, 14.795183
008,52858.574219, 17.303370
009,52552.773438, 16.507587
010,52820.738281,  9.953671
011,53065.406250, 10.380484
012,52890.218750, 10.728467
013,52964.648438,  9.668771
014,52703.789062, 11.203636
015,52932.796875, 10.027440
016,52717.492188, 10.137907
-----------------------------------------------------------------------------------------------

