tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00021556,00021556,010,00069629,00018323,00018323,001024,000,000,00000001,00021556,02,000021147094
001,00021587,00021587,010,00062932,00018877,00018877,001024,000,000,00000001,00021587,02,000020692445
002,00021634,00021634,010,00054129,00018987,00018987,001024,000,000,00000001,00021634,02,000018120031
003,00021562,00021562,010,00049758,00019082,00019082,001024,000,000,00000001,00021562,02,000016064286
004,00021546,00021546,010,00072830,00018321,00018321,001024,000,000,00000001,00021546,02,000024553413
005,00021531,00021531,010,00043936,00019344,00019344,001024,000,000,00000001,00021531,02,000024143616
006,00021612,00021612,010,00059474,00018890,00018890,001024,000,000,00000001,00021612,02,000019735508
007,00021582,00021582,010,00049663,00019113,00019113,001024,000,000,00000001,00021582,02,000023104254
008,00021596,00021596,010,00054737,00019012,00019012,001024,000,000,00000001,00021596,02,000019835984
009,00021515,00021515,010,00048803,00019165,00019165,001024,000,000,00000001,00021515,02,000014542284
010,00021522,00021522,010,00068504,00018425,00018425,001024,000,000,00000001,00021522,02,000022503810
011,00021596,00021596,010,00041659,00019465,00019465,001024,000,000,00000001,00021596,02,000022537530
012,00021511,00021511,010,00059524,00018747,00018747,001024,000,000,00000001,00021511,02,000021373090
013,00021584,00021584,010,00048035,00019210,00019210,001024,000,000,00000001,00021584,02,000019219614
014,00021543,00021543,010,00064153,00018523,00018523,001024,000,000,00000001,00021543,02,000021830439
015,00021600,00021600,010,00048938,00019149,00019149,001024,000,000,00000001,00021600,02,000017713605
016,00021593,00021593,010,00062051,00018740,00018740,001024,000,000,00000001,00021593,02,000020591338
017,00021603,00021603,010,00053955,00018983,00018983,001024,000,000,00000001,00021603,02,000017744969
018,00021630,00021630,010,00055789,00018983,00018983,001024,000,000,00000001,00021630,02,000022268060
019,00021617,00021617,010,00059754,00018642,00018642,001024,000,000,00000001,00021617,02,000022156484
020,00021585,00021585,010,00055746,00019051,00019051,001024,000,000,00000001,00021585,02,000020529374
021,00021610,00021610,010,00048722,00019143,00019143,001024,000,000,00000001,00021610,02,000023773441
022,00021591,00021591,010,00062061,00018795,00018795,001024,000,000,00000001,00021591,02,000020647970
023,00021634,00021634,010,00053372,00019099,00019099,001024,000,000,00000001,00021634,02,000017456408
024,00021607,00021607,010,00072578,00018291,00018291,001024,000,000,00000001,00021607,02,000020848052
025,00021630,00021630,010,00057527,00018838,00018838,001024,000,000,00000001,00021630,02,000020273225
026,00021627,00021627,010,00062684,00018801,00018801,001024,000,000,00000001,00021627,02,000021544454
027,00021630,00021630,010,00058300,00018772,00018772,001024,000,000,00000001,00021630,02,000023968614
028,00021593,00021593,010,00061037,00018891,00018891,001024,000,000,00000001,00021593,02,000017728570
029,00021675,00021675,010,00056486,00018921,00018921,001024,000,000,00000001,00021675,02,000022695126
030,00021579,00021579,010,00061182,00018765,00018765,001024,000,000,00000001,00021579,02,000020483817
031,00021645,00021645,010,00051493,00019130,00019130,001024,000,000,00000001,00021645,02,000021684029
000,00012840,00012840,010,00054541,00010930,00010930,001024,001,000,00000001,00012840,02,000014122816
001,00012843,00012843,010,00046262,00011273,00011273,001024,001,000,00000001,00012843,02,000013231500
002,00012849,00012849,010,00042746,00011221,00011221,001024,001,000,00000001,00012849,02,000012168679
003,00012822,00012822,010,00039390,00011304,00011304,001024,001,000,00000001,00012822,02,000013093589
004,00012794,00012794,010,00041314,00011366,00011366,001024,001,000,00000001,00012794,02,000018150627
005,00012791,00012791,010,00033332,00011497,00011497,001024,001,000,00000001,00012791,02,000010868706
006,00012837,00012837,010,00060923,00010786,00010786,001024,001,000,00000001,00012837,02,000013917588
007,00012767,00012767,010,00043557,00011013,00011013,001024,001,000,00000001,00012767,02,000012861473
008,00012796,00012796,010,00038870,00011200,00011200,001024,001,000,00000001,00012796,02,000012794639
009,00012742,00012742,010,00061598,00010566,00010566,001024,001,000,00000001,00012742,02,000015018355
010,00012820,00012820,010,00037326,00011371,00011371,001024,001,000,00000001,00012820,02,000012578394
011,00012819,00012819,010,00048523,00011178,00011178,001024,001,000,00000001,00012819,02,000015869167
012,00012840,00012840,010,00033927,00011664,00011664,001024,001,000,00000001,00012840,02,000014282415
013,00012790,00012790,010,00031680,00011518,00011518,001024,001,000,00000001,00012790,02,000011538228
014,00012798,00012798,010,00043945,00011348,00011348,001024,001,000,00000001,00012798,02,000017429787
015,00012786,00012786,010,00031672,00011518,00011518,001024,001,000,00000001,00012786,02,000011651739
016,00012757,00012757,010,00049189,00010792,00010792,001024,001,000,00000001,00012757,02,000013125101
017,00012756,00012756,010,00039872,00011340,00011340,001024,001,000,00000001,00012756,02,000014888081
018,00012830,00012830,010,00037721,00011530,00011530,001024,001,000,00000001,00012830,02,000014890957
019,00012822,00012822,010,00038223,00011310,00011310,001024,001,000,00000001,00012822,02,000014122769
020,00012784,00012784,010,00046136,00011228,00011228,001024,001,000,00000001,00012784,02,000014281686
021,00012780,00012780,010,00041913,00011126,00011126,001024,001,000,00000001,00012780,02,000011627820
022,00012748,00012748,010,00048128,00011168,00011168,001024,001,000,00000001,00012748,02,000015749989
023,00012769,00012769,010,00035863,00011344,00011344,001024,001,000,00000001,00012769,02,000011515541
024,00012849,00012849,010,00051731,00011124,00011124,001024,001,000,00000001,00012849,02,000013367384
025,00012812,00012812,010,00043281,00011080,00011080,001024,001,000,00000001,00012812,02,000011482784
026,00012809,00012809,010,00036888,00011563,00011563,001024,001,000,00000001,00012809,02,000014663347
027,00012793,00012793,010,00043559,00011243,00011243,001024,001,000,00000001,00012793,02,000012396136
028,00012823,00012823,010,00041217,00011166,00011166,001024,001,000,00000001,00012823,02,000011301178
029,00012754,00012754,010,00048952,00010781,00010781,001024,001,000,00000001,00012754,02,000012614963
030,00012771,00012771,010,00064509,00010559,00010559,001024,001,000,00000001,00012771,02,000013604588
031,00012826,00012826,010,00041357,00011298,00011298,001024,001,000,00000001,00012826,02,000010816025
000,00012559,00012559,010,00052302,00010402,00010402,001024,002,000,00000001,00012559,02,000014604664
001,00012635,00012635,010,00040384,00011068,00011068,001024,002,000,00000001,00012635,02,000015385582
002,00012644,00012644,010,00041129,00011061,00011061,001024,002,000,00000001,00012644,02,000013403765
003,00012628,00012628,010,00033976,00011228,00011228,001024,002,000,00000001,00012628,02,000011645154
004,00012586,00012586,010,00046201,00010759,00010759,001024,002,000,00000001,00012586,02,000013577699
005,00012634,00012634,010,00040678,00011023,00011023,001024,002,000,00000001,00012634,02,000014444820
006,00012629,00012629,010,00028700,00011480,00011480,001024,002,000,00000001,00012629,02,000014298561
007,00012555,00012555,010,00054196,00010486,00010486,001024,002,000,00000001,00012555,02,000016828200
008,00012559,00012559,010,00049203,00010563,00010563,001024,002,000,00000001,00012559,02,000013606461
009,00012563,00012563,010,00035351,00011166,00011166,001024,002,000,00000001,00012563,02,000018861605
010,00012568,00012568,010,00041975,00010956,00010956,001024,002,000,00000001,00012568,02,000011244889
011,00012646,00012646,010,00038147,00011097,00011097,001024,002,000,00000001,00012646,02,000015682703
012,00012572,00012572,010,00039067,00011003,00011003,001024,002,000,00000001,00012572,02,000013500910
013,00012617,00012617,010,00030799,00011412,00011412,001024,002,000,00000001,00012617,02,000016536587
014,00012636,00012636,010,00034396,00011250,00011250,001024,002,000,00000001,00012636,02,000010440586
015,00012644,00012644,010,00038238,00011085,00011085,001024,002,000,00000001,00012644,02,000013726772
016,00012584,00012584,010,00043903,00010754,00010754,001024,002,000,00000001,00012584,02,000014187733
017,00012580,00012580,010,00039927,00011035,00011035,001024,002,000,00000001,00012580,02,000014734763
